gname,log2FoldChange,pvalue
yeaC,0.126367324,0.318449709
msrB,-0.038046659,0.752736841
gapA,0.104970479,0.31819205
yeaD,-0.038917006,0.730603104
yeaE,0.843680867,2.60128E-08
mipA,1.261108289,9.80054E-28
yeaG,-1.007582633,2.15231E-29
yeaH,-1.03199859,2.95124E-25
cdgI,-1.409268691,0.037594765
dgcJ,1.109051933,0.008574646
yeaK,0.471757383,0.003683403
yoaI,0.70656015,0.293127248
yeaL,0.517714752,0.120219238
nimR,-0.094882581,0.63626695
nimT,-0.577304926,0.061153713
yeaO,-0.042526943,0.723704182
yoaF,-0.003037174,0.990366517
dgcP,1.069320117,9.09607E-10
yeaQ,-1.931272995,4.73155E-36
yeaR,1.065240806,0.220951125
leuE,0.584679866,0.090571976
dmlR,0.258777105,0.08269408
dmlA,-0.050567973,0.709464332
yeaV,0.708083986,0.108283413
yeaW,0.682339931,0.07233116
yeaX,0.46317439,0.29914511
rnd,-0.031013647,0.902665294
fadD,-1.490809654,2.23592E-44
yeaY,-1.672239731,3.67413E-38
tsaB,0.664556118,0.011580748
yoaA,-0.129145624,0.437846004
yoaB,0.330621928,0.022755377
yoaC,-0.022844988,0.941615146
yoaH,0.343411237,0.369897721
pabB,-0.302346375,0.110474153
nudL,-0.394226094,0.021242138
sdaA,-0.209230877,0.037720792
pdeD,-1.338402147,1.67722E-12
yoaE,-0.752018652,1.19664E-08
yoaL,-0.496623957,0.150148726
manX,1.440961791,2.79292E-43
manY,1.407384869,1.04616E-46
manZ,1.339615397,8.15772E-43
yobD,1.060308032,0.015918604
mntP,1.426668606,0.137747691
rlmA,0.222725449,0.461204703
cspC,0.541975043,1.0408E-07
yobF,0.153735627,0.302849594
yebO,0.869871134,7.55493E-05
mgrB,0.738176849,0.000438696
yobH,-0.163483235,0.733987429
kdgR,0.075172719,0.562760588
yebQ,0.518962927,0.253206499
htpX,-0.42181595,0.000119461
prc,-0.329271673,0.010616336
proQ,0.14135103,0.233443612
msrC,-0.974358887,4.57976E-12
letA,-0.858097677,1.61115E-07
letB,-1.091536511,4.46656E-21
rsmF,0.121856227,0.640072402
yebV,-1.652876111,3.19713E-23
yebW,-1.014812591,1.25694E-09
pphA,-0.979684549,8.01827E-06
ryeA,0.242712181,0.73250018
yebY,0.178553651,0.31806624
yebZ,-0.104657414,0.509058577
yobA,0.346824422,0.003399911
holE,-0.086966336,0.739286294
yobB,-1.203092022,1.06111E-15
exoX,0.097851171,0.555763821
ptrB,-0.920502309,2.274E-15
yebE,0.625898431,0.00051677
yebF,-2.038853432,3.75848E-67
yebG,0.415168193,0.010785005
purT,0.611425874,0.136403331
eda,0.629766883,7.6057E-07
edd,0.503421206,5.12536E-05
zwf,0.475625926,1.24468E-05
yebK,0.673169262,3.70064E-05
pykA,0.878333229,5.3987E-18
lpxM,-0.277964624,0.033531154
mepM,0.382680964,0.002182956
znuA,0.850044623,2.68694E-06
znuC,0.501026903,0.009227855
znuB,-0.390544545,0.076555651
ruvB,-0.263955396,0.049830114
ruvA,0.272000698,0.056999207
yebB,0.999215105,0.211961143
ruvC,0.330359607,0.02516119
yebC,0.499983363,1.26097E-05
nudB,0.353307813,0.010589537
aspS,0.187738737,0.055807801
yecD,0.238102362,0.167171857
yecE,-0.352202791,0.144405588
yecN,-0.630712915,0.000746124
cmoA,-0.280908457,0.171827945
cmoB,-0.647160611,8.45685E-05
torZ,-0.634336397,0.000852884
torY,-0.134697423,0.839389989
cutC,-0.790649678,3.16051E-07
yecM,0.186762851,0.39622194
argS,-0.395079915,0.001328534
flhA,-0.434456329,0.047950352
flhB,-0.132061442,0.826980437
cheZ,0.249907892,0.419773919
cheY,-0.320433431,0.537516398
cheB,-0.451230563,0.482727329
cheR,-0.526279423,0.387751059
tap,0.015997351,0.971695457
tar,-0.193876716,0.68145572
cheW,-0.383365125,0.486300409
cheA,-0.572614192,0.12105839
motB,-0.213010684,0.756461018
motA,-0.226586018,0.740938747
flhC,0.716018296,0.027001893
flhD,0.924162985,0.045873763
insB5,-0.324647599,0.581267372
insA5,0.717339208,0.392682233
uspC,0.557888897,0.001414076
otsA,-1.588557067,3.41086E-62
otsB,-1.771049144,2.40733E-52
araH,0.126583979,0.401907384
araG,0.740522785,2.68236E-06
araF,0.349348038,0.002726947
ftnB,1.64326686,2.36686E-27
yecJ,1.222593188,0.03026833
yecR,0.042229668,0.946078736
ftnA,0.796309902,7.43823E-09
yecH,0.052013221,0.801362904
tyrP,-0.712291863,0.001963389
yecA,0.088944487,0.477739716
leuZ,0.191169596,0.720470402
cysT,0.279184286,0.39192545
glyW,0.435355618,0.099356381
pgsA,0.310311715,0.014909103
uvrC,-0.213221561,0.079612973
uvrY,-0.019677755,0.890500733
yecF,1.334415912,0.024063484
sdiA,-0.649633217,0.013531201
tcyN,-1.105023488,1.82119E-14
tcyL,-0.820950767,1.19218E-07
dcyD,-0.852040937,1.12444E-11
tcyJ,-1.552085728,2.91711E-52
fliZ,-0.246001938,0.425805116
fliA,0.007820059,0.990212375
fliX,-1.389465151,0.004224319
fliC,-0.544464819,8.83993E-05
fliD,-0.346011377,0.432557961
fliS,0.179700018,0.807489538
amyA,-1.750017974,4.56591E-67
yedD,-0.247266101,0.073297025
yedE,1.953257284,4.11231E-43
yedF,2.177578252,5.86209E-31
yedK,-1.07916372,1.14668E-05
yedL,-0.344245625,0.569823542
fliE,-0.064263838,0.938322207
fliF,0.069546294,0.917391142
fliG,0.182052147,0.675875941
fliH,-0.410040716,0.448579396
fliI,-0.11015449,0.866230119
fliK,0.285011849,0.590690263
fliL,-0.225019934,0.689621997
fliM,-0.291628444,0.474853993
fliP,-0.049755001,0.942273252
fliR,-0.834088984,0.341363565
rcsA,-1.05904556,0.093018108
dsrB,-0.380871339,0.393160365
yodD,-1.775163328,5.16707E-64
dsrA,-1.445253625,7.15882E-05
yedP,-1.260996237,3.77623E-28
dgcQ,-1.059090622,5.09003E-19
yodC,-1.558921532,1.78108E-35
yedI,-1.375071675,4.88995E-24
yedA,-0.262626927,0.33874489
vsr,0.336005314,0.360708598
dcm,0.236900877,0.126182846
yedJ,-0.940879415,2.18492E-05
drpB,-1.948829286,6.96389E-12
hchA,-0.862637213,4.91671E-12
hprS,0.655183483,0.12641196
hprR,1.036964064,0.000234513
hiuH,-0.470370879,0.424034482
msrP,-1.203392053,1.07821E-22
msrQ,-0.936639276,6.0622E-05
zinT,1.321006641,0.041066976
yodB,-0.866041055,0.056524211
serU,1.055924922,0.002240512
mtfA,0.821998754,2.32786E-13
asnT,1.002738296,0.103100627
yeeJ,-0.20973912,0.15021565
shiA,-0.358268392,0.060715971
amn,0.056104224,0.615062027
yeeN,0.803853111,9.75872E-07
yeeO,-0.446764635,0.038952022
cbl,-0.409454312,0.288343966
nac,-0.704804644,0.100134675
ldtA,-1.391618536,1.43636E-41
cobT,0.32368131,0.024467896
cobS,0.114628942,0.526748519
cobU,0.21776089,0.279423757
insH6,0.810988721,1.35723E-09
insD3,-0.11592553,0.532754524
insC3,-0.385465992,0.034451028
flu,0.096925945,0.35837747
yeeR,0.826049778,0.007265011
yeeS,-0.121105867,0.741426017
yeeT,0.482250528,0.35181966
cbeA,-0.137503046,0.75046623
cbtA,0.047207488,0.931441507
yeeW,-0.450095815,0.370543455
yoeF,-0.161125032,0.810796523
tmaR,-0.072925592,0.577168716
yoeJ,0.178949988,0.635699271
yeeA,-0.667312959,2.23656E-05
sbmC,-0.944961212,1.1115E-18
dacD,-0.301976107,0.34221312
sbcB,0.751709056,2.83935E-10
tsuB,0.796627436,0.007336369
tsuA,0.465406364,0.121264201
plaP,0.915252629,0.063510159
yeeY,-0.344038063,0.018601106
yeeZ,-0.235634135,0.027835586
yoeB,1.223548361,6.72356E-09
yefM,0.796955787,0.000311586
hisG,-0.426409146,0.022763236
hisD,-0.140168373,0.392469345
hisC,-0.104611481,0.54286355
hisB,0.210627198,0.151701473
hisH,0.113797028,0.555434442
hisA,-0.061584414,0.717766825
hisF,0.300645363,0.08159745
hisI,0.198180289,0.246043579
wzzB,-0.042585948,0.820879474
ugd,0.124642899,0.691154155
gnd,0.753895061,3.12274E-13
insH7,0.815706375,3.3656E-11
wbbK,0.965136959,1.12359E-07
wbbJ,0.949370535,1.57998E-05
wbbI,1.138972934,4.20056E-08
wbbH,1.042747711,3.10754E-06
glf,1.2268484,1.67357E-14
rfbX,0.33690135,0.189457353
rfbC,0.155004484,0.572109136
rfbA,0.157399704,0.376753698
rfbD,0.545043125,0.000721246
rfbB,0.444679135,0.01144332
galF,-0.212438807,0.085197961
wcaM,0.305621967,0.528124537
wcaL,0.848659263,0.050911439
wcaK,0.066969031,0.876026209
wzxC,0.536094454,0.380127424
wcaJ,-0.577622816,0.344049456
cpsG,-0.49747285,0.307913489
cpsB,-0.26919945,0.561924506
wcaI,-0.59092981,0.219089485
fcl,0.005638456,0.993536978
gmd,0.069825162,0.908947418
wcaC,-1.347909603,0.036101793
wcaB,-1.092446254,0.118273127
wcaA,0.017151685,0.978665514
wzc,-0.472883711,0.395725928
yegH,-0.397676236,0.001359767
asmA,0.340781177,0.005903013
dcd,0.556017452,4.93888E-06
udk,0.540475999,0.099192283
dgcE,-0.320996892,0.011307049
alkA,-0.509998564,0.001106933
yegD,-0.147167866,0.562771725
yegI,0.473729405,0.063173421
yegL,0.348691572,0.4800796
sibA,-0.419994333,0.557046289
mdtA,-0.607694177,0.004652485
mdtB,-0.756552284,1.34368E-06
mdtC,-0.747742291,4.44952E-05
mdtD,-1.119946817,5.47327E-06
baeS,-0.579219428,0.059593897
baeR,0.186293938,0.31476429
yegP,-1.834963006,3.79039E-54
trhP,-0.327799096,0.053399748
ogrK,0.649025149,0.189985561
yegR,0.038223474,0.927281975
yegS,-1.125329795,2.47477E-14
insE5,0.153339742,0.61438162
insF5,-1.021231737,7.26415E-13
gatD,-1.315603672,3.57423E-39
gatB,-0.873400681,5.35777E-15
gatA,-0.592479586,2.06062E-10
gatZ,-0.606683902,1.0333E-11
gatY,-0.408460805,5.24636E-06
fbaB,-1.020072343,4.46968E-26
yegT,0.274779523,0.527530605
yegU,0.197832887,0.54669235
yegV,-0.162921028,0.57997017
yegW,0.335128091,0.127419796
yegX,1.337026423,0.000156164
thiD,-0.037768475,0.902108246
thiM,0.30150708,0.365864218
rcnR,-0.19085643,0.366096151
rcnA,-0.041956258,0.917287158
rcnB,-0.03293005,0.881937756
yehB,1.263358123,0.007308436
yehD,1.267258241,1.78386E-09
yehE,-1.170134525,2.50145E-11
mrp,0.338567723,0.000607652
metG,0.380918177,0.000773857
yehI,-0.624200788,0.008715461
yehL,0.504761627,0.653609613
yehM,-0.07367295,0.843181589
yehP,0.416893953,0.373132296
yehQ,-0.442925487,0.144382013
yehR,0.012137175,0.988408355
yehS,0.525924035,0.003949966
btsR,1.613698833,2.00866E-18
btsS,1.388211941,1.49055E-16
mlrA,-1.459250113,5.31088E-29
yohO,-0.793385256,0.145342738
yehW,-0.786832536,6.96274E-06
yehX,-1.34543338,8.7756E-14
yehY,-1.295304691,2.24716E-14
osmF,-1.358815841,1.37714E-31
bglX,-0.031131797,0.785804719
dld,-0.22141193,0.023478203
pbpG,0.575995297,0.003149856
yohC,-1.193169435,5.5934E-29
yohD,-1.132935761,2.75749E-18
yohF,-1.166387742,3.21361E-18
yohP,-1.995262854,1.45963E-15
dusC,-0.070783894,0.859122577
yohJ,-0.895422572,0.000610265
yohK,-1.39748175,1.67928E-18
cdd,-0.227373016,0.051667767
sanA,0.354208972,0.351943727
yeiS,1.93992737,0.001957942
preT,0.656512271,8.68916E-13
preA,0.453868634,7.04586E-06
mglC,-0.643015178,2.35694E-07
mglA,0.068502446,0.635246115
mglB,-0.263422627,0.004329519
galS,1.208582113,1.48736E-18
yeiB,-0.410044131,0.104968554
folE,0.318505624,0.015522493
yeiG,-0.418905206,3.2707E-05
cirA,-0.04164155,0.863849064
lysP,-1.015973568,2.32237E-14
yeiE,-0.510943429,6.94018E-06
yeiH,-0.095003825,0.569881157
nfo,-0.007083342,0.95804727
yeiI,-0.268708904,0.096863497
nupX,-0.120368577,0.780203264
rihB,2.354110548,0.000430749
psuT,-0.005408001,0.985692356
psuG,0.920840643,0.02256067
fruA,-0.9327979,1.55075E-13
fruK,-0.634038294,4.79905E-06
fruB,0.103431282,0.498961353
setB,0.334295342,0.320612736
yeiW,0.257186983,0.456685184
yeiP,0.302512145,0.222753058
yeiQ,2.488792891,8.1199E-133
yeiR,-0.147991118,0.648673434
lpxT,1.042964343,0.123813332
mepS,0.695329656,9.26786E-06
pdeN,0.101602127,0.661170435
yejA,-0.378726431,0.001910013
yejB,-0.64558336,0.00290088
yejE,-0.729863727,0.000526973
yejF,-0.183789577,0.177868572
yejG,-0.097775685,0.357513391
bcr,-0.113359943,0.452786381
rsuA,0.401551098,0.017175096
radD,0.492994384,0.003616243
rplY,1.062122564,2.80338E-15
yejK,0.684156956,9.69691E-06
yejL,-0.148477115,0.468173272
lapC,0.102111948,0.499577999
insH8,0.78295744,1.90641E-10
narP,0.285518394,0.05113344
ccmH,0.581525217,0.000521263
ccmG,0.534002328,0.020233214
ccmF,0.28607581,0.085937749
ccmE,0.657112461,0.001595131
ccmD,0.918835751,0.014090247
ccmC,0.780369989,9.99112E-05
ccmB,0.739553485,0.011148694
ccmA,0.703224068,0.000665116
napC,0.998991219,2.78005E-07
napB,1.437618692,5.78971E-07
napH,1.438062092,5.53294E-09
napG,0.680197247,0.004552973
napA,1.035183784,5.20429E-16
napD,0.346595393,0.657909337
napF,1.049708578,0.000515043
eco,0.369532837,0.000647205
mqo,-0.616228824,0.000654745
yojI,-0.594237798,0.080485252
alkB,-0.799349478,0.000106595
ada,-1.054922264,4.13518E-17
ftp,0.331340156,0.294603843
ompC,0.254220644,0.005002463
rcsD,-0.04398043,0.714040158
rcsB,0.293268867,0.003223242
rcsC,-0.045556346,0.732577653
atoS,1.692057152,1.61249E-36
atoC,1.93748359,2.71118E-36
atoD,0.837035242,0.189767578
atoE,-0.625108556,0.247716638
atoB,0.024655498,0.943290396
yfaP,0.021597897,0.966552667
yfaQ,-0.696308431,0.014816755
yfaA,0.051988237,0.855031701
gyrA,0.193908914,0.04442594
ubiG,0.302173041,0.069411706
yfaL,-0.118887025,0.410503478
nrdA,0.17424227,0.124153876
yoaM,0.655387104,0.296117987
nrdB,0.496652757,0.000100801
yfaE,0.680421372,0.033023881
inaA,-1.170569719,1.51956E-09
glpQ,0.373186188,0.009673957
glpT,1.111886421,1.54568E-10
glpA,0.352813951,0.408711095
glpB,0.483357064,0.267270528
glpC,0.613252833,0.059375759
rpnE,0.374920068,0.182057971
yfaU,-0.006102785,0.982967425
yfaV,-0.208345368,0.476888504
rhmD,-0.053521437,0.711277869
yfaX,0.721232389,0.015185112
yfaY,0.163207415,0.185554953
yfaZ,0.31807569,0.47330738
nudI,0.154462382,0.557921358
arnB,-0.544616174,0.00538117
arnC,-0.74311402,0.003316884
arnA,-0.911431392,9.17275E-08
arnD,-1.08198196,0.000137186
arnT,-0.428368337,0.030403688
arnE,-0.931515609,0.001011867
arnF,0.103137149,0.747221293
pmrD,0.463063255,0.065579012
menE,-0.220726292,0.080739936
menC,-0.131700373,0.247145685
menB,0.128882777,0.23493419
menH,-0.010638342,0.955681785
menD,-0.310925858,0.011548849
menF,-1.377368746,2.26592E-25
elaB,-1.613338886,1.44466E-65
elaA,0.054906525,0.787702307
rbn,-0.037708145,0.880542952
elaD,-0.571389431,0.50099402
yfbK,0.061508422,0.870837318
yfbM,1.905330744,9.57908E-06
yfbP,0.025706371,0.965678649
nuoN,-0.346749244,0.000663515
nuoM,-0.055296144,0.572239313
nuoL,-0.25526068,0.006941935
nuoK,0.020474247,0.866007345
nuoJ,-0.097778356,0.436426918
nuoI,-0.100716574,0.343850092
nuoH,-0.222877225,0.027072271
nuoG,-0.281243297,0.002308357
nuoF,-0.261509139,0.00690598
nuoE,-0.247728632,0.023083036
nuoC,0.187901109,0.044133378
nuoB,0.517002194,5.26138E-07
nuoA,0.524554844,1.43066E-07
lrhA,2.165957739,1.35207E-48
alaA,0.903631384,1.67551E-11
yfbR,0.607713272,0.005789479
yfbS,0.780793435,1.95829E-10
hxpA,0.274481386,0.03297473
yfbU,0.569381619,1.78499E-07
yfbV,-0.226902149,0.078026622
ackA,0.923635497,5.04925E-20
pta,1.455695009,1.63291E-44
yfcC,1.007605054,0.001481255
yfcD,-0.025714874,0.871153818
yfcE,-0.126112263,0.329484944
yfcF,-1.031219972,1.84081E-10
yfcG,-1.683478907,5.50991E-30
folX,-0.121051262,0.554934712
yfcH,0.717480364,2.35259E-12
rpnB,0.018481022,0.951028907
hisP,-1.305236924,1.61963E-05
hisM,-1.117275859,6.57853E-05
hisQ,-1.195390137,1.95795E-10
hisJ,-0.79209072,3.87336E-12
argT,-1.520690372,4.64097E-34
ubiX,0.221103957,0.577161961
purF,-0.136057723,0.486103817
cvpA,-0.334642932,0.160926279
dedD,0.334299167,0.012658402
folC,0.169837357,0.237048818
accD,-0.004905185,0.967752116
dedA,0.687532132,0.000880259
truA,0.647589785,3.16268E-05
usg,0.381423813,0.010174536
pdxB,0.182457791,0.128421697
flk,0.425587137,0.122640674
yfcJ,-0.34738857,0.387485476
fabB,0.065074356,0.479113151
mnmC,0.106411694,0.443191359
yfcL,-0.097511666,0.683950344
epmC,-0.112028653,0.644379388
yfcA,-0.024406891,0.914136013
mepA,-0.200766595,0.381377194
aroC,-0.51516982,0.000327072
prmB,0.481108633,0.004145856
smrB,0.372953838,0.006743401
yfcO,0.034030651,0.808475273
yfcP,1.013973263,0.19424541
yfcR,-0.17525495,0.815232161
yfcS,-0.306216833,0.684664564
sixA,-1.611962138,1.14004E-38
fadJ,-1.275729348,1.46032E-32
fadI,0.040007521,0.714070408
yfcZ,0.217099677,0.032172734
fadL,-2.855494007,1.3461E-158
mlaA,-1.258783643,3.08467E-26
yfdC,-1.677173183,9.05297E-32
intS,-0.1821661,0.680560642
yfdG,-0.35765075,0.67864612
yfdH,0.584067966,0.112264245
yfdI,1.622950441,0.00768097
yodE,-0.29448878,0.45862851
yfdK,-1.569936545,0.000193137
yfdP,-0.21496704,0.80810711
yfdQ,0.401798202,0.490834982
torI,1.065242711,0.000605315
dsdC,0.122562163,0.637505297
dsdX,0.833145768,0.020035518
dsdA,0.339315801,0.111358893
emrK,-0.693831299,0.45428122
evgA,-1.032978766,1.09984E-08
evgS,-1.911164388,1.65332E-21
yfdE,-1.659773181,2.05679E-14
oxc,0.781741426,0.454642992
ypdI,-0.169394204,0.627114221
yfdY,-1.183016724,2.76013E-22
lpxP,-0.016534656,0.950512581
ypdK,0.556280977,0.488579458
alaC,-0.038402412,0.731990887
pyrS,-0.522765548,0.000224397
pyrR,-0.518168219,0.005324556
ypdC,-0.0310454,0.856699601
fryA,-0.348963212,0.21924781
ypdE,0.003971355,0.993061172
ypdF,0.397094748,0.442436718
fryC,-0.209934688,0.750802389
glk,0.546629573,1.61502E-06
yfeO,-0.548434034,5.38432E-05
ypeC,-0.920245667,2.08611E-06
mntH,-0.925688318,6.8359E-14
nupC,-0.277999597,0.114358103
insL3,0.128194094,0.521385018
pdeA,0.463103593,0.006984475
alaX,0.273277382,0.67160871
alaW,-0.605570889,0.078874851
yfeC,-0.036238411,0.84858495
yfeD,0.630682204,0.000985179
gltX,0.09004528,0.409832006
valU,0.203947115,0.606893716
valX,0.241769414,0.228962064
valY,0.264380486,0.603613476
xapR,0.581365648,0.000641108
xapB,-0.301500885,0.28966123
yfeN,-0.289571245,0.556386525
yfeR,-0.367980971,0.122922761
yfeH,0.678346563,1.67487E-05
ypeB,-0.030494925,0.911338245
ligA,-0.469351932,0.000118365
zipA,-0.258776006,0.011902086
cysZ,0.993655017,3.83918E-08
cysK,0.338135033,0.000811335
ptsH,0.46369857,1.46868E-05
ptsI,-0.509452518,5.8055E-08
crr,-0.759557701,3.68883E-15
pdxK,0.441545943,0.00043431
yfeK,-0.876406468,0.086344394
yfeS,-0.424522596,0.184927371
cysM,1.115189544,1.14159E-09
cysA,2.134808701,7.59459E-27
cysW,0.530425352,0.08702943
cysU,0.434216662,0.379992971
cysP,0.566387386,0.055844764
ucpA,1.078579911,2.33351E-23
murR,0.116304835,0.658320888
murQ,0.445482042,0.001980539
murP,0.583673285,0.000191814
yfeW,0.533657616,0.001357738
yfeX,0.664880914,7.68911E-10
yfeY,-0.165661487,0.444179224
yfeZ,-0.518202694,0.023170423
ypeA,-0.922292109,5.74622E-11
amiA,-0.216944014,0.361151059
hemF,-0.385085747,0.057397247
eutR,0.104151326,0.590363671
eutK,0.380139199,0.055049104
eutL,0.723240516,0.001044666
eutC,0.580001038,0.000188126
eutB,0.236356384,0.024100436
intZ,0.413358728,0.062008072
yffL,0.679791426,0.079759374
yffM,-0.403595023,0.555919861
yffO,0.09766141,0.856127443
yffP,-0.516564597,0.19664278
yffQ,0.628803701,0.138252889
yffR,-0.103795009,0.63684305
yffS,0.965825805,1.22628E-11
eutA,-0.315126347,0.387732704
eutH,-0.96494683,0.000197585
eutG,0.343676148,0.33620056
eutJ,-0.322201006,0.507508202
eutE,0.071386289,0.827630969
eutM,0.4038286,0.055785414
eutD,0.771438842,0.001404657
eutT,0.416134888,0.128506177
eutQ,0.913024403,0.000617169
eutP,0.661759257,0.065589574
eutS,1.061636322,0.192122324
maeB,-0.592359358,6.62363E-11
talA,-1.221141168,6.88547E-38
tktB,-1.23293299,4.01573E-41
ypfG,-1.088823831,5.66745E-08
nudK,0.745292722,0.000306432
aegA,0.642440673,1.16102E-05
narQ,0.201909056,0.256320636
acrD,-0.050286168,0.79469309
ypfM,1.734828414,3.857E-43
yffB,1.451261953,3.0592E-11
dapE,0.601123854,3.52822E-07
ypfN,-0.723527484,0.027194828
ypfH,-0.331211142,0.008142729
tmcA,-0.965875113,5.44655E-13
ypfJ,-1.074087997,1.66233E-24
purC,0.350481796,0.066003623
bamC,0.348323918,0.000800446
dapA,0.484361423,9.88731E-05
gcvR,-0.340621799,0.008467123
bcp,0.369702584,0.00387833
hyfA,-1.508697208,0.091095288
hyfB,-0.064384838,0.885493962
hyfC,1.539196241,0.02067267
hyfD,0.701486062,0.190624517
hyfE,0.289850794,0.712200369
hyfF,-0.152186341,0.633891345
hyfG,-0.394407512,0.058761036
hyfH,-0.405382796,0.347575809
hyfI,-0.438611069,0.171005683
hyfJ,0.921396997,0.250638307
hyfR,-0.349861168,0.21936666
focB,0.277584169,0.451282631
yfgO,0.121237955,0.422274583
bepA,-0.342769018,0.002054007
yfgD,-0.644142833,8.42335E-05
hda,0.604251565,0.000210665
uraA,0.616423212,0.066919345
upp,1.110430735,1.83483E-20
purM,-0.125264121,0.617402846
purN,0.5036735,0.056683886
ppk,0.123933036,0.249372877
ppx,0.013809119,0.910421232
pdeF,0.294039399,0.37239035
yfgG,-0.560483181,0.012039126
yfgI,-1.064396362,0.054204085
guaA,0.818683106,1.22169E-10
guaB,0.984298055,2.5821E-08
xseA,-0.052099669,0.756718538
yfgJ,-0.219806535,0.638274208
der,-0.533288812,2.30464E-06
bamB,-0.933051457,2.81465E-15
yfgM,-0.12928232,0.273554038
hisS,-0.035329993,0.745686617
sroE,-0.261021469,0.638433289
ispG,-0.204297479,0.051430367
rodZ,-0.235379996,0.016215002
rlmN,-0.037621966,0.828102194
ndk,0.632652052,0.000623276
pbpC,-0.330124806,0.059008635
yfhM,-0.252461759,0.008309422
sseA,0.391995236,0.000242115
ryfA,-0.534473331,0.000120511
sseB,1.409714071,1.28389E-16
pepB,0.742671438,1.13699E-11
iscX,0.286290908,0.096193659
fdx,0.540761349,0.000868379
hscA,0.182132082,0.095448952
hscB,0.071470719,0.76484336
iscA,-0.072359009,0.568852822
iscU,0.106533244,0.373600371
iscS,-0.44105109,3.47379E-05
iscR,-0.759043875,1.18039E-07
trmJ,0.848069311,4.15814E-14
suhB,-0.476177593,0.06160243
yfhR,-0.776255386,0.106413417
csiE,-0.729770641,3.70055E-15
hcaT,-0.500566562,0.000609581
hcaR,0.370936797,0.008432545
hcaE,-0.615892517,0.001199142
hcaF,0.018056163,0.970334979
hcaC,-0.568727349,0.323506021
hcaB,-0.109833294,0.77994227
hcaD,-0.263268858,0.311459979
yphA,-1.811619754,5.41185E-55
yphB,-0.150360878,0.533911693
yphC,-0.233118616,0.267680866
yphD,0.567248721,0.136086443
yphE,0.346535297,0.155097651
yphF,0.618771318,0.024112376
yphG,-0.061904054,0.783433995
yphH,0.012158566,0.954532285
glyA,1.401117648,3.29825E-48
hmp,0.735772092,1.47388E-09
glnB,-0.000377252,0.997799066
glrR,-0.431319159,0.011157133
qseG,-0.337919561,0.108245165
glrK,-0.670636235,7.58752E-06
glmY,0.217601103,0.515778607
purL,0.111083624,0.440620803
mltF,0.158488109,0.712424541
tadA,-0.491585256,0.011210645
pgpC,-0.435277505,0.002376113
yfhH,-0.488651044,0.122905357
acpS,0.566678746,0.002379414
pdxJ,0.27228744,0.011491166
recO,-0.222567147,0.276759655
era,-0.357591543,0.004434486
rnc,-1.033609055,4.76824E-11
lepB,-0.236928534,0.093063046
lepA,-0.21457796,0.055836812
rseC,-0.998141548,1.08467E-07
rseB,-0.823634507,4.73591E-09
rseA,-1.348651414,3.50544E-40
rpoE,-1.586927345,1.39328E-49
rseD,-0.879710721,0.001552823
nadB,-0.081926005,0.73269208
yfiC,0.680346384,0.084951426
srmB,0.256765784,0.028346505
yfiE,0.797137134,0.000413745
eamB,-0.388772765,0.176796701
grcA,0.579891623,2.26215E-08
ung,0.707740061,7.30574E-06
yfiF,-0.274569627,0.013446055
trxC,0.321860815,0.031512526
tapT,0.49901995,0.189166414
patZ,0.857404074,9.08188E-20
pssL,0.811751579,0.012484427
pssA,0.303926962,0.005507566
yfiM,0.151276353,0.450626743
kgtP,-0.396658605,2.29311E-05
rrlG,0.341513942,0.740576229
gltW,-0.174145062,0.290452921
rrsG,0.11180878,0.921914844
clpB,-0.090637937,0.324499343
ryfD,-1.105475471,0.00027024
yfiH,-0.769709283,3.72834E-07
rluD,-0.775589774,2.76678E-09
bamD,-0.162400775,0.160309528
raiA,-0.127758855,0.696042299
raiZ,-0.070891979,0.867270859
pheA,1.59761543,6.0902E-60
tyrA,-0.119697638,0.513062519
aroF,-0.113099288,0.474280407
yfiL,-1.053053909,1.19607E-05
yfiR,0.71461112,0.0021099
dgcN,0.686895401,0.00674562
yfiB,1.018699672,1.75069E-05
rplS,1.857097402,6.29638E-36
trmD,1.595442403,1.05241E-55
rimM,1.530335216,2.81843E-41
rpsP,1.501407484,6.13891E-30
ffh,0.27681463,0.005355703
ypjD,0.225931094,0.307339767
yfjD,0.189688039,0.338435058
grpE,0.254085153,0.018255668
nadK,0.390893042,0.006318638
recN,-0.640837262,1.18553E-05
bamE,0.469700217,0.000404911
yfjF,0.526444658,0.072350316
ratA,0.290494148,0.045311741
smpB,0.750708545,5.5238E-08
ssrA,-0.957556874,3.78648E-15
intA,-0.669787722,2.88158E-06
yfjH,0.166455905,0.771121821
yfjI,0.651007324,0.336899673
abpB,-0.419569381,0.000975405
abpA,-0.190681923,0.132858889
yfjM,-0.136028125,0.842778386
rnlA,0.084860284,0.479419564
rnlB,-0.576874712,0.000800451
yfjP,-0.914273695,0.001724531
yfjQ,-0.768737291,0.045875919
yfjR,0.454912583,0.194225795
yfjS,-0.667682143,0.373855267
yfjT,-0.90258555,0.000840311
yfjU,-0.837953974,0.022009991
yfjW,-0.189699128,0.672267201
yfjX,-0.565622081,0.213055683
yfjY,0.023555782,0.980035282
yfjZ,-0.87250998,0.3655852
ypjF,-0.011170212,0.987946387
ypjA,-0.769609665,9.58191E-09
glaH,-3.204876038,3.8488E-253
lhgD,-3.203356775,1.4695E-239
