gname,log2FoldChange,pvalue
pabB,-0.072169182,0.762852537
nudL,-0.416055068,0.106924097
sdaA,0.078351628,0.690602379
pdeD,-0.37672931,0.082600323
yoaE,-0.328000366,0.103352856
yoaL,-0.488435481,0.082355384
manX,1.265011937,1.63295E-09
manY,1.273152648,1.20897E-10
manZ,1.032286316,9.4062E-07
yobD,-0.489236534,0.295307041
mntP,0.366694439,0.525853682
rlmA,0.766448669,0.005433697
cspC,0.214918957,0.28167202
yobF,0.201862412,0.363348236
yebO,-0.485453091,0.173587939
mgrB,0.303902018,0.428111846
yobH,-0.091572166,0.901412399
kdgR,-0.354874112,0.099735632
yebQ,0.344618472,0.321459717
htpX,-0.249291374,0.229236659
prc,-0.81063218,0.000892262
proQ,-0.070763871,0.752714218
msrC,-0.892968969,0.007109497
letA,-0.135843977,0.551827523
letB,-0.185857656,0.348938516
rsmF,0.08403715,0.745780152
yebV,-1.347697614,7.33069E-10
yebW,-0.952917452,0.000195917
pphA,-0.277577723,0.288925379
ryeA,0.722169155,0.15129632
yebY,0.809201957,0.000365815
yebZ,0.035059871,0.881821623
yobA,0.65887078,0.002054489
holE,-0.163351383,0.553444428
yobB,-0.799623923,0.000181155
exoX,-0.282473601,0.221790743
ptrB,-0.131779015,0.509489841
yebE,0.258509146,0.274175885
yebF,-1.521554124,2.53152E-13
yebG,0.941305773,0.000127803
purT,0.209905451,0.530404827
eda,-0.237504987,0.270242745
edd,0.031264879,0.876633126
zwf,0.265437078,0.19583436
yebK,0.153812252,0.496669678
pykA,0.01565284,0.94074202
lpxM,-0.169730571,0.405384445
mepM,-0.361681131,0.094672505
znuA,-0.416759629,0.094359804
znuC,0.546863295,0.019122345
znuB,-0.73407453,0.026087662
ruvB,-0.428539864,0.048639028
ruvA,-0.654069276,0.003044419
yebB,0.493029134,0.503576033
ruvC,-0.496448672,0.019845829
yebC,-0.430341322,0.041917501
nudB,-0.702423779,0.003850972
aspS,-0.588818543,0.002969891
yecD,-0.384339178,0.116444969
yecE,-0.440987386,0.097834451
yecN,-0.583149875,0.017416668
cmoA,-0.374607378,0.110602837
cmoB,-0.538447949,0.021954772
torZ,-0.152054232,0.544309666
torY,0.451419398,0.539483658
cutC,-0.936101704,1.89554E-05
yecM,-0.161747074,0.521746353
argS,-0.315053821,0.125825989
flhA,-0.435349319,0.113567497
flhB,-0.212553979,0.695581444
cheZ,0.255256073,0.428197204
cheY,-0.148825731,0.760024544
cheB,-0.072527779,0.893158631
cheR,0.879020782,0.128995904
tap,-0.178611012,0.670142327
tar,0.111443342,0.824692802
cheW,-0.365523953,0.469357128
cheA,-0.303496167,0.441818073
motB,0.233673944,0.697047874
motA,0.413541822,0.552405827
flhC,0.374472283,0.188422246
flhD,0.529930945,0.284522556
insB5,-0.427016184,0.419646954
insA5,-0.134011204,0.831159535
uspC,-0.219460295,0.366928873
otsA,-0.091093813,0.628412577
otsB,-0.874809535,6.85037E-06
araH,0.972492142,9.17982E-05
araG,1.466005829,3.05368E-10
araF,1.887524071,1.03305E-16
ftnB,1.110176397,2.93892E-05
yecJ,-0.455339972,0.348166445
yecR,0.08571593,0.886503233
ftnA,-0.048023163,0.827610218
yecH,-0.535155186,0.045373922
tyrP,-0.429136691,0.099741102
yecA,-0.218535758,0.30850906
leuZ,-0.699303252,0.280634719
cysT,0.03356295,0.929796342
glyW,-0.590113862,0.050821404
pgsA,-0.002144324,0.992464995
uvrC,0.013764217,0.946180639
uvrY,-0.274046864,0.243864444
yecF,0.62392136,0.384664372
sdiA,0.203134251,0.476299422
tcyN,0.13409703,0.535499922
tcyL,0.432452215,0.068005127
dcyD,0.427761135,0.04917604
tcyJ,0.879121374,2.94922E-05
fliZ,0.020139187,0.955633642
fliA,0.442743885,0.506842827
fliX,-1.299848713,0.026838795
fliC,-0.301107659,0.19031131
fliD,-0.09642738,0.844857865
fliS,0.606860084,0.445880007
amyA,-0.711533586,0.000257745
yedD,-0.805559546,0.000198617
yedE,-0.512465462,0.02399473
yedF,-0.460364727,0.111541013
yedK,-0.697800496,0.014479301
yedL,0.121060163,0.826296371
fliE,-0.670961604,0.289759549
fliF,0.175956106,0.754190214
fliG,-0.002625739,0.995882004
fliH,-0.383131939,0.450755225
fliI,-0.133654727,0.824443633
fliK,-0.375113363,0.387567483
fliL,0.130828598,0.812211659
fliM,-2.66042E-05,0.999948072
fliP,-0.762573323,0.143349791
fliR,-0.198021155,0.796674773
rcsA,-1.243230306,0.242357785
dsrB,0.062840381,0.892969948
yodD,-1.74005227,1.59053E-18
dsrA,-1.40667981,0.001021435
yedP,-0.667896815,0.00065291
dgcQ,-0.451926024,0.02145341
yodC,-0.716305765,0.012461855
yedI,-1.253935019,3.50179E-07
yedA,0.069998083,0.809261634
vsr,-0.506641915,0.131420205
dcm,-0.43921372,0.034369423
yedJ,-0.431702122,0.070638176
drpB,-0.440451133,0.166108511
hchA,0.402090401,0.127431342
hprS,1.05609811,0.003990626
hprR,1.624318927,1.18204E-07
hiuH,0.683769879,0.407959596
msrP,0.175144379,0.404658816
msrQ,0.014887254,0.962391961
zinT,-0.447938456,0.516247227
yodB,-1.005434748,0.047100609
serU,-0.480612533,0.170413223
mtfA,-0.130017258,0.521790505
asnT,-0.105067094,0.892942858
yeeJ,0.045364317,0.831058343
shiA,-0.00820679,0.973164899
amn,0.794171756,0.000269336
yeeN,0.193442567,0.520772945
yeeO,-0.21113932,0.400080197
cbl,-0.091957919,0.841494845
nac,-0.088733513,0.829987707
ldtA,-0.978588464,9.37058E-07
cobT,0.19969132,0.423264367
cobS,-0.088952149,0.75615161
cobU,-0.160256545,0.553105459
insH6,0.745675099,0.001177217
insD3,0.260319308,0.270319169
insC3,0.150341697,0.571476123
flu,0.092298989,0.636612744
yeeR,0.251057322,0.434470114
yeeS,0.120215668,0.756426312
yeeT,0.685033889,0.1802568
cbeA,-0.484190467,0.242512173
cbtA,-0.655569927,0.334639683
yeeW,-0.034020204,0.938680305
yoeF,0.275414243,0.644404056
tmaR,-0.148119668,0.563222678
yoeJ,1.25207726,0.006002809
yeeA,-0.410750335,0.05365744
sbmC,-0.650768752,0.001674822
dacD,-0.094695597,0.77766574
sbcB,0.389572485,0.073262166
tsuB,-0.00968833,0.976952872
tsuA,-0.087024965,0.812023948
plaP,-0.191157528,0.687396369
yeeY,0.4420266,0.043645137
yeeZ,0.130874296,0.531334587
yoeB,1.062698092,6.92334E-06
yefM,1.482836079,5.88796E-06
hisG,0.468341382,0.084127341
hisD,0.479759525,0.048705127
hisC,0.813608505,0.001453123
hisB,0.492205564,0.028335601
hisH,0.441233043,0.114927285
hisA,0.344371557,0.141176772
hisF,0.061407838,0.837386501
hisI,0.683936041,0.003696289
wzzB,-0.18908724,0.400342072
ugd,0.129553024,0.750113676
gnd,0.402991116,0.071953809
insH7,0.590376867,0.00729201
wbbK,-1.61402383,3.55437E-05
wbbJ,-0.573940156,0.059359056
wbbI,-0.521521706,0.082071647
wbbH,-1.739581984,5.45012E-05
glf,-0.776576548,0.009342507
rfbX,-0.763830551,0.044957655
rfbC,-0.522949445,0.134270462
rfbA,-0.791438942,0.004388587
rfbD,-0.378120511,0.103203419
rfbB,-0.485702806,0.045779025
galF,0.450859903,0.044428553
wcaM,-0.362609054,0.401889825
wcaL,-0.123616455,0.747081213
wcaK,-0.512423124,0.220879473
wzxC,-0.178712217,0.690368986
wcaJ,-0.53214052,0.311740662
cpsG,-0.018128016,0.965875776
cpsB,0.221331438,0.59077613
wcaI,-0.826308348,0.063710887
fcl,-0.480969201,0.372149429
gmd,-0.347629299,0.589375183
wcaC,0.52668317,0.33882353
wcaB,0.648096377,0.258057764
wcaA,-0.599044919,0.341865722
wzc,-0.406090046,0.427446723
yegH,0.457102202,0.020383831
asmA,0.330650959,0.118641575
dcd,0.209953604,0.33416738
udk,0.040321634,0.901140651
dgcE,0.101651321,0.615402898
alkA,-0.20578088,0.363096948
yegD,-0.557683568,0.04765261
yegI,0.311488537,0.245270459
yegL,0.176053009,0.661015956
sibA,-1.019133519,0.256279978
mdtA,0.042973724,0.870092961
mdtB,-0.195977815,0.374048547
mdtC,-0.212017696,0.359989739
mdtD,-0.399871953,0.132165733
baeS,-0.139326145,0.634448815
baeR,0.498172787,0.050351427
yegP,-0.386545843,0.104534744
trhP,0.206112009,0.318997816
cyaR,1.68802024,0.146803445
ogrK,0.521287115,0.372134291
yegR,0.405484687,0.492971296
yegS,-0.280566556,0.299595966
insE5,0.330468073,0.373477598
insF5,-0.919127032,1.79296E-05
gatD,-1.01587435,8.07573E-06
gatB,-0.76612646,7.97568E-05
gatA,-0.640529548,0.002936314
gatZ,-0.446721141,0.017695507
gatY,-0.40775386,0.033351723
fbaB,0.14083327,0.481814765
yegT,0.182043215,0.660278108
yegU,0.107681076,0.759406936
yegV,-0.133460004,0.697631231
yegW,-0.220152006,0.43552388
yegX,0.926841171,0.013396136
thiD,0.035193773,0.910500209
thiM,-0.101621191,0.770544334
rcnR,0.307380042,0.277480228
rcnA,0.186593792,0.688562301
rcnB,-0.188013782,0.506623117
yehB,0.378153652,0.530145952
yehD,0.198472457,0.55170636
yehE,-0.983014289,0.000270524
mrp,0.265998969,0.162106595
metG,-0.306081263,0.135265776
yehI,-0.371389601,0.181114355
yehL,0.486662424,0.620850575
yehM,-0.159174118,0.680427962
yehP,0.172693375,0.738358833
yehQ,-0.122712543,0.671359594
yehR,0.65389882,0.487554995
yehS,0.182255934,0.473115049
btsR,0.117204379,0.603820401
btsS,0.04640374,0.822583996
mlrA,-0.422986467,0.043998888
yohO,-0.152691186,0.767071787
yehW,-0.62251308,0.009947088
yehX,-0.848156022,0.000171864
yehY,-0.739803733,0.001550874
osmF,-0.619081018,0.003834353
bglX,-0.02634336,0.899097862
dld,0.596407364,0.008742532
pbpG,0.532057362,0.049610568
yohC,-0.659859378,0.000977477
yohD,-0.617189258,0.009430479
yohF,-0.824434053,0.000183781
yohP,-1.060721896,0.005856185
dusC,-0.583226373,0.09563039
yohJ,-1.122506142,0.000101848
yohK,-1.413984399,1.13313E-10
cdd,0.059141001,0.788559352
sanA,-0.461351924,0.21130928
yeiS,0.671752297,0.236852978
preT,0.914100742,3.39582E-06
preA,0.826449636,0.000100637
mglC,1.293208177,8.14606E-06
mglA,1.773854346,5.59066E-06
mglB,1.31659018,2.82809E-10
galS,-0.079950604,0.76045774
yeiB,-0.539590087,0.050209332
folE,0.475410632,0.025218346
yeiG,1.180221295,1.12917E-09
cirA,-0.249657413,0.334526856
lysP,-0.728061425,0.000284885
yeiE,0.117079658,0.569456847
yeiH,-0.234323687,0.331803561
nfo,-0.259003427,0.258019239
yeiI,-0.702782037,0.001474001
nupX,-0.441618455,0.264449514
rihB,1.231498331,0.163810396
psuT,-0.47910252,0.193376575
psuG,0.83659846,0.144768621
fruA,0.283902017,0.175041726
fruK,0.01470713,0.946116711
fruB,0.92654284,7.57619E-05
setB,-0.562027355,0.074010553
yeiW,-0.419368541,0.269838856
yeiP,0.130439487,0.661864818
yeiQ,3.171498535,5.78635E-56
yeiR,-0.199949442,0.523894281
lpxT,1.283143252,0.041115235
mepS,0.243250521,0.279291442
pdeN,0.288283272,0.299301223
yejA,0.600628238,0.002995452
yejB,-0.019278783,0.939386266
yejE,-0.257379511,0.283640487
yejF,-0.029912158,0.888433329
yejG,1.036348092,6.22085E-07
bcr,-0.361158484,0.170695727
rsuA,0.340700901,0.157363189
radD,0.535564798,0.013358883
rplY,-0.766277037,6.75448E-05
yejK,0.17335867,0.44993486
yejL,0.083154926,0.776692141
lapC,-0.094835369,0.659858084
insH8,0.559140525,0.01342819
narP,-0.089906032,0.686146113
ccmH,-0.144199108,0.56564948
ccmG,-0.248120045,0.339302071
ccmF,-0.496725728,0.03216623
ccmE,0.089138315,0.714333947
ccmD,-0.001946586,0.996348223
ccmC,-0.151219985,0.554975444
ccmB,-0.072721047,0.798642933
ccmA,-0.123740515,0.620046008
napC,-0.033111418,0.893935677
napB,-0.123816483,0.716580805
napH,-0.273504409,0.381292268
napG,-0.083244595,0.770965148
napA,0.149747614,0.476551024
napD,-0.90493312,0.270009517
napF,0.239963605,0.463530421
eco,0.23240165,0.274795984
mqo,-0.026590208,0.918537631
yojI,0.360296811,0.265729346
alkB,-0.03354867,0.885163569
ada,0.033260653,0.882720045
ftp,-0.100220114,0.747064548
ompC,-0.173756365,0.38735045
rcsD,-0.382111437,0.099893952
rcsB,0.349788268,0.115219701
rcsC,-0.206285194,0.31802159
atoS,1.500965463,3.65226E-11
atoC,1.329507196,1.08146E-06
atoD,1.153669893,0.045113515
atoE,-0.278387524,0.618954707
atoB,0.251972168,0.489489292
yfaP,-0.03647909,0.922028298
yfaQ,-0.654713574,0.051582419
yfaT,-0.695418004,0.487401222
yfaA,-0.001610977,0.996179486
gyrA,-0.326166195,0.122492241
ubiG,-0.661962175,0.004766955
yfaL,-0.136466774,0.534488694
nrdA,0.195916618,0.391879419
yoaM,1.224078824,0.06843166
nrdB,0.391932564,0.105021535
yfaE,0.392473956,0.241962275
inaA,-1.184528594,7.01357E-07
glpQ,-0.290949859,0.221384022
glpT,0.431116127,0.110584161
glpA,0.154021598,0.776827035
glpB,0.624261885,0.243424096
glpC,-0.112868772,0.754361236
rpnE,-0.361498392,0.268623335
yfaU,-0.167039784,0.599939294
yfaV,0.736727502,0.04080502
rhmD,1.345395072,1.84013E-09
yfaX,0.456309985,0.173087782
yfaY,0.406365722,0.053247686
yfaZ,-0.161692482,0.745203375
nudI,-0.581286425,0.119513947
arnB,0.283940732,0.28316502
arnC,0.337290899,0.247907189
arnA,0.018051698,0.938411061
arnD,-0.063985873,0.840898898
arnT,-0.072832169,0.781659141
arnE,-0.722214484,0.039206025
arnF,0.564281275,0.123469145
pmrD,0.151837099,0.732514436
menE,-0.878112605,0.000163162
menC,-0.610681457,0.002005507
menB,-0.462805371,0.022848883
menH,-0.546625721,0.019307498
menD,-0.559204919,0.004352223
menF,-0.625699407,0.003162562
elaB,-1.152114529,3.27871E-09
elaA,0.177241137,0.517777687
rbn,0.102885604,0.735285409
elaD,-0.868433661,0.342769945
yfbK,0.008594942,0.985932289
yfbM,-0.183320698,0.727476439
yfbP,0.361616463,0.556654327
nuoN,0.333176346,0.097032936
nuoM,0.952981416,7.7415E-07
nuoL,0.552723005,0.003783508
nuoK,0.841581246,3.52935E-05
nuoJ,0.565994375,0.011135555
nuoI,0.923928031,1.54357E-05
nuoH,0.545397458,0.004435349
nuoG,0.802977579,9.13457E-05
nuoF,0.536866457,0.004985219
nuoE,0.732659108,0.000140559
nuoC,0.947594661,1.83622E-05
nuoB,0.802580283,0.000155562
nuoA,0.488936899,0.016394869
lrhA,2.234576461,2.0901E-16
alaA,0.60334826,0.003587188
yfbR,0.331300266,0.19962227
yfbS,0.268854318,0.252819977
hxpA,0.103824112,0.66248477
yfbU,0.643993775,0.00142857
yfbV,0.285589214,0.153138478
ackA,-0.17989066,0.397329483
pta,-0.128795558,0.571284757
yfcC,-0.426211379,0.205363131
yfcD,-0.13002437,0.550127525
yfcE,-0.338823625,0.107077808
yfcF,-0.655596015,0.00333119
yfcG,-0.762061938,0.000563404
folX,0.253808672,0.404551973
yfcH,0.877983775,6.83508E-06
rpnB,0.796874082,0.026850134
hisP,1.407925137,0.002649085
hisM,0.736670374,0.036508995
hisQ,0.803859235,0.013412142
hisJ,1.519575919,3.18499E-09
argT,1.066353545,3.82799E-06
ubiX,-0.231892458,0.441757783
purF,-0.180924648,0.486520332
cvpA,-1.1800273,7.83151E-05
dedD,-0.164507798,0.501424
folC,-0.081053391,0.69633789
accD,-0.318564405,0.109075315
dedA,0.257278077,0.275096559
truA,0.048476772,0.818270987
usg,0.050350459,0.818515775
pdxB,-0.458434552,0.02063156
flk,-0.047407304,0.858512183
yfcJ,-0.60924266,0.082072042
fabB,-0.246164478,0.198289271
mnmC,-0.117780039,0.56706928
yfcL,-0.143038203,0.641453658
epmC,0.486479924,0.062824332
yfcA,-0.08808659,0.722563455
mepA,0.04646777,0.86273659
aroC,0.219850219,0.336901193
prmB,-0.0945723,0.687194256
smrB,0.642529895,0.007192568
yfcO,0.179689085,0.392371433
yfcP,1.190813792,0.127514689
yfcR,0.803203827,0.322222226
yfcS,-0.220784884,0.738056962
sixA,-0.597339204,0.00651098
fadJ,0.808083153,0.000343841
fadI,1.346991579,5.30121E-10
yfcZ,-1.505977316,5.04249E-11
fadL,1.092402059,2.54121E-05
mlaA,-1.026695273,2.59976E-06
yfdC,-0.471292032,0.040325188
intS,-0.344253867,0.441360633
yfdG,0.032955779,0.973137623
yfdH,0.074661626,0.841857604
yfdI,-0.095298556,0.906684612
yodE,-0.332875978,0.691076171
yfdK,-0.572800302,0.238107598
yfdP,-1.423855928,0.145580633
yfdQ,-0.357495239,0.711973929
torI,1.471907756,6.59535E-05
dsdC,0.026318439,0.93197136
dsdX,0.848516748,0.005931818
dsdA,0.628023666,0.027583044
emrK,0.812322518,0.448581986
evgA,-1.120714272,1.02022E-05
evgS,-1.136284121,1.79158E-06
yfdE,-0.337421613,0.253557492
oxc,-0.950452823,0.282486251
frc,-0.164313289,0.872537707
ypdI,1.611819024,7.47444E-06
yfdY,-0.474167457,0.115348219
lpxP,0.622144839,0.08995046
ypdK,-1.432661703,0.00257529
alaC,0.106906203,0.590304175
pyrS,0.275494936,0.208012787
pyrR,0.171831349,0.489979528
ypdC,0.038451161,0.882385707
fryA,-0.400263063,0.178453538
ypdE,0.048521639,0.919630325
ypdF,-0.037784315,0.946233591
fryC,0.062347131,0.909786234
glk,-0.121123609,0.63706933
yfeO,-0.254896377,0.235450542
ypeC,-0.438300172,0.073242845
mntH,-0.150222674,0.55170013
nupC,-0.366286827,0.109183286
insL3,-0.413855011,0.06162125
pdeA,0.050798725,0.8198524
alaX,-0.945189918,0.157670987
alaW,-0.556809566,0.199440083
yfeC,0.412686283,0.107679723
yfeD,0.419179499,0.117184122
gltX,0.138414935,0.521841273
valU,-0.15738952,0.765110624
valX,-0.448946374,0.130468119
valY,-0.048853992,0.941349841
xapR,0.217709363,0.471889109
xapB,-0.351479973,0.242568316
yfeN,0.042792321,0.930798143
yfeR,0.077333901,0.773389802
yfeH,-0.140539883,0.549124132
ypeB,-0.369308852,0.309436115
ligA,-0.413015773,0.054700275
zipA,-0.50649515,0.009977848
cysZ,-0.009284012,0.970430753
cysK,-0.009731088,0.964226185
ptsH,0.625799873,0.008931419
ptsI,0.026039646,0.898117718
crr,-0.44003651,0.021397303
pdxK,0.5909542,0.005582254
yfeK,0.210207403,0.702607227
yfeS,-0.433592616,0.238787587
cysM,0.113345068,0.703379347
cysA,0.354491178,0.160075286
cysW,-0.205741098,0.533157479
cysU,-0.014725211,0.969893883
cysP,0.243576591,0.376214932
ucpA,0.912491048,1.44459E-05
murR,-0.246854116,0.46692705
murQ,0.73718397,0.006783843
murP,0.529368873,0.029860807
yfeW,0.30000549,0.251459346
yfeX,-0.386598775,0.060025458
yfeY,-0.591473286,0.018390233
yfeZ,-0.746580761,0.006332086
ypeA,-1.321958328,6.60508E-09
amiA,0.31489002,0.181000092
hemF,0.020074483,0.931917502
eutR,0.155734044,0.525968691
eutK,-0.044368257,0.862898829
eutL,0.599214285,0.014124814
eutC,0.329576248,0.139805804
eutB,0.021859997,0.914653941
intZ,-0.11987707,0.654489287
yffL,0.572360408,0.117168814
yffM,0.150638582,0.785198775
yffO,-0.215423499,0.701014032
yffP,0.361771588,0.418258176
yffQ,0.867145605,0.154476615
yffR,0.106021766,0.760863213
yffS,0.231794938,0.304396106
eutA,-0.348062154,0.312219096
eutH,-0.591301495,0.0404163
eutG,0.268934206,0.478908123
eutJ,0.176186699,0.776807364
eutE,0.87509349,0.0243867
eutM,0.381392344,0.211504178
eutD,1.241772279,5.59082E-05
eutT,0.437399918,0.189091417
eutQ,1.270378394,0.000146202
eutP,1.268078035,0.014543865
eutS,0.94517574,0.368031399
maeB,0.775862314,4.48531E-05
talA,-0.349405498,0.071447684
tktB,-0.318479332,0.093588414
ypfG,-0.03719084,0.883953597
nudK,-0.074171827,0.796980726
aegA,0.085109369,0.69230936
narQ,0.635407807,0.00809199
acrD,-0.191978598,0.434582093
ypfM,1.018378778,0.000359881
yffB,2.244376771,6.8203E-10
dapE,0.630260704,0.001885287
ypfN,-0.429236087,0.158841121
ypfH,-0.392363492,0.143042884
tmcA,-0.413510965,0.066428931
ypfJ,-0.42870946,0.026916584
purC,0.22444134,0.33063612
bamC,0.047635575,0.807029193
dapA,-0.32456616,0.197317465
gcvR,-0.338801906,0.103114109
bcp,0.279502405,0.192320549
hyfA,0.416814088,0.647957944
hyfB,-0.444044126,0.242053815
hyfC,0.244143448,0.708765614
hyfD,0.453592088,0.39686169
hyfE,0.151549537,0.825053961
hyfF,-0.314433016,0.355037379
hyfG,-0.205472758,0.435391064
hyfH,0.140947234,0.733235743
hyfI,-0.276114432,0.441515116
hyfJ,0.104938719,0.851370809
hyfR,0.155858242,0.610425416
focB,0.457885093,0.200798379
yfgO,-0.351119062,0.170692188
bepA,-0.029574807,0.880961324
yfgD,-0.524330192,0.017769716
hda,-0.20314428,0.373381313
uraA,0.143865155,0.731717254
upp,-0.691325167,0.001310218
purM,-0.369694703,0.185580447
purN,0.359983702,0.226282401
ppk,-0.11484362,0.578998864
ppx,0.081141549,0.710116523
pdeF,0.016950236,0.960159914
yfgG,0.748092313,0.005798513
yfgI,1.133674522,0.099180558
guaA,0.067051305,0.755252016
guaB,-0.203026258,0.376854818
xseA,0.446112242,0.045871661
yfgJ,-0.741146999,0.129561823
der,-0.395826511,0.044929664
bamB,-1.092195735,3.14116E-05
yfgM,-0.447993451,0.042249407
hisS,-0.123913793,0.535215115
sroE,-0.556338258,0.316429642
ispG,-0.229829007,0.250457227
rodZ,0.093239445,0.634223261
rlmN,-0.524140804,0.020305272
ndk,0.597710001,0.022511291
pbpC,0.173114938,0.444151772
yfhM,0.399373598,0.036598259
sseA,-0.019279288,0.92242184
ryfA,-1.526099774,3.18157E-08
sseB,0.317882427,0.240734099
pepB,0.430987719,0.03154499
iscX,0.307005308,0.196308203
fdx,0.584367377,0.01249677
hscA,-0.191574681,0.337246661
hscB,0.358948178,0.260961875
iscA,-0.109251573,0.60546577
iscU,0.495280187,0.020739494
iscS,0.251130255,0.274002905
iscR,-0.247546337,0.262842761
trmJ,0.150825589,0.441476864
suhB,-0.733594791,0.006594512
yfhR,0.045097267,0.932671576
csiE,-0.368024507,0.056310429
hcaT,-0.42447722,0.053724649
hcaR,0.717824286,0.001696445
hcaE,-0.333085931,0.141619583
hcaF,0.39899487,0.407453981
hcaC,0.44674069,0.46496433
hcaB,-0.162801663,0.685022537
hcaD,-0.417522164,0.158096488
yphA,-0.628092573,0.002531673
yphB,-0.026754307,0.922276439
yphC,0.323016062,0.232986427
yphD,0.477760246,0.198381023
yphE,1.041316925,0.000588231
yphF,1.353462412,0.000204161
yphG,0.210461525,0.415610102
yphH,0.081985706,0.746500812
glyA,-0.103730241,0.602639561
hmp,0.97661725,3.54779E-06
glnB,-0.390575378,0.095292165
glrR,-0.215410032,0.344616763
qseG,0.236468379,0.355747783
glrK,-0.528033636,0.016841689
glmY,-1.263215757,0.000153197
purL,-0.205024242,0.32939124
mltF,0.210494721,0.533092609
tadA,-0.155227012,0.538005069
pgpC,-0.438901734,0.073641014
yfhH,0.225385201,0.395915872
yfhL,0.180687665,0.82323617
acpS,0.478399676,0.046795306
pdxJ,0.319085734,0.135849882
recO,-0.376566861,0.134588535
era,-0.171318339,0.406038039
rnc,-0.335126078,0.150448103
lepB,-0.331843835,0.151384398
lepA,-0.167238298,0.425919385
rseC,-0.076964416,0.758820724
rseB,0.065237171,0.79326149
rseA,-0.077573497,0.726743398
rpoE,-1.02555607,4.84025E-05
rseD,-0.385241476,0.424791467
nadB,0.267288374,0.324570203
yfiC,0.073680687,0.810526966
srmB,0.316794755,0.194118989
yfiE,0.315644205,0.290527819
eamB,-0.645792157,0.038743469
grcA,-0.191559392,0.303281087
ung,0.148257971,0.56705201
yfiF,0.03055018,0.887721061
trxC,0.868463356,0.000129702
tapT,0.083625926,0.798667177
patZ,0.322656086,0.108290185
pssL,0.858445121,0.019997512
pssA,0.161749399,0.407951713
yfiM,0.244702185,0.362323633
kgtP,0.249419359,0.211088236
rrlG,-1.225325759,0.087847157
gltW,-1.375370077,0.072685377
rrsG,-0.995703731,0.14987466
clpB,-1.211236472,9.33055E-11
ryfD,-1.613865724,0.000110313
yfiH,-0.510984236,0.030254155
rluD,-0.443522895,0.045508844
bamD,-0.24910737,0.238556604
raiA,0.44497115,0.089952248
raiZ,-2.495698787,2.90424E-06
pheA,1.624134355,6.94799E-17
tyrA,-0.144545723,0.574622759
aroF,0.4071418,0.074467184
yfiL,-0.051008611,0.875498676
yfiR,0.282362339,0.308981487
dgcN,0.447089351,0.107982375
yfiB,1.165407122,6.05118E-05
rplS,-0.333263763,0.134128986
trmD,-0.582960471,0.002258199
rimM,-0.853485046,9.62637E-06
rpsP,-0.711862541,0.000959342
ffh,-0.170066095,0.374528241
ypjD,-0.612963613,0.013053724
yfjD,-0.185352479,0.424232124
grpE,-1.155796099,1.24111E-09
nadK,0.336442275,0.157927124
recN,-0.130253185,0.574911294
bamE,-0.601332661,0.005399559
yfjF,-0.003053891,0.991990809
ratA,0.004815181,0.982743393
smpB,-0.024515096,0.908813428
ssrA,-1.466710384,2.48627E-08
intA,-0.624747961,0.002734888
yfjH,-0.426252586,0.532843947
yfjI,-0.685924333,0.404556617
abpB,0.068547451,0.742538723
abpA,0.133620082,0.536643537
yfjM,1.028712499,0.233703206
rnlA,-0.247630526,0.219301252
rnlB,-0.053774457,0.81722227
yfjP,0.185810037,0.602033275
yfjQ,-0.269447486,0.535002594
yfjR,0.128823908,0.74522768
yfjS,0.466574571,0.527251682
yfjT,0.029869855,0.932687339
yfjU,-0.54891445,0.262866428
yfjW,-0.330287806,0.516970479
yfjX,0.092098042,0.854875164
yfjY,-0.495492491,0.498400105
yfjZ,-0.232926068,0.742532726
ypjF,-0.367000728,0.673406389
ypjA,0.398942904,0.071777868
glaH,0.494859402,0.025383328
lhgD,0.606996481,0.006149926
gabD,0.372331893,0.057649662
gabT,0.136320514,0.532986555
gabP,0.410267242,0.091691446
glaR,0.463507251,0.027490827
kbp,-1.331524002,5.5374E-11
yqaE,-1.13375788,0.000197086
ygaV,1.005456321,0.037821758
ygaP,-0.094948264,0.76773809
stpA,0.992737466,0.075634176
alaE,-0.656640979,0.002017071
ygaC,0.101441318,0.727616447
ygaM,-1.166430459,9.34443E-09
nrdH,0.388732886,0.615300119
nrdI,1.624548301,0.034302318
nrdE,-0.184838793,0.543005772
nrdF,1.073735392,0.198360286
proV,1.677208407,1.75073E-11
proW,1.118671102,8.62976E-06
proX,1.561543421,4.40083E-10
ygaZ,0.255486809,0.264945172
ygaH,0.131416651,0.596829661
mprA,0.058773235,0.780461204
emrA,-0.00996769,0.970140558
emrB,-0.103633209,0.677397795
luxS,-0.657088641,0.00159964
micA,0.538589721,0.329592483
gshA,-0.15390031,0.471656059
yqaA,-0.703587134,0.008448433
yqaB,-0.642918393,0.009980053
argQ,-0.231928577,0.745787887
argZ,-0.485716689,0.282040086
argY,-0.91721032,0.006156327
argV,-0.594696012,0.016326346
serV,-1.485044657,0.000179103
csrA,-0.337982425,0.083041029
alaS,-0.527970873,0.00511669
recX,-0.333310722,0.554006285
recA,-0.265477361,0.167741998
pncC,-0.873027949,0.002553367
mltB,-0.412089305,0.048328822
srlA,2.221885524,1.30988E-05
srlE,1.745650319,1.50761E-07
srlB,1.739085529,0.003192556
srlD,0.956431815,0.00091102
gutM,0.375762464,0.37930428
srlR,0.356634737,0.172618545
gutQ,0.598144362,0.012546435
norR,-0.162041886,0.473619385
