gname,log2FoldChange,pvalue
ycaN,0.054050653,0.886112421
pflA,0.717542649,0.001134058
pflB,0.224098333,0.365827756
focA,-0.697593074,0.001970979
ycaO,-0.280206369,0.304528461
ycaP,-0.409587713,0.155761757
serC,-0.238904183,0.226468436
aroA,-0.08412314,0.74050685
ycaL,-0.217578454,0.600564594
cmk,-0.196910915,0.34238292
rpsA,-0.014763498,0.944387928
ihfB,-0.425264937,0.038638663
ycaI,0.000660716,0.998052476
msbA,-0.414503948,0.044632194
lpxK,-0.713060648,0.005858946
ycaQ,-0.151355343,0.571346578
ycaR,-0.323226101,0.168153967
kdsB,-0.348213213,0.093316963
ycbJ,0.382088669,0.050667837
elyC,0.078315915,0.742819045
cmoM,-0.40779537,0.08498815
mukF,-0.551092468,0.009359217
mukE,0.281782907,0.275121359
mukB,-0.273272565,0.160023135
ldtD,0.058872015,0.758722747
mepK,0.628145081,0.004505883
gloC,-0.073992765,0.718397091
aspC,0.472338196,0.03201761
ompF,0.275133119,0.230695162
asnS,-0.347304345,0.067837807
pncB,-0.317519012,0.139239411
pepN,0.44114899,0.031575538
ssuB,-0.470234766,0.107800359
ssuC,0.38551487,0.560300903
ssuD,0.443376297,0.330357661
ssuA,-0.168856991,0.767682458
ssuE,-0.529706083,0.302243428
elfA,0.422828616,0.433843727
elfC,0.061721475,0.870852852
elfG,-0.170305422,0.659261068
ycbU,0.379545071,0.603702185
ycbV,0.648683184,0.278386004
ycbF,-0.10454063,0.703436151
pyrD,0.73408325,0.030876744
zapC,0.278182121,0.205345056
ycbX,-0.084403765,0.71907132
rlmL,-0.262887993,0.203212576
uup,-0.708188174,0.000570128
pqiA,0.029320526,0.899485623
pqiB,0.061562315,0.76016606
pqiC,0.140133535,0.523875837
rmf,-1.306133805,0.039995737
fabA,-0.795601843,4.07469E-05
ycbZ,-0.08404534,0.664603321
matP,0.881039459,0.000205607
ompA,0.497280678,0.025581992
sulA,-0.425095407,0.047705759
sxy,0.010282813,0.970881004
yccS,-0.588436198,0.006460456
yccF,-0.866650887,0.009064911
helD,0.04711851,0.816138195
mgsA,0.176420887,0.392339436
yccT,0.079762484,0.807702881
yccU,-0.617584278,0.004678555
hspQ,-0.174825988,0.35976314
rlmI,0.332140946,0.118919526
yccX,-0.86663964,0.001731648
tusE,-0.53770888,0.032051451
yccA,0.143477199,0.521285734
hyaA,-0.758701239,4.46369E-05
hyaB,-0.595632941,0.003387383
hyaC,-1.082574546,2.09369E-05
hyaD,-1.031305285,1.50031E-07
hyaE,-0.646499001,0.003163919
hyaF,-0.974455944,2.21685E-07
appC,-1.028694204,1.03825E-07
appB,-1.265311384,5.90139E-07
appA,-0.486138471,0.009578331
etk,-0.218697595,0.358319254
etp,0.308604322,0.524824428
gfcE,0.099808579,0.820955144
gfcD,-0.507638792,0.151354155
gfcC,-0.18666289,0.842615849
gfcA,0.538403662,0.386745905
insA4,0.306138542,0.531183555
insB4,-0.858501335,0.000217861
cspG,-0.33064047,0.637966711
gnsA,1.063746166,0.036047688
yccM,0.184634645,0.586998856
torS,0.17342695,0.445877864
torT,-0.370714676,0.166463622
torR,0.381136335,0.128824081
torC,-0.232631073,0.639549591
torA,0.083973439,0.742696459
torD,-0.25686979,0.297375292
cbpM,-1.326505209,5.37467E-05
cbpA,-0.778551614,4.53419E-05
agp,0.959912164,4.03127E-07
yccJ,0.512086753,0.007320054
wrbA,0.269558166,0.241738418
ymdF,-1.060283085,2.57429E-07
rutG,-0.299627633,0.270369273
rutF,0.496319565,0.280386236
rutE,-0.124908179,0.837296244
rutD,0.099608419,0.842511853
rutB,0.013202551,0.980984159
rutA,0.850812069,0.232446814
rutR,-0.312904794,0.212528793
putA,1.088870075,2.05006E-08
putP,0.638060053,0.013533207
efeO,0.565535928,0.18200955
efeB,-0.062086177,0.838796659
phoH,1.751804952,4.65148E-16
pgaD,1.466757932,0.039360655
pgaC,0.283911446,0.672049215
pgaB,0.673134275,0.342933002
pgaA,0.082649737,0.826409303
dgcT,0.433282615,0.351030306
insF4,-0.00537864,0.98389409
insE4,0.572660524,0.079635875
ghrA,0.497317045,0.015123504
ycdX,0.36370776,0.109028602
ycdY,0.138429074,0.539147422
ycdZ,-0.273334473,0.366431495
csgG,0.016819308,0.969018284
csgA,0.412464066,0.445905663
ymdB,0.427456414,0.040031783
clsC,-0.018947005,0.925878272
opgC,0.631558679,0.190912634
opgG,0.207004713,0.306263237
opgH,-0.071978701,0.714262317
yceK,-0.809184856,0.000105546
msyB,-0.262750266,0.220770429
mdtG,0.387372145,0.0833053
lpxL,0.404416602,0.054900359
trhO,0.591717084,0.029291494
yceI,0.562115433,0.156348981
yceJ,0.52524498,0.496126966
solA,1.020376604,3.6812E-05
bssS,0.598517407,0.006138442
dinI,-0.362786603,0.476696015
pyrC,0.653201528,0.024972594
yceB,0.731780498,0.003744645
grxB,0.215219078,0.397077937
mdtH,0.4652174,0.070848874
rimJ,0.23585269,0.313835865
yceH,0.814218026,3.28519E-05
yceM,0.41975216,0.063789537
murJ,-0.247661027,0.374749346
flgN,0.055388046,0.903527445
flgM,0.38796644,0.300190107
flgA,0.00663215,0.984389304
flgD,-0.18155626,0.764685808
flgE,0.080723417,0.841506434
flgF,-0.685927895,0.145506625
flgG,0.237751932,0.577795286
flgH,0.220715459,0.757183161
flgI,0.836108108,0.200062856
flgJ,0.242444841,0.653278023
flgK,-0.089952559,0.740933036
flgL,0.091110023,0.734888265
rne,0.561582364,0.008238448
yceQ,0.09150246,0.700406178
rluC,-0.750992506,0.003476043
yceF,0.15606257,0.510980169
sraB,0.522497,0.290456993
yceD,-0.094298381,0.64140925
rpmF,-0.426673421,0.051160545
plsX,-0.877501045,1.80543E-05
fabH,-0.407211689,0.035873016
fabD,-0.335944396,0.091996846
fabG,-0.20540477,0.27948852
acpP,-0.18254583,0.361480593
fabF,-0.323015858,0.098709988
pabC,-0.850044076,0.000293689
mltG,0.066480227,0.798522017
tmk,-0.22452522,0.348810158
holB,-0.043906817,0.848323837
ycfH,-0.53292868,0.008833867
ptsG,0.23369901,0.25860945
fhuE,0.29155394,0.315879738
hinT,-0.148858615,0.534027016
ycfL,0.037669259,0.850482351
lpoB,0.022675994,0.905668013
thiK,-0.231195746,0.308282331
nagZ,-0.376191993,0.095402774
ycfP,0.020057263,0.923377503
ndh,0.379239689,0.061460996
ycfJ,1.107743547,0.001410769
comR,0.446246924,0.046599316
bhsA,1.558261377,3.3152E-08
ldtC,-0.034447348,0.927854518
mfd,-0.535268272,0.004811184
ycfT,-0.082217418,0.868459843
lolC,-0.245943858,0.263283916
lolD,-0.236735434,0.275841474
lolE,-0.749042389,0.000434297
nagK,-0.569125062,0.015323895
cobB,-0.165167033,0.448419548
potD,-0.251158819,0.205245532
potC,-0.508390192,0.085702735
potB,-0.252936147,0.432178851
potA,-0.324610387,0.159427521
pepT,-0.096224125,0.617437835
roxA,-0.098206225,0.61737913
phoQ,0.457153065,0.023476879
phoP,0.378727209,0.073826531
purB,0.024724764,0.922293148
hflD,0.178651947,0.440835054
mnmA,-0.383709659,0.109547857
nudJ,-0.379683902,0.125042102
rluE,-0.036618072,0.896122229
icd,0.752130486,8.16606E-05
ymfD,-0.216462031,0.713563697
ymfE,-1.146633081,0.016849887
lit,-1.067253333,0.000783882
intE,-0.395483534,0.429755585
xisE,-1.171515208,0.323239234
ymfH,-0.375736954,0.343436295
ymfI,0.284486426,0.580672897
ymfJ,-0.099377702,0.840030696
ymfK,0.853189928,0.000575514
ymfT,-1.019674308,0.222925557
ymfL,0.254261168,0.714295444
ymfN,-0.742990185,0.048675989
beeE,-0.631972118,0.228506121
ymfQ,0.594774952,0.524088656
tfaE,-0.172798988,0.815207987
mcrA,0.457732335,0.442388521
bluR,0.389044255,0.066061992
bluF,0.694264825,0.037559695
ariR,-0.629098211,0.240286676
ymgC,-3.075400225,0.007448808
pdeG,0.180541526,0.767055805
ymgD,0.85819474,0.040042688
minE,0.438096567,0.122763397
minD,0.550371722,0.005307828
minC,0.465712112,0.016877106
ycgJ,0.582732729,0.148831639
pliG,1.029990269,5.14903E-06
ycgL,0.154012766,0.558000268
ycgM,0.159457008,0.499411574
ycgN,-0.479819163,0.075215775
hlyE,0.217808089,0.422395334
umuD,-0.052668062,0.912199953
umuC,-0.111605374,0.725196264
dsbB,-0.830740335,0.004587478
nhaB,0.1065803,0.619597632
fadR,-0.179089758,0.427300314
ycgB,0.336599208,0.103646145
dadA,0.758854009,0.000193873
dadX,0.947257342,5.62404E-06
ymgM,0.543910855,0.231413291
cvrA,0.032190058,0.892128736
ldcA,-0.277199359,0.236310314
emtA,-0.687893718,0.00204208
ycgR,-0.631336097,0.340515797
ymgE,-0.66682907,0.00691684
ycgY,0.108482338,0.862542482
treA,0.708469877,0.000798457
dhaM,0.095911726,0.671682022
dhaL,0.610798224,0.004934574
dhaK,0.702763386,0.001309473
dhaR,0.309617572,0.199896053
ycgV,-0.271321,0.225860193
ychF,0.238826045,0.295507285
pth,-0.391719088,0.154874556
ychH,-1.730203898,1.23227E-17
dauA,-0.340792561,0.162000911
prs,-0.130881149,0.583970996
ispE,-0.425956988,0.026129062
lolB,0.192540425,0.433614053
hemA,-0.107801101,0.605720105
prfA,0.65800631,0.004159924
prmC,-0.068477082,0.818297879
ychQ,1.138077325,0.034155567
ychA,-0.564890475,0.017378334
kdsA,0.009377178,0.963434466
ldrA,0.267844346,0.430574141
rdlA,-0.091322581,0.832013806
ldrB,0.2971189,0.657142093
rdlB,-0.450424087,0.574716648
ldrC,0.025757832,0.952987551
rdlC,0.108195601,0.823212621
chaA,0.49019726,0.167783923
chaB,-0.40886898,0.064408868
chaC,-0.462192988,0.080248828
ychN,1.128076944,4.35544E-05
ychO,0.644703262,0.025626089
narL,0.428878653,0.065327616
narX,0.079160992,0.723255173
narK,-0.94584459,9.92435E-06
narG,0.082735237,0.678700171
narH,-0.00765856,0.970779245
narJ,0.145678229,0.468522139
narI,-0.468468629,0.039523267
ychS,-0.573494605,0.194295907
tyrV,-0.020479863,0.972464417
tyrT,-0.709474653,0.211813409
purU,1.05208929,1.28841E-06
ychJ,0.225942051,0.356218874
rssA,-0.071972644,0.771863012
rssB,-0.301162601,0.127317316
galU,-0.788384452,0.001194203
hns,-0.35137442,0.079183339
tdk,0.402070009,0.325881475
adhE,0.164715075,0.465545575
ychE,-0.202556083,0.548726246
insH21,0.617850967,0.011823336
oppA,0.513820031,0.022100782
oppB,0.141834088,0.489086615
oppC,-0.351999503,0.090685139
oppD,-0.265778247,0.168622744
oppF,-0.193668566,0.368448994
yciU,-0.337691325,0.198655498
clsA,-0.133260203,0.508144524
yciY,-0.964446862,0.010527921
kch,0.128099053,0.605815547
yciI,-0.437022513,0.049889866
tonB,0.426082886,0.141172689
yciA,-0.124402366,0.874708833
yciB,-0.038443213,0.859148665
yciC,-0.590903564,0.033302882
ompW,0.44406494,0.049724863
yciE,0.817097728,0.003450885
yciF,1.269920772,0.000205233
yciG,0.226159143,0.539057351
trpA,-0.261643139,0.215715946
trpB,-0.096954802,0.628777024
trpC,-0.429748445,0.054653831
trpD,-0.410376786,0.05335365
trpE,-0.277939229,0.221159696
rnm,-0.425450199,0.066710559
yciO,-0.011496444,0.955763903
yciQ,-0.333386478,0.243713496
rluB,-0.636121544,0.003918953
btuR,-0.323934825,0.177915553
yciK,0.157467808,0.477005116
sohB,-0.099565296,0.630741411
yciN,0.079779934,0.714959823
topA,-0.868836725,5.45233E-06
cysB,1.66781605,8.22951E-13
ymiA,-0.391619121,0.22747901
yciX,0.409527166,0.334014486
acnA,0.526459511,0.004763795
ribA,0.23446191,0.260430326
pgpB,-0.356070371,0.103754073
lapA,-0.767544544,0.003113558
lapB,-0.217161096,0.325843959
pyrF,-0.346082559,0.182837843
yciH,-0.415328182,0.302992435
osmB,0.015384262,0.941219663
yciT,0.814631293,0.002952952
yciZ,-0.223459579,0.587863038
pdeR,0.217266309,0.292494483
rnb,-0.043214299,0.852800651
yciW,0.117638416,0.715854765
fabI,0.05594303,0.793243502
ycjD,-0.218748134,0.639154983
sapF,0.161348356,0.474505614
sapD,0.150491452,0.518015275
sapC,-0.310434724,0.193571505
sapB,-0.052982973,0.825867905
sapA,-0.003173124,0.987822272
ymjA,-0.418959133,0.200311228
puuP,-0.106595539,0.77949443
ymjE,1.005991654,0.44162054
puuA,-0.279419691,0.425444322
puuD,-0.158982243,0.581182626
puuR,-0.116703244,0.639259059
puuC,0.215782377,0.599831067
puuB,0.304005024,0.549729344
puuE,-0.008817702,0.977898023
pspF,0.682960169,0.006904987
pspA,-0.657181893,0.002505028
pspB,0.350901077,0.320279624
pspC,-0.414254619,0.118868314
pspD,-1.0763517,0.008822046
pspE,0.513949713,0.067621514
ycjM,0.718148979,0.165829639
ycjN,0.612531702,0.26961745
ycjO,-0.678011778,0.178595539
ycjP,-0.156810361,0.784790571
ycjQ,-0.110092885,0.754657425
ycjR,0.119719587,0.751125895
ycjS,0.062692417,0.87924745
ycjT,-0.530235723,0.100571267
ycjU,0.213007886,0.624278582
ycjW,-0.281866348,0.427986963
ycjX,-1.089062419,1.94747E-08
ycjF,-1.157809598,1.93948E-06
tyrR,0.053721063,0.791284584
tpx,0.529020706,0.016635937
ycjG,-0.360380623,0.099596993
mpaA,-0.011446675,0.955481959
ymjC,0.922743603,0.094349249
ycjY,-0.204694867,0.453656568
pgrR,0.285035735,0.33259869
mppA,0.272578824,0.219272082
ynaI,0.703009762,0.002837697
insH4,0.59319209,0.007763405
ynaJ,-0.545465639,0.051152647
uspE,0.313840767,0.113513779
fnr,-0.013877355,0.94351638
ogt,-0.460306419,0.095824832
abgT,0.29378331,0.455354754
abgB,-0.227250771,0.398348114
abgA,0.157187791,0.621575657
abgR,-0.250598356,0.424001948
smrA,0.454186526,0.116050299
dgcM,-0.267313887,0.225129119
zntB,-0.239768239,0.275514628
fnrS,-1.126942577,0.01552731
ynaL,-0.006924921,0.982126477
dbpA,-0.880785412,1.62485E-05
ttcA,-0.134011032,0.573342553
intR,-0.216243077,0.574773635
recT,-0.129274523,0.758923128
recE,-0.719769635,0.023268657
racR,-0.06185897,0.809142255
ydaS,-0.356662757,0.593654914
ydaT,0.101026288,0.861802528
ydaU,-0.045535234,0.900153397
ydaV,-0.458853044,0.281701393
ydaW,-0.312748984,0.480303598
rzoR,0.63071941,0.433886572
trkG,-0.00865384,0.986480942
ynaA,0.395657692,0.400992923
insH5,0.777655775,0.001059688
stfR,-0.118379717,0.669983237
tfaR,-0.07588496,0.8988258
pinR,0.461926068,0.414042468
ynaM,0.595628343,0.655480542
uspF,0.291255018,0.268979186
ompN,0.174077942,0.851905635
ydbK,0.01138219,0.954544619
ydbJ,-0.922967717,0.000215604
hslJ,-0.525031989,0.015032008
ldhA,-0.969639967,1.89035E-06
ydbH,0.140768706,0.496395828
ynbE,-0.801133742,0.059974696
ydbL,0.242304159,0.611340187
feaR,0.794130845,0.004032591
feaB,0.27885764,0.25474661
tynA,0.29131028,0.372427818
paaZ,-0.094701516,0.825206283
paaA,-0.292443103,0.664349415
paaC,0.803118765,0.311394761
paaD,-0.190503454,0.75412344
paaE,0.248663172,0.590428789
paaF,0.620292707,0.242174691
paaG,-0.160588243,0.769619552
paaH,-0.219339136,0.517382827
paaI,0.388824209,0.549445582
paaJ,0.364235671,0.183101075
paaK,0.0091505,0.971888615
paaX,-0.364911585,0.17821908
paaY,-0.196832675,0.467784052
insD2,0.174260637,0.483072515
insC2,0.237884308,0.328927998
insI2,0.758887589,0.005785884
pdxI,-0.167074106,0.425875186
ydbD,0.25377939,0.666407612
ynbC,-0.29411356,0.326200595
ynbD,-0.338279981,0.258256158
azoR,0.106613642,0.684165792
hrpA,-0.12553405,0.51595548
ydcF,-0.088653727,0.705632279
aldA,1.616717286,1.9028E-12
cybB,-0.13689641,0.63118522
rydC,1.303845083,0.008224354
ydcA,0.817333409,0.021661181
yncP,-0.160467191,0.708965693
hokB,-0.813448035,0.00754715
mokB,-1.186482697,1.19258E-05
trg,0.184987449,0.528082875
ydcI,1.848659268,5.17093E-15
ydcJ,-0.050401512,0.809179365
opgD,-0.047307616,0.834445549
ydcH,0.912014012,5.2487E-05
rimL,0.838375954,0.00039249
ydcK,-0.215961986,0.380171137
tehA,-0.156743966,0.532289171
tehB,0.170603366,0.483558595
ydcL,-0.010890074,0.960586667
insQ,-0.159969801,0.48452314
ydcO,0.398867504,0.160886278
sutR,0.370516762,0.260030233
rlhA,-0.235405217,0.345076079
yncJ,0.180327275,0.757722613
hicA,-0.707746387,0.032065966
hicB,0.316392618,0.360235455
ydcR,0.243951408,0.296582262
ydcS,0.745705793,0.00030374
ydcT,0.68871875,0.001225283
ydcU,0.409860122,0.080776863
ydcV,0.221699132,0.317479509
patD,0.790834327,0.000416341
yncL,-2.489731652,8.70649E-08
ortT,0.296560223,0.730022405
ydcY,-1.032475681,0.000126236
ydcZ,0.419979137,0.112203493
mnaT,-0.198924113,0.391067289
curA,-0.92947943,1.19032E-05
mcbR,0.453164819,0.343570974
yncD,0.090551572,0.710583292
yncE,0.242614735,0.376420962
ansP,-0.275786862,0.467858268
yncG,-1.422401603,1.1202E-07
pptA,-0.03345844,0.942481878
yddH,-1.038655762,9.68342E-05
nhoA,-0.160613612,0.575579913
yddE,0.230169911,0.305442509
narV,-0.389340326,0.174667239
narW,-0.152495189,0.558779376
narY,-0.005394914,0.980453143
narZ,0.141745337,0.501268274
narU,-0.062562213,0.811403831
yddG,-0.589922633,0.064564243
fdnG,-0.195470076,0.383850827
fdnH,-0.122819297,0.668668903
fdnI,-0.849616327,0.004102991
yddM,0.101387928,0.657623649
adhP,-0.537912835,0.008185296
maeA,0.108971625,0.577126402
sra,0.286090261,0.216072332
osmC,-0.599259872,0.001409026
ddpF,-0.16986135,0.507704632
ddpD,-0.062385875,0.851477969
ddpC,-0.252608487,0.455547504
ddpB,0.328997254,0.445834012
ddpA,0.795937439,0.006081154
ddpX,0.538683081,0.304358202
dosP,0.065519724,0.803374572
dosC,-0.461073217,0.149980234
digH,-0.371133899,0.126693305
gadC,-0.59998916,0.001830847
gadB,-0.722263134,0.000635139
pqqL,0.62876413,0.088963074
yddB,0.001845457,0.997054879
ydeN,2.465186676,1.49671E-20
ydeP,0.138563145,0.673852023
hipA,0.733607158,0.000907025
hipB,1.340319159,0.000140095
lsrK,-0.32411537,0.114328566
lsrR,-0.588807078,0.004219494
lsrA,-0.501206939,0.010508588
lsrC,-0.675600506,0.005747776
lsrD,-0.689418383,0.008788163
lsrB,0.001614177,0.99350604
lsrF,-0.426759782,0.032657422
lsrG,-0.448731327,0.028627272
tam,-0.09801002,0.618280989
yneE,-0.086990066,0.707153411
uxaB,2.640823305,1.02955E-33
dgcF,-0.718226153,0.004383609
yneG,-0.076326887,0.811606291
glsB,-0.297674972,0.255376494
sad,-0.265159345,0.252190558
yneJ,-0.333939593,0.207734493
ydeA,0.03608409,0.888918539
marC,-1.031730414,2.25615E-06
marR,0.488436977,0.346177698
marA,0.723123275,0.028805738
marB,-0.66074788,0.10162334
eamA,-0.588067146,0.016781216
ydeE,-0.168619583,0.613926394
dgcZ,0.19375199,0.527967798
ydeI,-1.263662491,8.88871E-06
ydeJ,0.108362263,0.721405531
dcp,-0.166317668,0.398096581
ydfG,-0.281629868,0.15111893
rspR,-0.330020547,0.240127429
ydfZ,-1.530780156,4.66896E-09
ydfI,-0.145951304,0.672822696
ydfJ,1.34535754,0.009183363
ynfT,0.133699441,0.888863611
pinQ,0.874358389,0.171544449
tfaQ,0.24337589,0.722315305
stfQ,-0.366597586,0.457692609
nohA,-0.383271897,0.434529376
gnsB,-1.734148175,0.002238906
cspB,-2.912306331,6.14673E-06
cspF,1.141306014,0.42673564
ynfS,-1.371265427,0.000149252
ydfT,0.147758719,0.70665745
ydfU,0.57064664,0.271968821
rem,-0.634290795,0.215820997
hokD,0.304648805,0.369647259
relE,-0.181822225,0.391626667
relB,-0.942894139,9.9897E-05
ydfV,0.138760974,0.857593202
dicA,0.364363412,0.233119438
ydfA,-0.028600563,0.95277651
ydfB,1.05027419,0.172058258
ydfC,-0.297064818,0.525728632
rspB,-0.562329904,0.354192325
rspA,0.407069752,0.347693062
ynfA,0.059393563,0.887189424
ynfB,0.881147304,0.001235023
speG,0.369949327,0.095938307
ynfC,-0.04652407,0.849320664
ynfD,-0.223453514,0.303477498
ynfE,0.083920817,0.692782537
ynfF,0.38061186,0.046664785
ynfG,0.393917893,0.060423343
ynfH,0.018148859,0.933605754
dmsD,-0.416607073,0.062953815
clcB,-0.083642354,0.782045839
bidA,-0.782203612,0.000134224
mlc,-0.585680387,0.013874189
ynfL,-0.101122322,0.730381424
ynfM,0.317346498,0.163847989
asr,-0.185014079,0.539068815
ydgD,0.242949757,0.22664648
mdtI,-0.322746783,0.27807205
mdtJ,-0.494508043,0.135734638
mdtU,-0.308387905,0.597026273
tqsA,0.703502057,0.008999304
pntB,0.227862979,0.234898954
pntA,0.267966645,0.163928862
ydgH,-0.138279234,0.559395489
ydgI,-0.620236174,0.022563173
folM,0.12863411,0.620814435
ydgC,0.401543327,0.156841501
rstA,-0.96264245,0.000135948
rstB,-0.084396754,0.717411506
tus,0.500023817,0.018708735
fumC,1.387287884,1.41601E-11
fumA,1.578261635,6.85015E-17
manA,0.075365495,0.72771567
ydgA,-0.359342057,0.102188288
uidC,1.854532241,0.002406639
uidB,2.065173769,1.58699E-09
uidA,2.374216662,8.01182E-24
uidR,0.399615079,0.051742203
hdhA,0.739388517,8.83504E-05
malI,1.11927426,1.95406E-05
malX,-0.011348698,0.967565707
malY,-0.132802933,0.540039792
add,0.423323899,0.049485912
ydgJ,-0.046930289,0.813745962
blr,-1.95804661,0.056344509
ydgK,-0.691681061,0.012407947
rsxA,-0.682217561,0.182238443
rsxB,0.388201383,0.313762064
rsxC,-0.15086697,0.615212193
rsxD,-0.391213279,0.230012186
rsxG,-0.244059537,0.541850456
rsxE,0.213126529,0.573466319
nth,-0.351327135,0.377244807
dtpA,-0.746738796,0.001049085
gstA,0.089969267,0.643798271
pdxY,-0.131168729,0.538459907
tyrS,-0.457627042,0.024403567
pdxH,0.014042095,0.949672222
mliC,0.198157241,0.599877164
anmK,-0.015150056,0.943923801
slyB,-0.285266835,0.178718567
slyA,0.001251577,0.994930428
ydhI,-0.661412094,0.327771138
ydhJ,0.042995173,0.902840634
ydhK,-0.192148056,0.354286641
sodC,0.007264652,0.972525398
ydhF,-0.08477289,0.6650526
ydhL,-0.907431381,0.000205975
nemR,0.050946826,0.863398078
nemA,0.425640524,0.043720141
gloA,0.225442626,0.3271338
rnt,-0.15817596,0.588886398
lhr,-0.14064919,0.479158112
grxD,-0.998146309,1.06345E-06
mepH,0.258924572,0.351319901
sodB,0.136672899,0.569970496
ydhP,-0.655195113,0.025845557
cydH,-0.025838267,0.938232295
purR,-0.427129041,0.069653102
punR,-0.711743423,0.004545322
punC,-0.145791953,0.501904099
cfa,-1.256924729,8.27058E-11
ribC,-0.329342382,0.131821992
mdtK,-0.132029085,0.524075359
ydhQ,-1.017336785,9.52388E-06
ydhR,0.894377658,0.000151624
ydhS,-0.228898893,0.265573969
ydhT,0.534871376,0.070832038
ydhU,0.153690727,0.626182825
ydhX,0.58998233,0.065286447
ydhW,0.38973566,0.212327974
ydhV,0.991298696,1.66264E-05
ydhY,0.935462618,0.002606934
fumD,-1.329226128,0.009279904
ynhH,0.240324676,0.592916178
pykF,0.053542815,0.813102948
lpp,-1.433987985,1.0114E-08
ldtE,0.158157133,0.442836506
sufE,0.047520233,0.834162046
sufS,-0.305103507,0.110686495
sufD,0.001660888,0.993478586
sufC,-0.463949771,0.018741984
sufB,-0.354091922,0.074063358
sufA,-0.48939043,0.012917881
rydB,-0.398089089,0.336939341
ydiH,-0.504775328,0.070508116
menI,-0.058223892,0.827311552
ydiJ,0.347127607,0.082207936
ydiK,-0.599931943,0.00521023
ydiB,0.958876703,0.196821796
aroD,0.040748577,0.863400843
ydiO,-0.075433401,0.921436418
ydiP,-0.203242487,0.652974217
ydiQ,0.530309613,0.387503302
ydiR,0.496590899,0.130459862
ydiS,-0.072096586,0.839726788
fadK,-0.115160608,0.767723104
ppsA,0.217268809,0.272863948
ppsR,0.647205088,0.001537786
aroH,0.05801194,0.793174147
ydiE,-0.398132705,0.345841383
selO,-0.459064861,0.028862073
rflP,0.294376671,0.300325183
nlpC,-0.118908247,0.569251677
btuD,-0.349260764,0.102910405
btuE,-0.760485519,0.000575649
btuC,-0.260430705,0.268562892
ihfA,-0.406305048,0.070779458
pheT,-0.319456007,0.130980861
pheS,0.171247596,0.412351513
rplT,-0.983602884,4.08779E-07
rpmI,-0.415595012,0.161535778
infC,-0.413296602,0.036822555
thrS,0.38292686,0.05017668
ydiY,0.031884804,0.950829507
pfkB,0.268071234,0.182200237
ydiZ,-0.55196066,0.012355979
yniA,0.284340872,0.133552843
yniB,-0.175705734,0.452997923
hxpB,0.057379434,0.848465352
ydjM,0.223906594,0.588048607
tcyP,-0.029678645,0.900401496
cedA,-0.983273921,0.033123318
katE,-0.344685071,0.117174913
chbG,-0.044267868,0.876835307
chbF,1.338752857,0.000174457
chbR,0.207478683,0.574370773
chbA,0.332704256,0.546155877
chbC,0.737284908,0.115385773
chbB,-0.286489028,0.375067817
osmE,-1.423647994,2.7922E-14
nadE,-0.423621324,0.035709288
cho,0.583365264,0.015209773
ves,0.90125047,0.106861174
spy,0.423133927,0.053366885
astE,0.334645273,0.319842186
astB,0.600026756,0.024296322
astD,0.180046733,0.444393987
astA,0.914774819,0.000365964
astC,1.001480062,3.265E-05
xthA,-0.080375408,0.733050325
ydjX,-0.32933009,0.289542215
ydjY,-0.929103386,0.000368033
ydjZ,-1.155535779,8.07736E-06
ynjA,-0.809273524,0.001790327
ynjB,-0.594301596,0.007228288
ynjC,-1.075045534,8.96644E-05
ynjD,-1.245074694,7.82694E-06
ynjE,-0.92623725,2.03914E-05
ynjF,-0.942966446,0.003377352
nudG,-0.27058541,0.483598629
ynjH,-0.098477427,0.794762731
gdhA,0.732853438,0.000408691
ynjI,0.555759639,0.467688063
topB,0.166451374,0.404585285
selD,0.395570908,0.039876236
ydjA,0.407762255,0.035043199
sppA,-0.373400555,0.063513018
ansA,-0.220368746,0.390900205
pncA,-0.170095456,0.525269012
ydjE,2.591603416,0.01673764
ydjF,0.134531454,0.613630176
ydjG,0.483111287,0.324711161
ydjH,0.367185045,0.564965391
ydjI,0.261395138,0.6433141
ydjJ,0.890280755,0.16454581
ydjK,0.371739331,0.499242334
ydjL,-0.244934286,0.512415298
yeaC,0.879392702,0.000164265
msrB,0.755762738,0.001000605
gapA,-0.330174049,0.170140787
yeaD,-0.391405215,0.05752994
yeaE,0.127871303,0.56245644
mipA,-0.464227466,0.040531778
yeaG,0.365607811,0.059105776
yeaH,0.299286507,0.120129784
cdgI,-0.385188486,0.557414245
dgcJ,-0.024937859,0.943258308
yeaK,-0.279556685,0.246063579
yoaI,-0.272005536,0.751350525
yeaL,0.432430763,0.251403753
nimR,0.005286207,0.983647576
nimT,-0.194495449,0.528153386
yeaO,-0.509236941,0.030554144
yoaF,0.509768555,0.060116253
dgcP,0.799328863,0.000996867
yeaQ,-0.874937536,0.000795661
yeaR,0.081760725,0.933773698
leuE,0.177856254,0.675668013
dmlR,-0.150623685,0.54659706
dmlA,0.656373492,0.001885252
yeaV,0.023749143,0.956596701
yeaW,0.2742489,0.582082579
yeaX,0.55292108,0.270641406
rnd,0.088265381,0.759654182
fadD,0.878396753,0.000199267
yeaY,-0.473690423,0.032279923
tsaB,-0.346579261,0.208295698
yoaA,-0.634655976,0.003613579
yoaB,-0.712516459,0.006510491
yoaC,1.008132668,0.004074811
yoaH,0.073410498,0.867747934
