id,source,target,Effect,Evidence
sigA-cg0756,sigA,cg0756,+,Strong
sigA-cg0757,sigA,cg0757,+,Strong
sigA-cg0751,sigA,cg0751,+,Strong
sigA-cg0752,sigA,cg0752,+,Strong
sigA-cg0021,sigA,cg0021,+,Strong
sigA-cg2247,sigA,cg2247,+,Strong
sigA-fruR,sigA,fruR,+,Strong
sigA-cg0753,sigA,cg0753,+,Strong
sigA-cg3130,sigA,cg3130,+,Strong
sigA-cg3132,sigA,cg3132,+,Strong
sigA-cg3135,sigA,cg3135,+,Strong
sigA-cg3136,sigA,cg3136,+,Strong
sigA-cg3139,sigA,cg3139,+,Strong
sigA-icd,sigA,icd,+,Strong
sigA-cg0338,sigA,cg0338,+,Strong
sigA-cg0339,sigA,cg0339,+,Strong
sigA-cg0336,sigA,cg0336,+,Strong
sigA-cg0625,sigA,cg0625,+,Strong
sigA-cg0334,sigA,cg0334,+,Strong
sigA-cg0335,sigA,cg0335,+,Strong
sigA-cg0802,sigA,cg0802,+,Strong
sigA-cg0806,sigA,cg0806,+,Strong
sigA-cg0807,sigA,cg0807,+,Strong
sigA-cg2662,sigA,cg2662,+,Strong
sigA-cg2661,sigA,cg2661,+,Strong
sigA-cg2666,sigA,cg2666,+,Strong
sigA-cg2667,sigA,cg2667,+,Strong
sigA-zur,sigA,zur,+,Strong
sigA-pheA,sigA,pheA,+,Strong
sigA-obg,sigA,obg,+,Strong
sigA-cg0246,sigA,cg0246,+,Strong
sigA-cg0935,sigA,cg0935,+,Strong
sigA-cg0244,sigA,cg0244,+,Strong
sigA-cg0245,sigA,cg0245,+,Strong
sigA-cg0242,sigA,cg0242,+,Strong
sigA-cg0243,sigA,cg0243,+,Strong
sigA-cg0240,sigA,cg0240,+,Strong
sigA-cg0933,sigA,cg0933,+,Strong
sigA-cg3225,sigA,cg3225,+,Strong
sigA-cg3227,sigA,cg3227,+,Strong
sigA-cg3226,sigA,cg3226,+,Strong
sigA-cg0938,sigA,cg0938,+,Strong
sigA-cg3220,sigA,cg3220,+,Strong
sigA-cg3223,sigA,cg3223,+,Strong
sigA-cg0249,sigA,cg0249,+,Strong
sigA-ppc,sigA,ppc,+,Strong
sigA-ppa,sigA,ppa,+,Strong
sigA-relA,sigA,relA,+,Strong
sigA-cg2068,sigA,cg2068,+,Strong
sigA-cg2069,sigA,cg2069,+,Strong
sigA-cg1671,sigA,cg1671,+,Strong
sigA-cg2066,sigA,cg2066,+,Strong
sigA-cg2067,sigA,cg2067,+,Strong
sigA-cg2060,sigA,cg2060,+,Strong
sigA-cg2061,sigA,cg2061,+,Strong
sigA-cg3049,sigA,cg3049,+,Strong
sigA-cg2267,sigA,cg2267,+,Strong
sigA-cg3043,sigA,cg3043,+,Strong
sigA-cg3042,sigA,cg3042,+,Strong
sigA-cg3045,sigA,cg3045,+,Strong
sigA-cg3044,sigA,cg3044,+,Strong
sigA-cg3046,sigA,cg3046,+,Strong
sigA-cg2084,sigA,cg2084,+,Strong
sigA-cg2085,sigA,cg2085,+,Strong
sigA-mtrA,sigA,mtrA,+,Strong
sigA-cg2080,sigA,cg2080,+,Strong
sigA-mtrB,sigA,mtrB,+,Strong
sigA-cg2088,sigA,cg2088,+,Strong
sigA-cg2089,sigA,cg2089,+,Strong
sigA-brnQ,sigA,brnQ,+,Strong
sigA-pckG,sigA,pckG,+,Strong
sigA-cg1770,sigA,cg1770,+,Strong
sigA-mptB,sigA,mptB,+,Strong
sigA-mptA,sigA,mptA,+,Strong
sigA-cg2401,sigA,cg2401,+,Strong
sigA-qsuD,sigA,qsuD,+,Strong
sigA-phnB1,sigA,phnB1,+,Strong
sigA-phnB2,sigA,phnB2,+,Strong
sigA-cg2884,sigA,cg2884,+,Strong
sigA-cg2883,sigA,cg2883,+,Strong
sigA-cg2880,sigA,cg2880,+,Strong
sigA-cg1693,sigA,cg1693,+,Strong
sigA-cg1690,sigA,cg1690,+,Strong
sigA-cg2383,sigA,cg2383,+,Strong
sigA-cg1694,sigA,cg1694,+,Strong
sigA-cg1695,sigA,cg1695,+,Strong
sigA-nnr,sigA,nnr,+,Strong
sigA-cg1500,sigA,cg1500,+,Strong
sigA-cg1506,sigA,cg1506,+,Strong
sigA-cg1504,sigA,cg1504,+,Strong
sigA-cg1505,sigA,cg1505,+,Strong
sigA-cg0141,sigA,cg0141,+,Strong
sigA-cg1509,sigA,cg1509,+,Strong
sigA-cg2314,sigA,cg2314,+,Strong
sigA-cg2310,sigA,cg2310,+,Strong
sigA-cg2311,sigA,cg2311,+,Strong
sigA-tig,sigA,tig,+,Strong
sigA-cg2318,sigA,cg2318,+,Strong
sigA-cg0233,sigA,cg0233,+,Strong
sigA-cg1328,sigA,cg1328,+,Strong
sigA-cg1322,sigA,cg1322,+,Strong
sigA-cg1326,sigA,cg1326,+,Strong
sigA-cg1327,sigA,cg1327,+,Strong
sigA-cg1325,sigA,cg1325,+,Strong
sigA-cg0982,sigA,cg0982,+,Strong
sigA-cg0237,sigA,cg0237,+,Strong
sigA-cg0235,sigA,cg0235,+,Strong
sigA-cg1210,sigA,cg1210,+,Strong
sigA-cg1035,sigA,cg1035,+,Strong
sigA-cg1032,sigA,cg1032,+,Strong
sigA-aspA,sigA,aspA,+,Strong
sigA-cg1030,sigA,cg1030,+,Strong
sigA-cg1031,sigA,cg1031,+,Strong
sigA-aspS,sigA,aspS,+,Strong
sigA-lrp,sigA,lrp,+,Strong
sigA-cg0104,sigA,cg0104,+,Strong
sigA-cg0107,sigA,cg0107,+,Strong
sigA-cg0109,sigA,cg0109,+,Strong
sigA-cg0108,sigA,cg0108,+,Strong
sigA-glmU,sigA,glmU,+,Strong
sigA-glmS,sigA,glmS,+,Strong
sigA-pstB,sigA,pstB,+,Strong
sigA-glmM,sigA,glmM,+,Strong
sigA-pmt,sigA,pmt,+,Strong
sigA-cg2126,sigA,cg2126,+,Strong
sigA-acpS,sigA,acpS,+,Strong
sigA-cg4021,sigA,cg4021,+,Strong
sigA-cg4027,sigA,cg4027,+,Strong
sigA-sigA,sigA,sigA,+,Strong
sigA-cg0749,sigA,cg0749,+,Strong
sigA-cg0748,sigA,cg0748,+,Strong
sigA-cg0039,sigA,cg0039,+,Strong
sigA-cg0038,sigA,cg0038,+,Strong
sigA-sigH,sigA,sigH,+,Strong
sigA-cg0740,sigA,cg0740,+,Strong
sigA-cg0747,sigA,cg0747,+,Strong
sigA-cosR,sigA,cosR,+,Strong
sigA-nlpC,sigA,nlpC,+,Strong
sigA-cysN,sigA,cysN,+,Strong
sigA-cysI,sigA,cysI,+,Strong
sigA-cysJ,sigA,cysJ,+,Strong
sigA-cysD,sigA,cysD,+,Strong
sigA-cysY,sigA,cysY,+,Strong
sigA-cysZ,sigA,cysZ,+,Strong
sigA-cysS,sigA,cysS,+,Strong
sigA-cysR,sigA,cysR,+,Strong
sigA-cg3106,sigA,cg3106,+,Strong
sigA-cg3101,sigA,cg3101,+,Strong
sigA-cg3102,sigA,cg3102,+,Strong
sigA-cg1524,sigA,cg1524,+,Strong
sigA-cg0327,sigA,cg0327,+,Strong
sigA-cg0326,sigA,cg0326,+,Strong
sigA-cg0819,sigA,cg0819,+,Strong
sigA-cg0816,sigA,cg0816,+,Strong
sigA-cg0815,sigA,cg0815,+,Strong
sigA-thrB,sigA,thrB,+,Strong
sigA-thrC,sigA,thrC,+,Strong
sigA-cg0811,sigA,cg0811,+,Strong
sigA-fba,sigA,fba,+,Strong
sigA-cg2679,sigA,cg2679,+,Strong
sigA-cg2678,sigA,cg2678,+,Strong
sigA-cg1831,sigA,cg1831,+,Strong
sigA-thrS,sigA,thrS,+,Strong
sigA-cg0923,sigA,cg0923,+,Strong
sigA-cg0922,sigA,cg0922,+,Strong
sigA-cg0921,sigA,cg0921,+,Strong
sigA-cg0251,sigA,cg0251,+,Strong
sigA-cg0250,sigA,cg0250,+,Strong
sigA-cg0253,sigA,cg0253,+,Strong
sigA-cg0924,sigA,cg0924,+,Strong
sigA-cg3210,sigA,cg3210,+,Strong
sigA-cg3211,sigA,cg3211,+,Strong
sigA-cg3212,sigA,cg3212,+,Strong
sigA-cg0928,sigA,cg0928,+,Strong
sigA-cg3214,sigA,cg3214,+,Strong
sigA-cg3215,sigA,cg3215,+,Strong
sigA-xerD,sigA,xerD,+,Strong
sigA-cg2748,sigA,cg2748,+,Strong
sigA-cg3075,sigA,cg3075,+,Strong
sigA-cg2078,sigA,cg2078,+,Strong
sigA-cg3070,sigA,cg3070,+,Strong
sigA-cg3072,sigA,cg3072,+,Strong
sigA-cg3073,sigA,cg3073,+,Strong
sigA-cg2071,sigA,cg2071,+,Strong
sigA-cg3078,sigA,cg3078,+,Strong
sigA-cg2076,sigA,cg2076,+,Strong
sigA-cg2213,sigA,cg2213,+,Strong
sigA-cg0958,sigA,cg0958,+,Strong
sigA-cg2275,sigA,cg2275,+,Strong
sigA-cg2274,sigA,cg2274,+,Strong
sigA-cg2211,sigA,cg2211,+,Strong
sigA-purQ,sigA,purQ,+,Strong
sigA-cg2096,sigA,cg2096,+,Strong
sigA-cg2091,sigA,cg2091,+,Strong
sigA-cg2090,sigA,cg2090,+,Strong
sigA-purT,sigA,purT,+,Strong
sigA-cg2099,sigA,cg2099,+,Strong
sigA-dxr,sigA,dxr,+,Strong
sigA-purC,sigA,purC,+,Strong
sigA-purA,sigA,purA,+,Strong
sigA-purF,sigA,purF,+,Strong
sigA-purD,sigA,purD,+,Strong
sigA-purH,sigA,purH,+,Strong
sigA-purL,sigA,purL,+,Strong
sigA-pheS,sigA,pheS,+,Strong
sigA-prpD2,sigA,prpD2,+,Strong
sigA-prpD1,sigA,prpD1,+,Strong
sigA-cg0247,sigA,cg0247,+,Strong
sigA-cg2418,sigA,cg2418,+,Strong
sigA-cg2411,sigA,cg2411,+,Strong
sigA-cg2412,sigA,cg2412,+,Strong
sigA-cg2417,sigA,cg2417,+,Strong
sigA-cg0931,sigA,cg0931,+,Strong
sigA-cg2899,sigA,cg2899,+,Strong
sigA-cg2895,sigA,cg2895,+,Strong
sigA-ileS,sigA,ileS,+,Strong
sigA-cg2891,sigA,cg2891,+,Strong
sigA-cg2890,sigA,cg2890,+,Strong
sigA-cg1681,sigA,cg1681,+,Strong
sigA-znR,sigA,znR,+,Strong
sigA-cg1683,sigA,cg1683,+,Strong
sigA-cg1682,sigA,cg1682,+,Strong
sigA-cg1684,sigA,cg1684,+,Strong
sigA-cg1687,sigA,cg1687,+,Strong
sigA-cg1686,sigA,cg1686,+,Strong
sigA-cg1511,sigA,cg1511,+,Strong
sigA-cg1510,sigA,cg1510,+,Strong
sigA-cg1512,sigA,cg1512,+,Strong
sigA-cg1514,sigA,cg1514,+,Strong
sigA-cg1517,sigA,cg1517,+,Strong
sigA-cg1519,sigA,cg1519,+,Strong
sigA-cg3221,sigA,cg3221,+,Strong
sigA-cg0939,sigA,cg0939,+,Strong
sigA-sucC,sigA,sucC,+,Strong
sigA-sucD,sigA,sucD,+,Strong
sigA-groS,sigA,groS,+,Strong
sigA-cg2308,sigA,cg2308,+,Strong
sigA-hom,sigA,hom,+,Strong
sigA-cg1332,sigA,cg1332,+,Strong
sigA-cg1336,sigA,cg1336,+,Strong
sigA-ribBA,sigA,ribBA,+,Strong
sigA-eno,sigA,eno,+,Strong
sigA-cg1209,sigA,cg1209,+,Strong
sigA-cg1205,sigA,cg1205,+,Strong
sigA-cg1204,sigA,cg1204,+,Strong
sigA-cg1207,sigA,cg1207,+,Strong
sigA-cg1206,sigA,cg1206,+,Strong
sigA-cg1203,sigA,cg1203,+,Strong
sigA-cg1202,sigA,cg1202,+,Strong
sigA-cg1027,sigA,cg1027,+,Strong
sigA-cg1022,sigA,cg1022,+,Strong
sigA-cobT,sigA,cobT,+,Strong
sigA-cobU,sigA,cobU,+,Strong
sigA-cobS,sigA,cobS,+,Strong
sigA-cg0138,sigA,cg0138,+,Strong
sigA-cg0139,sigA,cg0139,+,Strong
sigA-cobB,sigA,cobB,+,Strong
sigA-cg0134,sigA,cg0134,+,Strong
sigA-cg0135,sigA,cg0135,+,Strong
sigA-cg0136,sigA,cg0136,+,Strong
sigA-cg0131,sigA,cg0131,+,Strong
sigA-cg0133,sigA,cg0133,+,Strong
sigA-nrdI,sigA,nrdI,+,Strong
sigA-rbfA,sigA,rbfA,+,Strong
sigA-nrdR,sigA,nrdR,+,Strong
sigA-cg2106,sigA,cg2106,+,Strong
sigA-orn,sigA,orn,+,Strong
sigA-cg0008,sigA,cg0008,+,Strong
sigA-hspR,sigA,hspR,+,Strong
sigA-argR,sigA,argR,+,Strong
sigA-argS,sigA,argS,+,Strong
sigA-cg0004,sigA,cg0004,+,Strong
sigA-cg0006,sigA,cg0006,+,Strong
sigA-cg0007,sigA,cg0007,+,Strong
sigA-argH,sigA,argH,+,Strong
sigA-argJ,sigA,argJ,+,Strong
sigA-carB,sigA,carB,+,Strong
sigA-argB,sigA,argB,+,Strong
sigA-carA,sigA,carA,+,Strong
sigA-argD,sigA,argD,+,Strong
sigA-argF,sigA,argF,+,Strong
sigA-argG,sigA,argG,+,Strong
sigA-cg0790,sigA,cg0790,+,Strong
sigA-cg0791,sigA,cg0791,+,Strong
sigA-cg0792,sigA,cg0792,+,Strong
sigA-cg0793,sigA,cg0793,+,Strong
sigA-cg0794,sigA,cg0794,+,Strong
sigA-cg0795,sigA,cg0795,+,Strong
sigA-cg1011,sigA,cg1011,+,Strong
sigA-hisF,sigA,hisF,+,Strong
sigA-coaE,sigA,coaE,+,Strong
sigA-cop1,sigA,cop1,+,Strong
sigA-ilvD,sigA,ilvD,+,Strong
sigA-citB,sigA,citB,+,Strong
sigA-uriR,sigA,uriR,+,Strong
sigA-cg1015,sigA,cg1015,+,Strong
sigA-cg0316,sigA,cg0316,+,Strong
sigA-cg0646,sigA,cg0646,+,Strong
sigA-coaA,sigA,coaA,+,Strong
sigA-cg3117,sigA,cg3117,+,Strong
sigA-cg3116,sigA,cg3116,+,Strong
sigA-cg0486,sigA,cg0486,+,Strong
sigA-cg0487,sigA,cg0487,+,Strong
sigA-cg0480,sigA,cg0480,+,Strong
sigA-cg0489,sigA,cg0489,+,Strong
sigA-mrx1,sigA,mrx1,+,Strong
sigA-smpB,sigA,smpB,+,Strong
sigA-serS,sigA,serS,+,Strong
sigA-pnp,sigA,pnp,+,Strong
sigA-cg0861,sigA,cg0861,+,Strong
sigA-cg0866,sigA,cg0866,+,Strong
sigA-cg0867,sigA,cg0867,+,Strong
sigA-cg2648,sigA,cg2648,+,Strong
sigA-serA,sigA,serA,+,Strong
sigA-butA,sigA,butA,+,Strong
sigA-cg3204,sigA,cg3204,+,Strong
sigA-cg3203,sigA,cg3203,+,Strong
sigA-cg2262,sigA,cg2262,+,Strong
sigA-copO,sigA,copO,+,Strong
sigA-cg3209,sigA,cg3209,+,Strong
sigA-cg3208,sigA,cg3208,+,Strong
sigA-alaS,sigA,alaS,+,Strong
sigA-cg0264,sigA,cg0264,+,Strong
sigA-ppx1,sigA,ppx1,+,Strong
sigA-sigE,sigA,sigE,+,Strong
sigA-prs,sigA,prs,+,Strong
sigA-sigD,sigA,sigD,+,Strong
sigA-cg3067,sigA,cg3067,+,Strong
sigA-cg3066,sigA,cg3066,+,Strong
sigA-cg3065,sigA,cg3065,+,Strong
sigA-cg3069,sigA,cg3069,+,Strong
sigA-cg2081,sigA,cg2081,+,Strong
sigA-cg2799,sigA,cg2799,+,Strong
sigA-cg2240,sigA,cg2240,+,Strong
sigA-cg2241,sigA,cg2241,+,Strong
sigA-cg2796,sigA,cg2796,+,Strong
sigA-cg2797,sigA,cg2797,+,Strong
sigA-cg2794,sigA,cg2794,+,Strong
sigA-cg2795,sigA,cg2795,+,Strong
sigA-cg2424,sigA,cg2424,+,Strong
sigA-cg2425,sigA,cg2425,+,Strong
sigA-betP,sigA,betP,+,Strong
sigA-cg2420,sigA,cg2420,+,Strong
sigA-cg1860,sigA,cg1860,+,Strong
sigA-cg2428,sigA,cg2428,+,Strong
sigA-brnF,sigA,brnF,+,Strong
sigA-brnE,sigA,brnE,+,Strong
sigA-whcA,sigA,whcA,+,Strong
sigA-whcD,sigA,whcD,+,Strong
sigA-whcE,sigA,whcE,+,Strong
sigA-cg1656,sigA,cg1656,+,Strong
sigA-cg1839,sigA,cg1839,+,Strong
sigA-cg1836,sigA,cg1836,+,Strong
sigA-cg1525,sigA,cg1525,+,Strong
sigA-cg1522,sigA,cg1522,+,Strong
sigA-cg1523,sigA,cg1523,+,Strong
sigA-cg2331,sigA,cg2331,+,Strong
sigA-cg2332,sigA,cg2332,+,Strong
sigA-cg2333,sigA,cg2333,+,Strong
sigA-cg2336,sigA,cg2336,+,Strong
sigA-cg2337,sigA,cg2337,+,Strong
sigA-cg2338,sigA,cg2338,+,Strong
sigA-cg2339,sigA,cg2339,+,Strong
sigA-leuD,sigA,leuD,+,Strong
sigA-leuB,sigA,leuB,+,Strong
sigA-leuC,sigA,leuC,+,Strong
sigA-leuA,sigA,leuA,+,Strong
sigA-tpiA,sigA,tpiA,+,Strong
sigA-cg2937,sigA,cg2937,+,Strong
sigA-pimB,sigA,pimB,+,Strong
sigA-leuS,sigA,leuS,+,Strong
sigA-cg2263,sigA,cg2263,+,Strong
sigA-cg1783,sigA,cg1783,+,Strong
sigA-cg1784,sigA,cg1784,+,Strong
sigA-cg1238,sigA,cg1238,+,Strong
sigA-cg1239,sigA,cg1239,+,Strong
sigA-cg1230,sigA,cg1230,+,Strong
sigA-cg1231,sigA,cg1231,+,Strong
sigA-cg1232,sigA,cg1232,+,Strong
sigA-cg1233,sigA,cg1233,+,Strong
sigA-cg1234,sigA,cg1234,+,Strong
sigA-cg1237,sigA,cg1237,+,Strong
sigA-cg1010,sigA,cg1010,+,Strong
sigA-hisE,sigA,hisE,+,Strong
sigA-cg1012,sigA,cg1012,+,Strong
sigA-hisG,sigA,hisG,+,Strong
sigA-hisA,sigA,hisA,+,Strong
sigA-hisB,sigA,hisB,+,Strong
sigA-cg1018,sigA,cg1018,+,Strong
sigA-hisN,sigA,hisN,+,Strong
sigA-hisH,sigA,hisH,+,Strong
sigA-hisI,sigA,hisI,+,Strong
sigA-hisS,sigA,hisS,+,Strong
sigA-cg1304,sigA,cg1304,+,Strong
sigA-cg1657,sigA,cg1657,+,Strong
sigA-cg1307,sigA,cg1307,+,Strong
sigA-cg1303,sigA,cg1303,+,Strong
sigA-cg1658,sigA,cg1658,+,Strong
sigA-cg1659,sigA,cg1659,+,Strong
sigA-cgtR10,sigA,cgtR10,+,Strong
sigA-cg0129,sigA,cg0129,+,Strong
sigA-cg0128,sigA,cg0128,+,Strong
sigA-cg0123,sigA,cg0123,+,Strong
sigA-cg0122,sigA,cg0122,+,Strong
sigA-cg0121,sigA,cg0121,+,Strong
sigA-ssuD1,sigA,ssuD1,+,Strong
sigA-dtsR1,sigA,dtsR1,+,Strong
sigA-tuf,sigA,tuf,+,Strong
sigA-cg0124,sigA,cg0124,+,Strong
sigA-truB,sigA,truB,+,Strong
sigA-glcB,sigA,glcB,+,Strong
sigA-cg0016,sigA,cg0016,+,Strong
sigA-cg0015,sigA,cg0015,+,Strong
sigA-cg4009,sigA,cg4009,+,Strong
sigA-cg0010,sigA,cg0010,+,Strong
sigA-cg4004,sigA,cg4004,+,Strong
sigA-cg4006,sigA,cg4006,+,Strong
sigA-cg3158,sigA,cg3158,+,Strong
sigA-cg4001,sigA,cg4001,+,Strong
sigA-cg0019,sigA,cg0019,+,Strong
sigA-cg0018,sigA,cg0018,+,Strong
sigA-panB,sigA,panB,+,Strong
sigA-cgtS4,sigA,cgtS4,+,Strong
sigA-iolG,sigA,iolG,+,Strong
sigA-cg0789,sigA,cg0789,+,Strong
sigA-cg0788,sigA,cg0788,+,Strong
sigA-cg0787,sigA,cg0787,+,Strong
sigA-cg0783,sigA,cg0783,+,Strong
sigA-cg0782,sigA,cg0782,+,Strong
sigA-cg0781,sigA,cg0781,+,Strong
sigA-cg0780,sigA,cg0780,+,Strong
sigA-cg0607,sigA,cg0607,+,Strong
sigA-cg0302,sigA,cg0302,+,Strong
sigA-cg0300,sigA,cg0300,+,Strong
sigA-cg0304,sigA,cg0304,+,Strong
sigA-cg0658,sigA,cg0658,+,Strong
sigA-cg0308,sigA,cg0308,+,Strong
sigA-cg0493,sigA,cg0493,+,Strong
sigA-cg0492,sigA,cg0492,+,Strong
sigA-cg0491,sigA,cg0491,+,Strong
sigA-cg0496,sigA,cg0496,+,Strong
sigA-cg0495,sigA,cg0495,+,Strong
sigA-cg0494,sigA,cg0494,+,Strong
sigA-cg0499,sigA,cg0499,+,Strong
sigA-cg0879,sigA,cg0879,+,Strong
sigA-def2,sigA,def2,+,Strong
sigA-def1,sigA,def1,+,Strong
sigA-cg0871,sigA,cg0871,+,Strong
sigA-cg0870,sigA,cg0870,+,Strong
sigA-cg0874,sigA,cg0874,+,Strong
sigA-cg0877,sigA,cg0877,+,Strong
sigA-ureD1,sigA,ureD1,+,Strong
sigA-cg2651,sigA,cg2651,+,Strong
sigA-cg2657,sigA,cg2657,+,Strong
sigA-cg3272,sigA,cg3272,+,Strong
sigA-yidC,sigA,yidC,+,Strong
sigA-cg3270,sigA,cg3270,+,Strong
sigA-cg3271,sigA,cg3271,+,Strong
sigA-pat,sigA,pat,+,Strong
sigA-cg3277,sigA,cg3277,+,Strong
sigA-cg0279,sigA,cg0279,+,Strong
sigA-cg0277,sigA,cg0277,+,Strong
sigA-cg0275,sigA,cg0275,+,Strong
sigA-cg0273,sigA,cg0273,+,Strong
sigA-cg0272,sigA,cg0272,+,Strong
sigA-cg2257,sigA,cg2257,+,Strong
sigA-cg2256,sigA,cg2256,+,Strong
sigA-cg2254,sigA,cg2254,+,Strong
sigA-ssuA,sigA,ssuA,+,Strong
sigA-ssuC,sigA,ssuC,+,Strong
sigA-ssuB,sigA,ssuB,+,Strong
sigA-cg3092,sigA,cg3092,+,Strong
sigA-cg3093,sigA,cg3093,+,Strong
sigA-cg3090,sigA,cg3090,+,Strong
sigA-cg3091,sigA,cg3091,+,Strong
sigA-cg2789,sigA,cg2789,+,Strong
sigA-ssuR,sigA,ssuR,+,Strong
sigA-cg2781,sigA,cg2781,+,Strong
sigA-cg3304,sigA,cg3304,+,Strong
sigA-cg3303,sigA,cg3303,+,Strong
sigA-cg3300,sigA,cg3300,+,Strong
sigA-cg3301,sigA,cg3301,+,Strong
sigA-cg1911,sigA,cg1911,+,Strong
sigA-gdh,sigA,gdh,+,Strong
sigA-rosR,sigA,rosR,+,Strong
sigA-cg2432,sigA,cg2432,+,Strong
sigA-cg2430,sigA,cg2430,+,Strong
sigA-cg2435,sigA,cg2435,+,Strong
sigA-cg2434,sigA,cg2434,+,Strong
sigA-cg2438,sigA,cg2438,+,Strong
sigA-fumC,sigA,fumC,+,Strong
sigA-amt,sigA,amt,+,Strong
sigA-cg1531,sigA,cg1531,+,Strong
sigA-cg1826,sigA,cg1826,+,Strong
sigA-cg1821,sigA,cg1821,+,Strong
sigA-cg1823,sigA,cg1823,+,Strong
sigA-cg1822,sigA,cg1822,+,Strong
sigA-cg2329,sigA,cg2329,+,Strong
sigA-cg2328,sigA,cg2328,+,Strong
sigA-secA1,sigA,secA1,+,Strong
sigA-cg2326,sigA,cg2326,+,Strong
sigA-cg2325,sigA,cg2325,+,Strong
sigA-cg2324,sigA,cg2324,+,Strong
sigA-cg2323,sigA,cg2323,+,Strong
sigA-cg2322,sigA,cg2322,+,Strong
sigA-cg2321,sigA,cg2321,+,Strong
sigA-cg2320,sigA,cg2320,+,Strong
sigA-ftsK,sigA,ftsK,+,Strong
sigA-cg1796,sigA,cg1796,+,Strong
sigA-cg2927,sigA,cg2927,+,Strong
sigA-cg1794,sigA,cg1794,+,Strong
sigA-cg2923,sigA,cg2923,+,Strong
sigA-cg2922,sigA,cg2922,+,Strong
sigA-cg2607,sigA,cg2607,+,Strong
sigA-cg2929,sigA,cg2929,+,Strong
sigA-ccsB,sigA,ccsB,+,Strong
sigA-cg1227,sigA,cg1227,+,Strong
sigA-cg3328,sigA,cg3328,+,Strong
sigA-cg1222,sigA,cg1222,+,Strong
sigA-cg1220,sigA,cg1220,+,Strong
sigA-cg1229,sigA,cg1229,+,Strong
sigA-cg1228,sigA,cg1228,+,Strong
sigA-ddh,sigA,ddh,+,Strong
sigA-ddl,sigA,ddl,+,Strong
sigA-cydA,sigA,cydA,+,Strong
sigA-cg1009,sigA,cg1009,+,Strong
sigA-cg1007,sigA,cg1007,+,Strong
sigA-cg1006,sigA,cg1006,+,Strong
sigA-cg1005,sigA,cg1005,+,Strong
sigA-cg1004,sigA,cg1004,+,Strong
sigA-cg1003,sigA,cg1003,+,Strong
sigA-cg1001,sigA,cg1001,+,Strong
sigA-cg1000,sigA,cg1000,+,Strong
sigA-acn,sigA,acn,+,Strong
sigA-cg1645,sigA,cg1645,+,Strong
sigA-cg1644,sigA,cg1644,+,Strong
sigA-cg1647,sigA,cg1647,+,Strong
sigA-cg1646,sigA,cg1646,+,Strong
sigA-cg1641,sigA,cg1641,+,Strong
sigA-cg1640,sigA,cg1640,+,Strong
sigA-cg1643,sigA,cg1643,+,Strong
sigA-cg1319,sigA,cg1319,+,Strong
sigA-cg1318,sigA,cg1318,+,Strong
sigA-cg1648,sigA,cg1648,+,Strong
sigA-cg0407,sigA,cg0407,+,Strong
sigA-cg0400,sigA,cg0400,+,Strong
sigA-cg2812,sigA,cg2812,+,Strong
sigA-cg0401,sigA,cg0401,+,Strong
sigA-ino1,sigA,ino1,+,Strong
sigA-cg1305,sigA,cg1305,+,Strong
sigA-nrtR,sigA,nrtR,+,Strong
sigA-cg4019,sigA,cg4019,+,Strong
sigA-cg4018,sigA,cg4018,+,Strong
sigA-cg0066,sigA,cg0066,+,Strong
sigA-cg0067,sigA,cg0067,+,Strong
sigA-cg0064,sigA,cg0064,+,Strong
sigA-cg4013,sigA,cg4013,+,Strong
sigA-cg4012,sigA,cg4012,+,Strong
sigA-cg4017,sigA,cg4017,+,Strong
sigA-cmt1,sigA,cmt1,+,Strong
sigA-cg4015,sigA,cg4015,+,Strong
sigA-cg4014,sigA,cg4014,+,Strong
sigA-cg0664,sigA,cg0664,+,Strong
sigA-aceA,sigA,aceA,+,Strong
sigA-cg0660,sigA,cg0660,+,Strong
sigA-aceF,sigA,aceF,+,Strong
sigA-aceE,sigA,aceE,+,Strong
sigA-cg0663,sigA,cg0663,+,Strong
sigA-cg0468,sigA,cg0468,+,Strong
sigA-cg0466,sigA,cg0466,+,Strong
sigA-opcA,sigA,opcA,+,Strong
sigA-cg0464,sigA,cg0464,+,Strong
sigA-cg0461,sigA,cg0461,+,Strong
sigA-cg0686,sigA,cg0686,+,Strong
sigA-lysI,sigA,lysI,+,Strong
sigA-cg0684,sigA,cg0684,+,Strong
sigA-cg0685,sigA,cg0685,+,Strong
sigA-cg0682,sigA,cg0682,+,Strong
sigA-cg0683,sigA,cg0683,+,Strong
sigA-cg0680,sigA,cg0680,+,Strong
sigA-lysA,sigA,lysA,+,Strong
sigA-ispE,sigA,ispE,+,Strong
sigA-lysE,sigA,lysE,+,Strong
sigA-cg0689,sigA,cg0689,+,Strong
sigA-cg2517,sigA,cg2517,+,Strong
sigA-ligA,sigA,ligA,+,Strong
sigA-cg3261,sigA,cg3261,+,Strong
sigA-cg3263,sigA,cg3263,+,Strong
sigA-cg3264,sigA,cg3264,+,Strong
sigA-cg0208,sigA,cg0208,+,Strong
sigA-cg0209,sigA,cg0209,+,Strong
sigA-glpK,sigA,glpK,+,Strong
sigA-cg0202,sigA,cg0202,+,Strong
sigA-cg0203,sigA,cg0203,+,Strong
sigA-cg0201,sigA,cg0201,+,Strong
sigA-cg0205,sigA,cg0205,+,Strong
sigA-ispG,sigA,ispG,+,Strong
