id,source,target,Effect,Evidence
glxR-cg0567,glxR,cg0567,-,Strong
glxR-cg1307,glxR,cg1307,-,Strong
glxR-cg0205,glxR,cg0205,-,Strong
glxR-iolG,glxR,iolG,-,Strong
glxR-cg3349,glxR,cg3349,-,Strong
glxR-acn,glxR,acn,-,Strong
glxR-cg0197,glxR,cg0197,-,Strong
glxR-sucC,glxR,sucC,-,Strong
glxR-prpC2,glxR,prpC2,-,Strong
glxR-gltA,glxR,gltA,-,Strong
glxR-narI,glxR,narI,+,Strong
glxR-cg0201,glxR,cg0201,-,Strong
glxR-cg0202,glxR,cg0202,-,Strong
glxR-glcB,glxR,glcB,-,Strong
glxR-genK,glxR,genK,-,Strong
fruR-ptsI,fruR,ptsI,-,Strong
fruR-fruR,fruR,fruR,-,Strong
fruR-cg2120,fruR,cg2120,-,Strong
fruR-pfkB,fruR,pfkB,-,Strong
fruR-ptsH,fruR,ptsH,-,Strong
zur-cg1447,zur,cg1447,-,Strong
zur-cg0794,zur,cg0794,-,Strong
zur-cg0795,zur,cg0795,-,Strong
zur-cg2911,zur,cg2911,-,Strong
zur-cg2912,zur,cg2912,-,Strong
zur-cg2913,zur,cg2913,-,Strong
zur-cg0042,zur,cg0042,-,Strong
zur-cg0041,zur,cg0041,-,Strong
zur-ohr,zur,ohr,-,Strong
zur-cg0043,zur,cg0043,-,Strong
mtrA-rsmA,mtrA,rsmA,-,Strong
mtrA-rpf2,mtrA,rpf2,-,Strong
mtrA-cg2096,mtrA,cg2096,+,Strong
mtrA-cg0134,mtrA,cg0134,+,Strong
mtrA-cg0133,mtrA,cg0133,+,Strong
mtrA-cg0980,mtrA,cg0980,+,Strong
mtrA-ppmA,mtrA,ppmA,-,Strong
mtrA-cg3139,mtrA,cg3139,-,Strong
mtrA-nrdI,mtrA,nrdI,+,Strong
mtrA-cg2777,mtrA,cg2777,+,Strong
mtrA-cg1041,mtrA,cg1041,-,Strong
mtrA-cg1040,mtrA,cg1040,-,Strong
mtrA-cg1612,mtrA,cg1612,+,Strong
mtrA-cg3395,mtrA,cg3395,+,Strong
mtrA-nlpC,mtrA,nlpC,-,Strong
mtrA-cg1942,mtrA,cg1942,+,Strong
mtrA-cg1943,mtrA,cg1943,+,Strong
mtrA-betP,mtrA,betP,+,Strong
mtrA-cg1665,mtrA,cg1665,+,Strong
mtrA-cg0896,mtrA,cg0896,+,Strong
mtrA-cg2052,mtrA,cg2052,+,Strong
mtrA-cg1517,mtrA,cg1517,+,Strong
mtrA-cg2747,mtrA,cg2747,-,Strong
mtrA-cg2789,mtrA,cg2789,+,Strong
mtrA-cg3254,mtrA,cg3254,+,Strong
mtrA-cg0282,mtrA,cg0282,+,Strong
mtrA-ispE,mtrA,ispE,-,Strong
mtrA-cg0859,mtrA,cg0859,+,Strong
mtrA-cg0858,mtrA,cg0858,-,Strong
mtrA-cg0715,mtrA,cg0715,+,Strong
mtrA-cg2786,mtrA,cg2786,+,Strong
qsuR-aroQ,qsuR,aroQ,+,Strong
qsuR-cg0502,qsuR,cg0502,+,Strong
qsuR-cg0501,qsuR,cg0501,+,Strong
qsuR-qsuD,qsuR,qsuD,+,Strong
cg1032-cg1032,cg1032,cg1032,-,Strong
cg1032-cg1033,cg1032,cg1033,-,Strong
lrp-lrp,lrp,lrp,+,Strong
lrp-brnF,lrp,brnF,+,Strong
lrp-brnE,lrp,brnE,+,Strong
sigA-pafA,sigA,pafA,+,Strong
sigA-cg2149,sigA,cg2149,+,Strong
sigA-cg2148,sigA,cg2148,+,Strong
sigA-cg2147,sigA,cg2147,+,Strong
sigA-cg2146,sigA,cg2146,+,Strong
sigA-cg2145,sigA,cg2145,+,Strong
sigA-crtR,sigA,crtR,+,Strong
sigA-dnaJ2,sigA,dnaJ2,+,Strong
sigA-pknB,sigA,pknB,+,Strong
sigA-cg2036,sigA,cg2036,+,Strong
sigA-cg2034,sigA,cg2034,+,Strong
sigA-cmk,sigA,cmk,+,Strong
sigA-cg2030,sigA,cg2030,+,Strong
sigA-cg2529,sigA,cg2529,+,Strong
sigA-cg1906,sigA,cg1906,+,Strong
sigA-cg3032,sigA,cg3032,+,Strong
sigA-cg3033,sigA,cg3033,+,Strong
sigA-cg3035,sigA,cg3035,+,Strong
sigA-cg3036,sigA,cg3036,+,Strong
sigA-cg3037,sigA,cg3037,+,Strong
sigA-cg2521,sigA,cg2521,+,Strong
sigA-cg3039,sigA,cg3039,+,Strong
sigA-cg2523,sigA,cg2523,+,Strong
sigA-cg1904,sigA,cg1904,+,Strong
sigA-cg2527,sigA,cg2527,+,Strong
sigA-cg2526,sigA,cg2526,+,Strong
sigA-cg1905,sigA,cg1905,+,Strong
sigA-cg1270,sigA,cg1270,+,Strong
sigA-cg1951,sigA,cg1951,+,Strong
sigA-cg1421,sigA,cg1421,+,Strong
sigA-cg1423,sigA,cg1423,+,Strong
sigA-cg1426,sigA,cg1426,+,Strong
sigA-cg1429,sigA,cg1429,+,Strong
sigA-kup,sigA,kup,+,Strong
sigA-cg2457,sigA,cg2457,+,Strong
sigA-cg2451,sigA,cg2451,+,Strong
sigA-cg2453,sigA,cg2453,+,Strong
sigA-cg2452,sigA,cg2452,+,Strong
sigA-cg2459,sigA,cg2459,+,Strong
sigA-cg2458,sigA,cg2458,+,Strong
sigA-cg2859,sigA,cg2859,+,Strong
sigA-cg2851,sigA,cg2851,+,Strong
sigA-cg2850,sigA,cg2850,+,Strong
sigA-cg2853,sigA,cg2853,+,Strong
sigA-cg2852,sigA,cg2852,+,Strong
sigA-cg2856,sigA,cg2856,+,Strong
sigA-gltX,sigA,gltX,+,Strong
sigA-cg1398,sigA,cg1398,+,Strong
sigA-cg1393,sigA,cg1393,+,Strong
sigA-cg1392,sigA,cg1392,+,Strong
sigA-cg1396,sigA,cg1396,+,Strong
sigA-cg1394,sigA,cg1394,+,Strong
sigA-gpsA,sigA,gpsA,+,Strong
sigA-cg1559,sigA,cg1559,+,Strong
sigA-cg1888,sigA,cg1888,+,Strong
sigA-gltA,sigA,gltA,+,Strong
sigA-cg1556,sigA,cg1556,+,Strong
sigA-cg1551,sigA,cg1551,+,Strong
sigA-cg1550,sigA,cg1550,+,Strong
sigA-cg1553,sigA,cg1553,+,Strong
sigA-sugR,sigA,sugR,+,Strong
sigA-cg1375,sigA,cg1375,+,Strong
sigA-cg1374,sigA,cg1374,+,Strong
sigA-cg1373,sigA,cg1373,+,Strong
sigA-cg1372,sigA,cg1372,+,Strong
sigA-clgR,sigA,clgR,+,Strong
sigA-cg1087,sigA,cg1087,+,Strong
sigA-cg1086,sigA,cg1086,+,Strong
sigA-cg1085,sigA,cg1085,+,Strong
sigA-cg1082,sigA,cg1082,+,Strong
sigA-cg1081,sigA,cg1081,+,Strong
sigA-cg1080,sigA,cg1080,+,Strong
sigA-cg1089,sigA,cg1089,+,Strong
sigA-cg1088,sigA,cg1088,+,Strong
sigA-cg1778,sigA,cg1778,+,Strong
sigA-cg1771,sigA,cg1771,+,Strong
sigA-cg0840,sigA,cg0840,+,Strong
sigA-cg1774,sigA,cg1774,+,Strong
sigA-cg3318,sigA,cg3318,+,Strong
sigA-lpqB,sigA,lpqB,+,Strong
sigA-disA,sigA,disA,+,Strong
sigA-uppP,sigA,uppP,+,Strong
sigA-cg1173,sigA,cg1173,+,Strong
sigA-cg1172,sigA,cg1172,+,Strong
sigA-cg1171,sigA,cg1171,+,Strong
sigA-era,sigA,era,+,Strong
sigA-cg1174,sigA,cg1174,+,Strong
sigA-cg1179,sigA,cg1179,+,Strong
sigA-cgtR6,sigA,cgtR6,+,Strong
sigA-mnmA,sigA,mnmA,+,Strong
sigA-gatA,sigA,gatA,+,Strong
sigA-gatB,sigA,gatB,+,Strong
sigA-gatC,sigA,gatC,+,Strong
sigA-cg0178,sigA,cg0178,+,Strong
sigA-cg0171,sigA,cg0171,+,Strong
sigA-cg0173,sigA,cg0173,+,Strong
sigA-cg0175,sigA,cg0175,+,Strong
sigA-cg0176,sigA,cg0176,+,Strong
sigA-cg0177,sigA,cg0177,+,Strong
sigA-cg1753,sigA,cg1753,+,Strong
sigA-cg0282,sigA,cg0282,+,Strong
sigA-cg0283,sigA,cg0283,+,Strong
sigA-cg0280,sigA,cg0280,+,Strong
sigA-cg0281,sigA,cg0281,+,Strong
sigA-cg0286,sigA,cg0286,+,Strong
sigA-cg0284,sigA,cg0284,+,Strong
sigA-cg0285,sigA,cg0285,+,Strong
sigA-cg0772,sigA,cg0772,+,Strong
sigA-cg0773,sigA,cg0773,+,Strong
sigA-cg0770,sigA,cg0770,+,Strong
sigA-argC,sigA,argC,+,Strong
sigA-cg0774,sigA,cg0774,+,Strong
sigA-cg0775,sigA,cg0775,+,Strong
sigA-cg0778,sigA,cg0778,+,Strong
sigA-clpP2,sigA,clpP2,+,Strong
sigA-clpP1,sigA,clpP1,+,Strong
sigA-cg0918,sigA,cg0918,+,Strong
sigA-cg1158,sigA,cg1158,+,Strong
sigA-cg0911,sigA,cg0911,+,Strong
sigA-cg0914,sigA,cg0914,+,Strong
sigA-cg0915,sigA,cg0915,+,Strong
sigA-cg2739,sigA,cg2739,+,Strong
sigA-cg2734,sigA,cg2734,+,Strong
sigA-cg2735,sigA,cg2735,+,Strong
sigA-cg2736,sigA,cg2736,+,Strong
sigA-cg2737,sigA,cg2737,+,Strong
sigA-cg3157,sigA,cg3157,+,Strong
sigA-cg3153,sigA,cg3153,+,Strong
sigA-cg3159,sigA,cg3159,+,Strong
sigA-cg0591,sigA,cg0591,+,Strong
sigA-cg0352,sigA,cg0352,+,Strong
sigA-cg0353,sigA,cg0353,+,Strong
sigA-cg0354,sigA,cg0354,+,Strong
sigA-cg0355,sigA,cg0355,+,Strong
sigA-cg0356,sigA,cg0356,+,Strong
sigA-cg0359,sigA,cg0359,+,Strong
sigA-cg0826,sigA,cg0826,+,Strong
sigA-cg0822,sigA,cg0822,+,Strong
sigA-cg0823,sigA,cg0823,+,Strong
sigA-cg0820,sigA,cg0820,+,Strong
sigA-cg0821,sigA,cg0821,+,Strong
sigA-cg0828,sigA,cg0828,+,Strong
sigA-cg0829,sigA,cg0829,+,Strong
sigA-cg2608,sigA,cg2608,+,Strong
sigA-cg2604,sigA,cg2604,+,Strong
sigA-cg2605,sigA,cg2605,+,Strong
sigA-cg2606,sigA,cg2606,+,Strong
sigA-ftsH,sigA,ftsH,+,Strong
sigA-ftsR,sigA,ftsR,+,Strong
sigA-ftsQ,sigA,ftsQ,+,Strong
sigA-ftsZ,sigA,ftsZ,+,Strong
sigA-cg2190,sigA,cg2190,+,Strong
sigA-cg2191,sigA,cg2191,+,Strong
sigA-mdh,sigA,mdh,+,Strong
sigA-cg2193,sigA,cg2193,+,Strong
sigA-cg2195,sigA,cg2195,+,Strong
sigA-cg2196,sigA,cg2196,+,Strong
sigA-cg2197,sigA,cg2197,+,Strong
sigA-cg2198,sigA,cg2198,+,Strong
sigA-cg2199,sigA,cg2199,+,Strong
sigA-cg2043,sigA,cg2043,+,Strong
sigA-cg2040,sigA,cg2040,+,Strong
sigA-cg2041,sigA,cg2041,+,Strong
sigA-cg2046,sigA,cg2046,+,Strong
sigA-cg2047,sigA,cg2047,+,Strong
sigA-cg2044,sigA,cg2044,+,Strong
sigA-cg2518,sigA,cg2518,+,Strong
sigA-cg2519,sigA,cg2519,+,Strong
sigA-cg2285,sigA,cg2285,+,Strong
sigA-hemY,sigA,hemY,+,Strong
sigA-cg3029,sigA,cg3029,+,Strong
sigA-cg2283,sigA,cg2283,+,Strong
sigA-cg3027,sigA,cg3027,+,Strong
sigA-cg3026,sigA,cg3026,+,Strong
sigA-cg3025,sigA,cg3025,+,Strong
sigA-cg3024,sigA,cg3024,+,Strong
sigA-cg3022,sigA,cg3022,+,Strong
sigA-cg3021,sigA,cg3021,+,Strong
sigA-cg3020,sigA,cg3020,+,Strong
sigA-gntR2,sigA,gntR2,+,Strong
sigA-cg2999,sigA,cg2999,+,Strong
sigA-gntR1,sigA,gntR1,+,Strong
sigA-prfA,sigA,prfA,+,Strong
sigA-prfB,sigA,prfB,+,Strong
sigA-cg2994,sigA,cg2994,+,Strong
sigA-sodA,sigA,sodA,+,Strong
sigA-cg0310,sigA,cg0310,+,Strong
sigA-cg1966,sigA,cg1966,+,Strong
sigA-cg1418,sigA,cg1418,+,Strong
sigA-cg1419,sigA,cg1419,+,Strong
sigA-cg1413,sigA,cg1413,+,Strong
sigA-cg2460,sigA,cg2460,+,Strong
sigA-cg2462,sigA,cg2462,+,Strong
sigA-cg2463,sigA,cg2463,+,Strong
sigA-cg2464,sigA,cg2464,+,Strong
sigA-upp,sigA,upp,+,Strong
sigA-glyR,sigA,glyR,+,Strong
sigA-cg2865,sigA,cg2865,+,Strong
sigA-cg2860,sigA,cg2860,+,Strong
sigA-cg2861,sigA,cg2861,+,Strong
sigA-cg2868,sigA,cg2868,+,Strong
sigA-glyA,sigA,glyA,+,Strong
sigA-cg1568,sigA,cg1568,+,Strong
sigA-cg1569,sigA,cg1569,+,Strong
sigA-cg1560,sigA,cg1560,+,Strong
sigA-cg1562,sigA,cg1562,+,Strong
sigA-cg1342,sigA,cg1342,+,Strong
sigA-cg1344,sigA,cg1344,+,Strong
sigA-cg1345,sigA,cg1345,+,Strong
sigA-cg1346,sigA,cg1346,+,Strong
sigA-cg1349,sigA,cg1349,+,Strong
sigA-msrA,sigA,msrA,+,Strong
sigA-cg1744,sigA,cg1744,+,Strong
sigA-cg1746,sigA,cg1746,+,Strong
sigA-cg1740,sigA,cg1740,+,Strong
sigA-cg1741,sigA,cg1741,+,Strong
sigA-cg1742,sigA,cg1742,+,Strong
sigA-cg1743,sigA,cg1743,+,Strong
sigA-cg0091,sigA,cg0091,+,Strong
sigA-rhcR,sigA,rhcR,+,Strong
sigA-cg1727,sigA,cg1727,+,Strong
sigA-adhA,sigA,adhA,+,Strong
sigA-cg1189,sigA,cg1189,+,Strong
sigA-cg1182,sigA,cg1182,+,Strong
sigA-murB2,sigA,murB2,+,Strong
sigA-cg1180,sigA,cg1180,+,Strong
sigA-cg1181,sigA,cg1181,+,Strong
sigA-cg1776,sigA,cg1776,+,Strong
sigA-cg0167,sigA,cg0167,+,Strong
sigA-cg0166,sigA,cg0166,+,Strong
sigA-cg0165,sigA,cg0165,+,Strong
sigA-cg0163,sigA,cg0163,+,Strong
sigA-cg0162,sigA,cg0162,+,Strong
sigA-cg0161,sigA,cg0161,+,Strong
sigA-cg0160,sigA,cg0160,+,Strong
sigA-cg0168,sigA,cg0168,+,Strong
sigA-ipsA,sigA,ipsA,+,Strong
sigA-lpd,sigA,lpd,+,Strong
sigA-rpf1,sigA,rpf1,+,Strong
sigA-rpf2,sigA,rpf2,+,Strong
sigA-cg0293,sigA,cg0293,+,Strong
sigA-cg0295,sigA,cg0295,+,Strong
sigA-cg0294,sigA,cg0294,+,Strong
sigA-cg0297,sigA,cg0297,+,Strong
sigA-cg0296,sigA,cg0296,+,Strong
sigA-menG,sigA,menG,+,Strong
sigA-acnR,sigA,acnR,+,Strong
sigA-cg0765,sigA,cg0765,+,Strong
sigA-cg0764,sigA,cg0764,+,Strong
sigA-cg0767,sigA,cg0767,+,Strong
sigA-cg0769,sigA,cg0769,+,Strong
sigA-cg0768,sigA,cg0768,+,Strong
sigA-cg1945,sigA,cg1945,+,Strong
sigA-cg0909,sigA,cg0909,+,Strong
sigA-cg0908,sigA,cg0908,+,Strong
sigA-cg0901,sigA,cg0901,+,Strong
sigA-cg0905,sigA,cg0905,+,Strong
sigA-cg0907,sigA,cg0907,+,Strong
sigA-cg0906,sigA,cg0906,+,Strong
sigA-cg2722,sigA,cg2722,+,Strong
sigA-cg0892,sigA,cg0892,+,Strong
sigA-cg3120,sigA,cg3120,+,Strong
sigA-cg3121,sigA,cg3121,+,Strong
sigA-cg3126,sigA,cg3126,+,Strong
sigA-cg0588,sigA,cg0588,+,Strong
sigA-cg3124,sigA,cg3124,+,Strong
sigA-cg3125,sigA,cg3125,+,Strong
sigA-cg3129,sigA,cg3129,+,Strong
sigA-cg0580,sigA,cg0580,+,Strong
sigA-cg0618,sigA,cg0618,+,Strong
sigA-cg0349,sigA,cg0349,+,Strong
sigA-cg0612,sigA,cg0612,+,Strong
sigA-cg0835,sigA,cg0835,+,Strong
sigA-cg0834,sigA,cg0834,+,Strong
sigA-cg0830,sigA,cg0830,+,Strong
sigA-cg0833,sigA,cg0833,+,Strong
sigA-htaC,sigA,htaC,+,Strong
sigA-htaB,sigA,htaB,+,Strong
sigA-cg0839,sigA,cg0839,+,Strong
sigA-cg2617,sigA,cg2617,+,Strong
sigA-cg2616,sigA,cg2616,+,Strong
sigA-cg2614,sigA,cg2614,+,Strong
sigA-cg2612,sigA,cg2612,+,Strong
sigA-cg2611,sigA,cg2611,+,Strong
sigA-cg2618,sigA,cg2618,+,Strong
sigA-tyrS,sigA,tyrS,+,Strong
sigA-cg0263,sigA,cg0263,+,Strong
sigA-cg3239,sigA,cg3239,+,Strong
sigA-cg3233,sigA,cg3233,+,Strong
sigA-cg3230,sigA,cg3230,+,Strong
sigA-cg2189,sigA,cg2189,+,Strong
sigA-cg2188,sigA,cg2188,+,Strong
sigA-cg2186,sigA,cg2186,+,Strong
sigA-cg2180,sigA,cg2180,+,Strong
sigA-cg3164,sigA,cg3164,+,Strong
sigA-cg2051,sigA,cg2051,+,Strong
sigA-cg2053,sigA,cg2053,+,Strong
sigA-cg2052,sigA,cg2052,+,Strong
sigA-rimP,sigA,rimP,+,Strong
sigA-cg2504,sigA,cg2504,+,Strong
sigA-cg2293,sigA,cg2293,+,Strong
sigA-cg3058,sigA,cg3058,+,Strong
sigA-cg3059,sigA,cg3059,+,Strong
sigA-cg2294,sigA,cg2294,+,Strong
sigA-cg3052,sigA,cg3052,+,Strong
sigA-rimM,sigA,rimM,+,Strong
sigA-cg3050,sigA,cg3050,+,Strong
sigA-cg2298,sigA,cg2298,+,Strong
sigA-cg3057,sigA,cg3057,+,Strong
sigA-cg0893,sigA,cg0893,+,Strong
sigA-cg1408,sigA,cg1408,+,Strong
sigA-cg1402,sigA,cg1402,+,Strong
sigA-cg1400,sigA,cg1400,+,Strong
sigA-cg1405,sigA,cg1405,+,Strong
sigA-frr,sigA,frr,+,Strong
sigA-cg2478,sigA,cg2478,+,Strong
sigA-cg2477,sigA,cg2477,+,Strong
sigA-cg2475,sigA,cg2475,+,Strong
sigA-cg2474,sigA,cg2474,+,Strong
sigA-cg2473,sigA,cg2473,+,Strong
sigA-cg2472,sigA,cg2472,+,Strong
sigA-cg2471,sigA,cg2471,+,Strong
sigA-cg2470,sigA,cg2470,+,Strong
sigA-cg2873,sigA,cg2873,+,Strong
sigA-cg2877,sigA,cg2877,+,Strong
sigA-cg2876,sigA,cg2876,+,Strong
sigA-cg2875,sigA,cg2875,+,Strong
sigA-cg1577,sigA,cg1577,+,Strong
sigA-cg1573,sigA,cg1573,+,Strong
sigA-cg1571,sigA,cg1571,+,Strong
sigA-cg1570,sigA,cg1570,+,Strong
sigA-cg1579,sigA,cg1579,+,Strong
sigA-cg1578,sigA,cg1578,+,Strong
sigA-cg2987,sigA,cg2987,+,Strong
sigA-cg2985,sigA,cg2985,+,Strong
sigA-spiA,sigA,spiA,+,Strong
sigA-cg2982,sigA,cg2982,+,Strong
sigA-cg2981,sigA,cg2981,+,Strong
sigA-spiE,sigA,spiE,+,Strong
sigA-lepA,sigA,lepA,+,Strong
sigA-cg1359,sigA,cg1359,+,Strong
sigA-cg1358,sigA,cg1358,+,Strong
sigA-cg1354,sigA,cg1354,+,Strong
sigA-cg1353,sigA,cg1353,+,Strong
sigA-glnK,sigA,glnK,+,Strong
sigA-gpmA,sigA,gpmA,+,Strong
sigA-cg1757,sigA,cg1757,+,Strong
sigA-glnA,sigA,glnA,+,Strong
sigA-cg1997,sigA,cg1997,+,Strong
sigA-cg1996,sigA,cg1996,+,Strong
sigA-cg1992,sigA,cg1992,+,Strong
sigA-cg1998,sigA,cg1998,+,Strong
sigA-cgtS10,sigA,cgtS10,+,Strong
sigA-dadA,sigA,dadA,+,Strong
sigA-glxR,sigA,glxR,+,Strong
sigA-gltB,sigA,gltB,+,Strong
sigA-cg2169,sigA,cg2169,+,Strong
sigA-fusA,sigA,fusA,+,Strong
sigA-cg1195,sigA,cg1195,+,Strong
sigA-cg1191,sigA,cg1191,+,Strong
sigA-cg1190,sigA,cg1190,+,Strong
sigA-cg1192,sigA,cg1192,+,Strong
sigA-rsmA,sigA,rsmA,+,Strong
sigA-rsmG,sigA,rsmG,+,Strong
sigA-rsmH,sigA,rsmH,+,Strong
sigA-adk,sigA,adk,+,Strong
sigA-rnj,sigA,rnj,+,Strong
sigA-cg2244,sigA,cg2244,+,Strong
