regulator_id,regulator_name,target_id,target_name,effect,evidence
b3255,AccB,b3255,accB,repression,0
b3255,AccB,b3256,accC,repression,0
,AccDA,b0185,accA,,
,AccDA,b2316,accD,,
b0118,AcnB,b0118,acnB,,
b0464,AcrR,b0462,acrB,repression,1
b0464,AcrR,b0463,acrA,repression,1
b0464,AcrR,b0464,acrR,repression,1
b0464,AcrR,b1530,marR,repression,1
b0464,AcrR,b1531,marA,repression,1
b0464,AcrR,b1532,marB,repression,1
b0464,AcrR,b1891,flhC,repression,0
b0464,AcrR,b1892,flhD,repression,0
b0464,AcrR,b4062,soxS,repression,1
b0464,AcrR,b4063,soxR,repression,1
b2213,Ada,b2068,alkA,activation,1
b2213,Ada,b2212,alkB,unknown,1
b2213,Ada,b2213,ada,unknown,1
b2213,Ada,b4187,aidB,activation,1
,Adenosylcobalamin,b3966,btuB,,
,Adenosylcobalamin,b3967,murI,,
b4116,AdiY,b1492,gadC,activation,1
b4116,AdiY,b1493,gadB,activation,1
b4116,AdiY,b3212,gltB,activation,1
b4116,AdiY,b3213,gltD,activation,1
b4116,AdiY,b3214,gltF,activation,1
b4116,AdiY,b3516,gadX,activation,1
b4116,AdiY,b3517,gadA,activation,1
b4116,AdiY,b4117,adiA,activation,1
b3131,AgaR,b3131,agaR,repression,1
b3131,AgaR,b3132,kbaZ,repression,1
b3131,AgaR,b3133,agaV,repression,1
b3131,AgaR,b3134,agaW,repression,1
b3131,AgaR,b3135,agaA,repression,1
b3131,AgaR,b3136,agaS,repression,1
b3131,AgaR,b3137,kbaY,repression,1
b3131,AgaR,b3138,agaB,repression,1
b3131,AgaR,b3139,agaC,repression,1
b3131,AgaR,b3140,agaD,repression,1
b3131,AgaR,b3141,agaI,repression,1
b4187,AidB,b4187,aidB,repression,1
b2697,AlaS,b2697,alaS,repression,1
b0506,AllR,b0504,allS,repression,1
b0506,AllR,b0505,allA,repression,1
b0506,AllR,b0507,gcl,repression,1
b0506,AllR,b0508,hyi,repression,1
b0506,AllR,b0509,glxR,repression,1
b0506,AllR,b0511,ybbW,repression,1
b0506,AllR,b0512,allB,repression,1
b0506,AllR,b0513,ybbY,repression,1
b0506,AllR,b0514,glxK,repression,1
b0504,AllS,b0515,allE,activation,0
b0504,AllS,b0516,allC,activation,0
b0504,AllS,b0517,allD,activation,0
,AlpA,b2622,intA,,
b4089,AlsR,b4085,alsE,repression,1
b4089,AlsR,b4086,alsC,repression,1
b4089,AlsR,b4087,alsA,repression,1
b4089,AlsR,b4088,alsB,repression,1
b4089,AlsR,b4089,alsR,repression,1
b4089,AlsR,b4090,rpiB,repression,1
b0564,AppY,b0972,hyaA,activation,0
b0564,AppY,b0973,hyaB,activation,0
b0564,AppY,b0974,hyaC,activation,0
b0564,AppY,b0975,hyaD,activation,0
b0564,AppY,b0976,hyaE,activation,0
b0564,AppY,b0977,hyaF,activation,0
b0564,AppY,b0978,appC,activation,0
b0564,AppY,b0979,appB,activation,0
b0564,AppY,b0980,appA,activation,0
b0064,AraC,b0061,araD,unknown,1
b0064,AraC,b0062,araA,unknown,1
b0064,AraC,b0063,araB,unknown,1
b0064,AraC,b0064,araC,unknown,1
b0064,AraC,b0396,araJ,activation,1
b0064,AraC,b1497,ydeM,repression,0
b0064,AraC,b1498,ydeN,repression,0
b0064,AraC,b1900,araG,activation,1
b0064,AraC,b1901,araF,activation,1
b0064,AraC,b2840,ygeA,activation,1
b0064,AraC,b2841,araE,activation,1
b0064,AraC,b3564,xylB,repression,0
b0064,AraC,b3565,xylA,repression,0
b0064,AraC,b4227,ytfQ,,
b0064,AraC,b4230,ytfT,,
b0064,AraC,b4231,yjfF,,
b0064,AraC,b4460,araH,activation,1
b0064,AraC,b4485,ytfR,,
b4401,ArcA,b0002,thrA,,
b4401,ArcA,b0032,carA,,
b4401,ArcA,b0035,caiE,activation,0
b4401,ArcA,b0036,caiD,activation,0
b4401,ArcA,b0037,caiC,activation,0
b4401,ArcA,b0038,caiB,activation,0
b4401,ArcA,b0039,caiA,activation,0
b4401,ArcA,b0040,caiT,activation,0
b4401,ArcA,b0114,aceE,repression,0
b4401,ArcA,b0115,aceF,repression,0
b4401,ArcA,b0116,lpd,repression,1
b4401,ArcA,b0118,acnB,repression,0
b4401,ArcA,b0221,fadE,repression,1
b4401,ArcA,b0311,betA,repression,0
b4401,ArcA,b0312,betB,repression,0
b4401,ArcA,b0313,betI,repression,0
b4401,ArcA,b0314,betT,repression,0
b4401,ArcA,b0428,cyoE,repression,0
b4401,ArcA,b0429,cyoD,repression,0
b4401,ArcA,b0430,cyoC,repression,0
b4401,ArcA,b0431,cyoB,repression,0
b4401,ArcA,b0432,cyoA,repression,0
b4401,ArcA,b0564,appY,activation,0
b4401,ArcA,b0602,ybdN,activation,0
b4401,ArcA,b0613,citG,repression,0
b4401,ArcA,b0614,citX,repression,0
b4401,ArcA,b0615,citF,repression,0
b4401,ArcA,b0616,citE,repression,0
b4401,ArcA,b0618,citC,repression,0
b4401,ArcA,b0619,dpiB,activation,0
b4401,ArcA,b0620,dpiA,activation,0
b4401,ArcA,b0621,dcuC,activation,0
b4401,ArcA,b0698,kdpA,,
b4401,ArcA,b0699,ybfA,,
b4401,ArcA,b0720,gltA,repression,0
b4401,ArcA,b0721,sdhC,unknown,1
b4401,ArcA,b0722,sdhD,unknown,1
b4401,ArcA,b0723,sdhA,unknown,1
b4401,ArcA,b0724,sdhB,unknown,1
b4401,ArcA,b0726,sucA,unknown,1
b4401,ArcA,b0727,sucB,unknown,1
b4401,ArcA,b0728,sucC,unknown,1
b4401,ArcA,b0729,sucD,unknown,1
b4401,ArcA,b0733,cydA,activation,1
b4401,ArcA,b0734,cydB,activation,1
b4401,ArcA,b0821,ybiU,,
b4401,ArcA,b0826,moeB,activation,1
b4401,ArcA,b0827,moeA,activation,1
b4401,ArcA,b0854,potF,,
b4401,ArcA,b0886,cydC,activation,0
b4401,ArcA,b0887,cydD,activation,0
b4401,ArcA,b0903,pflB,activation,1
b4401,ArcA,b0904,focA,activation,1
b4401,ArcA,b0931,pncB,,
b4401,ArcA,b0932,pepN,,
b4401,ArcA,b0953,rmf,repression,1
b4401,ArcA,b0972,hyaA,activation,1
b4401,ArcA,b0973,hyaB,activation,1
b4401,ArcA,b0974,hyaC,activation,1
b4401,ArcA,b0975,hyaD,activation,1
b4401,ArcA,b0976,hyaE,activation,1
b4401,ArcA,b0977,hyaF,activation,1
b4401,ArcA,b0978,appC,activation,0
b4401,ArcA,b0979,appB,activation,0
b4401,ArcA,b0980,appA,activation,0
b4401,ArcA,b1006,rutG,activation,0
b4401,ArcA,b1007,rutF,activation,0
b4401,ArcA,b1008,rutE,activation,0
b4401,ArcA,b1009,rutD,activation,0
b4401,ArcA,b1010,rutC,activation,0
b4401,ArcA,b1011,rutB,activation,0
b4401,ArcA,b1012,rutA,activation,0
b4401,ArcA,b1014,putA,,
b4401,ArcA,b1015,putP,,
b4401,ArcA,b1020,phoH,,
b4401,ArcA,b1094,acpP,,
b4401,ArcA,b1101,ptsG,repression,1
b4401,ArcA,b1109,ndh,repression,0
b4401,ArcA,b1136,icd,repression,1
b4401,ArcA,b1160,iraM,activation,0
b4401,ArcA,b1185,dsbB,,
b4401,ArcA,b1210,hemA,activation,0
b4401,ArcA,b1211,prfA,activation,0
b4401,ArcA,b1212,prmC,activation,0
b4401,ArcA,b1243,oppA,repression,0
b4401,ArcA,b1244,oppB,repression,0
b4401,ArcA,b1245,oppC,repression,0
b4401,ArcA,b1246,oppD,repression,0
b4401,ArcA,b1247,oppF,repression,0
b4401,ArcA,b1256,ompW,repression,1
b4401,ArcA,b1276,acnA,repression,0
b4401,ArcA,b1296,puuP,repression,0
b4401,ArcA,b1297,puuA,repression,0
b4401,ArcA,b1298,puuD,repression,0
b4401,ArcA,b1299,puuR,repression,0
b4401,ArcA,b1300,puuC,repression,0
b4401,ArcA,b1301,puuB,repression,0
b4401,ArcA,b1302,puuE,repression,0
b4401,ArcA,b1324,tpx,repression,0
b4401,ArcA,b1332,ynaJ,,
b4401,ArcA,b1334,fnr,repression,0
b4401,ArcA,b1415,aldA,repression,1
b4401,ArcA,b1451,yncD,,
b4401,ArcA,b1452,yncE,,
b4401,ArcA,b1528,ydeA,repression,0
b4401,ArcA,b1603,pntA,,
b4401,ArcA,b1607,ydgC,,
b4401,ArcA,b1608,rstA,,
b4401,ArcA,b1611,fumC,repression,0
b4401,ArcA,b1612,fumA,repression,0
b4401,ArcA,b1613,manA,,
b4401,ArcA,b1749,xthA,,
b4401,ArcA,b1778,msrB,,
b4401,ArcA,b1805,fadD,repression,1
b4401,ArcA,b2091,gatD,repression,0
b4401,ArcA,b2092,gatC,repression,0
b4401,ArcA,b2093,gatB,repression,0
b4401,ArcA,b2094,gatA,repression,0
b4401,ArcA,b2095,gatZ,repression,0
b4401,ArcA,b2096,gatY,repression,0
b4401,ArcA,b2153,folE,,
b4401,ArcA,b2172,yeiQ,,
b4401,ArcA,b2181,yejG,,
b4401,ArcA,b2210,mqo,,
b4401,ArcA,b2241,glpA,repression,0
b4401,ArcA,b2242,glpB,repression,0
b4401,ArcA,b2243,glpC,repression,0
b4401,ArcA,b2276,nuoN,repression,1
b4401,ArcA,b2277,nuoM,repression,1
b4401,ArcA,b2278,nuoL,repression,1
b4401,ArcA,b2279,nuoK,repression,1
b4401,ArcA,b2280,nuoJ,repression,1
b4401,ArcA,b2281,nuoI,repression,1
b4401,ArcA,b2282,nuoH,repression,1
b4401,ArcA,b2283,nuoG,repression,1
b4401,ArcA,b2284,nuoF,repression,1
b4401,ArcA,b2285,nuoE,repression,1
b4401,ArcA,b2286,nuoC,repression,1
b4401,ArcA,b2287,nuoB,repression,1
b4401,ArcA,b2288,nuoA,repression,1
b4401,ArcA,b2296,ackA,activation,0
b4401,ArcA,b2310,argT,,
b4401,ArcA,b2341,fadJ,repression,1
b4401,ArcA,b2342,fadI,repression,1
b4401,ArcA,b2344,fadL,repression,1
b4401,ArcA,b2380,pyrS,,
b4401,ArcA,b2393,nupC,,
b4401,ArcA,b2518,ndk,,
b4401,ArcA,b2579,grcA,activation,0
b4401,ArcA,b2581,yfiF,,
b4401,ArcA,b2587,kgtP,,
b4401,ArcA,b2659,glaH,,
b4401,ArcA,b2741,rpoS,repression,1
b4401,ArcA,b2975,glcA,repression,1
b4401,ArcA,b2976,glcB,repression,1
b4401,ArcA,b2977,glcG,repression,1
b4401,ArcA,b2979,glcD,repression,1
b4401,ArcA,b2980,glcC,,
b4401,ArcA,b2990,hybG,repression,0
b4401,ArcA,b2991,hybF,repression,0
b4401,ArcA,b2992,hybE,repression,0
b4401,ArcA,b2993,hybD,repression,0
b4401,ArcA,b2994,hybC,repression,0
b4401,ArcA,b2995,hybB,repression,0
b4401,ArcA,b2996,hybA,repression,0
b4401,ArcA,b2997,hybO,repression,0
b4401,ArcA,b3081,fadH,repression,0
b4401,ArcA,b3089,sstT,,
b4401,ArcA,b3236,mdh,repression,0
b4401,ArcA,b3237,argR,,
b4401,ArcA,b3311,rpsQ,repression,0
b4401,ArcA,b3312,rpmC,repression,0
b4401,ArcA,b3313,rplP,repression,0
b4401,ArcA,b3314,rpsC,repression,0
b4401,ArcA,b3315,rplV,repression,0
b4401,ArcA,b3316,rpsS,repression,0
b4401,ArcA,b3317,rplB,repression,0
b4401,ArcA,b3318,rplW,repression,0
b4401,ArcA,b3319,rplD,repression,0
b4401,ArcA,b3320,rplC,repression,0
b4401,ArcA,b3321,rpsJ,repression,0
b4401,ArcA,b3397,nudE,,
b4401,ArcA,b3398,igaA,,
b4401,ArcA,b3402,yhgE,,
b4401,ArcA,b3408,feoA,,
b4401,ArcA,b3425,glpE,,
b4401,ArcA,b3426,glpD,repression,0
b4401,ArcA,b3512,gadE,activation,1
b4401,ArcA,b3516,gadX,activation,0
b4401,ArcA,b3517,gadA,activation,0
b4401,ArcA,b3523,yhjE,,
b4401,ArcA,b3528,dctA,repression,0
b4401,ArcA,b3544,dppA,,
b4401,ArcA,b3569,xylR,activation,0
b4401,ArcA,b3603,lldP,repression,1
b4401,ArcA,b3604,lldR,repression,1
b4401,ArcA,b3605,lldD,repression,1
b4401,ArcA,b3712,yieE,,
b4401,ArcA,b3783,rho,,
b4401,ArcA,b3820,yigI,,
b4401,ArcA,b3821,pldA,,
b4401,ArcA,b3845,fadA,repression,1
b4401,ArcA,b3846,fadB,repression,1
b4401,ArcA,b3907,rhaT,repression,0
b4401,ArcA,b3908,sodA,repression,0
b4401,ArcA,b3962,sthA,,
b4401,ArcA,b3994,thiC,,
b4401,ArcA,b3995,rsd,repression,1
b4401,ArcA,b4014,aceB,repression,0
b4401,ArcA,b4015,aceA,repression,0
b4401,ArcA,b4016,aceK,repression,0
b4401,ArcA,b4039,ubiC,repression,0
b4401,ArcA,b4040,ubiA,repression,0
b4401,ArcA,b4058,uvrA,repression,1
b4401,ArcA,b4059,ssb,repression,1
b4401,ArcA,b4122,fumB,activation,0
b4401,ArcA,b4123,dcuB,,
b4401,ArcA,b4131,cadA,repression,0
b4401,ArcA,b4132,cadB,repression,0
b4401,ArcA,b4138,dcuA,,
b4401,ArcA,b4208,cycA,,
b4401,ArcA,b4239,treC,activation,0
b4401,ArcA,b4240,treB,activation,0
b4401,ArcA,b4340,yjiR,,
b4401,ArcA,b4376,osmY,,
b4401,ArcA,b4401,arcA,,
b4401,ArcA,b4467,glcF,repression,1
b4401,ArcA,b4468,glcE,repression,1
b4401,ArcA,b4742,ymjE,repression,0
b2916,ArgP,b0031,dapB,activation,1
b2916,ArgP,b0166,dapD,activation,1
b2916,ArgP,b1761,gdhA,activation,1
b2916,ArgP,b2156,lysP,activation,1
b2916,ArgP,b2234,nrdA,activation,1
b2916,ArgP,b2235,nrdB,activation,1
b2916,ArgP,b2236,yfaE,activation,1
b2916,ArgP,b2838,lysA,activation,1
b2916,ArgP,b2916,argP,repression,0
b2916,ArgP,b2923,argO,activation,1
b2916,ArgP,b3433,asd,,
b2916,ArgP,b3700,recF,activation,1
b2916,ArgP,b3701,dnaN,activation,1
b2916,ArgP,b3702,dnaA,activation,1
b2916,ArgP,b4024,lysC,activation,1
b3237,ArgR,b0032,carA,repression,1
b3237,ArgR,b0033,carB,repression,1
b3237,ArgR,b0045,yaaU,,
b3237,ArgR,b0095,ftsZ,,
b3237,ArgR,b0112,aroP,,
b3237,ArgR,b0273,argF,repression,1
b3237,ArgR,b0300,ykgA,,
b3237,ArgR,b0812,dps,,
b3237,ArgR,b0839,dacC,,
b3237,ArgR,b0854,potF,,
b3237,ArgR,b0860,artJ,repression,1
b3237,ArgR,b0861,artM,repression,1
b3237,ArgR,b0862,artQ,repression,1
b3237,ArgR,b0863,artI,repression,1
b3237,ArgR,b0864,artP,repression,1
b3237,ArgR,b0874,lysO,repression,1
b3237,ArgR,b0889,lrp,,
b3237,ArgR,b0923,mukE,,
b3237,ArgR,b1301,puuB,,
b3237,ArgR,b1605,ydgI,,
b3237,ArgR,b1723,pfkB,,
b3237,ArgR,b1744,astE,activation,1
b3237,ArgR,b1745,astB,activation,1
b3237,ArgR,b1746,astD,activation,1
b3237,ArgR,b1747,astA,activation,1
b3237,ArgR,b1748,astC,activation,1
b3237,ArgR,b1967,hchA,,
b3237,ArgR,b2298,yfcC,,
b3237,ArgR,b2306,hisP,repression,1
b3237,ArgR,b2307,hisM,repression,1
b3237,ArgR,b2308,hisQ,repression,1
b3237,ArgR,b2309,hisJ,repression,1
b3237,ArgR,b2313,cvpA,,
b3237,ArgR,b2462,eutS,,
b3237,ArgR,b2471,yffB,,
b3237,ArgR,b2669,stpA,,
b3237,ArgR,b2818,argA,repression,1
b3237,ArgR,b3151,yraQ,,
b3237,ArgR,b3164,pnp,repression,1
b3237,ArgR,b3165,rpsO,repression,1
b3237,ArgR,b3166,truB,repression,1
b3237,ArgR,b3167,rbfA,repression,1
b3237,ArgR,b3168,infB,repression,1
b3237,ArgR,b3169,nusA,repression,1
b3237,ArgR,b3170,rimP,repression,1
b3237,ArgR,b3172,argG,repression,1
b3237,ArgR,b3211,yhcC,,
b3237,ArgR,b3212,gltB,repression,1
b3237,ArgR,b3213,gltD,repression,1
b3237,ArgR,b3214,gltF,repression,1
b3237,ArgR,b3237,argR,repression,1
b3237,ArgR,b3359,argD,repression,1
b3237,ArgR,b3390,aroK,,
b3237,ArgR,b3633,waaA,,
b3237,ArgR,b3957,argE,repression,1
b3237,ArgR,b3958,argC,repression,1
b3237,ArgR,b3959,argB,repression,1
b3237,ArgR,b3960,argH,repression,1
b3237,ArgR,b4077,gltP,,
b3237,ArgR,b4246,pyrL,,
b3237,ArgR,b4254,argI,repression,1
,ArrS,b1661,cfa,,
,ArrS,b3512,gadE,,
b3501,ArsR,b3501,arsR,repression,1
b3501,ArsR,b3502,arsB,repression,1
b3501,ArsR,b3503,arsC,repression,1
b2714,AscG,b0330,prpR,repression,1
b2714,AscG,b0473,htpG,repression,1
b2714,AscG,b0820,ybiT,repression,1
b2714,AscG,b2715,ascF,repression,1
b2714,AscG,b2716,ascB,repression,1
b3743,AsnC,b3741,mnmG,repression,0
b3743,AsnC,b3742,mioC,repression,0
b3743,AsnC,b3743,asnC,repression,0
b3743,AsnC,b3744,asnA,activation,0
b2220,AtoC,b2221,atoD,activation,1
b2220,AtoC,b2222,atoA,activation,1
b2220,AtoC,b2223,atoE,activation,1
b2220,AtoC,b2224,atoB,activation,1
b2079,BaeR,b0897,ycaC,,
b2079,BaeR,b1743,spy,activation,1
b2079,BaeR,b2074,mdtA,activation,1
b2079,BaeR,b2075,mdtB,activation,1
b2079,BaeR,b2076,mdtC,activation,1
b2079,BaeR,b2077,mdtD,activation,1
b2079,BaeR,b2078,baeS,activation,1
b2079,BaeR,b2079,baeR,activation,1
b2079,BaeR,b2470,acrD,activation,1
b4113,BasR,b0460,hha,activation,1
b4113,BasR,b0461,tomB,activation,1
b4113,BasR,b1014,putA,repression,1
b4113,BasR,b1037,csgG,activation,1
b4113,BasR,b1038,csgF,activation,1
b4113,BasR,b1039,csgE,activation,1
b4113,BasR,b1040,csgD,activation,1
b4113,BasR,b1552,cspI,activation,1
b4113,BasR,b2253,arnB,,
b4113,BasR,b2254,arnC,,
b4113,BasR,b2255,arnA,,
b4113,BasR,b2256,arnD,,
b4113,BasR,b2257,arnT,,
b4113,BasR,b2258,arnF,,
b4113,BasR,b3025,qseB,activation,1
b4113,BasR,b3026,qseC,activation,1
b4113,BasR,b3207,yrbL,repression,1
b4113,BasR,b3615,waaH,,
b4113,BasR,b4042,dgkA,activation,1
b4113,BasR,b4114,eptA,,
b4113,BasR,b4312,fimB,activation,1
b4113,BasR,b4544,arnE,,
b0313,BetI,b0311,betA,repression,1
b0313,BetI,b0312,betB,repression,1
b0313,BetI,b0313,betI,repression,1
b0313,BetI,b0314,betT,repression,1
b3723,BglG,b3721,bglB,,
b3723,BglG,b3722,bglF,,
b3723,BglG,b3723,bglG,,
b3973,BirA,b0774,bioA,repression,1
b3973,BirA,b0775,bioB,repression,1
b3973,BirA,b0776,bioF,repression,1
b3973,BirA,b0777,bioC,repression,1
b3973,BirA,b0778,bioD,repression,1
b1162,BluR,b1164,ycgZ,repression,1
b1162,BluR,b1165,ymgA,repression,1
b1162,BluR,b1166,ariR,repression,1
b1162,BluR,b1167,ymgC,repression,1
b0435,BolA,b0839,dacC,unknown,0
b0435,BolA,b3249,mreD,repression,1
b0435,BolA,b3250,mreC,repression,1
b0435,BolA,b3251,mreB,repression,1
b0435,BolA,b4150,ampC,unknown,0
b2125,BtsR,b0113,pdhR,,
b2125,BtsR,b0114,aceE,,
b2125,BtsR,b0115,aceF,,
b2125,BtsR,b0116,lpd,,
b2125,BtsR,b1037,csgG,,
b2125,BtsR,b1038,csgF,,
b2125,BtsR,b1039,csgE,,
b2125,BtsR,b1040,csgD,,
b2125,BtsR,b1041,csgB,,
b2125,BtsR,b1042,csgA,,
b2125,BtsR,b1043,csgC,,
b2125,BtsR,b1823,cspC,,
b2125,BtsR,b1824,yobF,,
b2125,BtsR,b3236,mdh,,
b2125,BtsR,b4354,btsT,activation,1
,CRP-Sxy,b0959,sxy,activation,0
b4133,CadC,b4131,cadA,activation,1
b4133,CadC,b4132,cadB,activation,1
b4133,CadC,b4133,cadC,activation,0
b0034,CaiF,b0035,caiE,activation,1
b0034,CaiF,b0036,caiD,activation,1
b0034,CaiF,b0037,caiC,activation,1
b0034,CaiF,b0038,caiB,activation,1
b0034,CaiF,b0039,caiA,activation,1
b0034,CaiF,b0040,caiT,activation,1
b0034,CaiF,b0041,fixA,activation,1
b0034,CaiF,b0042,fixB,activation,1
b0034,CaiF,b0043,fixC,activation,1
b0034,CaiF,b0044,fixX,activation,1
b1987,Cbl,b0365,tauA,activation,1
b1987,Cbl,b0366,tauB,activation,1
b1987,Cbl,b0367,tauC,activation,1
b1987,Cbl,b0368,tauD,activation,1
b1987,Cbl,b0933,ssuB,activation,1
b1987,Cbl,b0934,ssuC,activation,1
b1987,Cbl,b0935,ssuD,activation,1
b1987,Cbl,b0936,ssuA,activation,1
b1987,Cbl,b0937,ssuE,activation,1
b0162,CdaR,b0162,cdaR,activation,0
b0162,CdaR,b2787,gudD,activation,0
b0162,CdaR,b2788,gudX,activation,0
b0162,CdaR,b2789,gudP,activation,0
b0162,CdaR,b3124,garK,activation,0
b0162,CdaR,b3125,garR,activation,0
b0162,CdaR,b3126,garL,activation,0
b0162,CdaR,b3127,garP,activation,0
b0162,CdaR,b3128,garD,activation,0
b0796,CecR,b0792,ybhR,repression,1
b0796,CecR,b0793,ybhS,repression,1
b0796,CecR,b0794,ybhF,repression,1
b0796,CecR,b0795,ybhG,repression,1
b0796,CecR,b0796,cecR,repression,1
b0796,CecR,b0797,rhlE,,
b1735,ChbR,b1733,chbG,unknown,1
b1735,ChbR,b1734,chbF,unknown,1
b1735,ChbR,b1735,chbR,unknown,1
b1735,ChbR,b1736,chbA,unknown,1
b1735,ChbR,b1737,chbC,unknown,1
b1735,ChbR,b1738,chbB,unknown,1
,ChiX,b0619,dpiB,,
,ChiX,b0620,dpiA,,
,ChiX,b0681,chiP,,
,ChiX,b0682,chiQ,,
,ChiX,b1737,chbC,,
b1111,ComR,b1112,bhsA,repression,1
b3912,CpxR,b0161,degP,activation,1
b3912,CpxR,b0178,skp,activation,0
b3912,CpxR,b0179,lpxD,activation,0
b3912,CpxR,b0180,fabZ,activation,0
b3912,CpxR,b0181,lpxA,activation,0
b3912,CpxR,b0377,sbmA,activation,0
b3912,CpxR,b0378,yaiW,activation,0
b3912,CpxR,b0441,ppiD,activation,1
b3912,CpxR,b0460,hha,activation,1
b3912,CpxR,b0461,tomB,activation,1
b3912,CpxR,b0754,aroG,activation,1
b3912,CpxR,b0925,ldtD,activation,1
b3912,CpxR,b0929,ompF,repression,1
b3912,CpxR,b0970,yccA,activation,1
b3912,CpxR,b1037,csgG,repression,1
b3912,CpxR,b1038,csgF,repression,1
b3912,CpxR,b1039,csgE,repression,1
b3912,CpxR,b1040,csgD,repression,1
b3912,CpxR,b1041,csgB,repression,1
b3912,CpxR,b1042,csgA,repression,1
b3912,CpxR,b1043,csgC,repression,1
b3912,CpxR,b1113,ldtC,activation,1
b3912,CpxR,b1530,marR,activation,1
b3912,CpxR,b1531,marA,activation,1
b3912,CpxR,b1532,marB,activation,1
b3912,CpxR,b1535,dgcZ,activation,1
b3912,CpxR,b1743,spy,activation,1
b3912,CpxR,b1846,yebE,activation,1
b3912,CpxR,b1887,cheW,repression,1
b3912,CpxR,b1888,cheA,repression,1
b3912,CpxR,b1889,motB,repression,1
b3912,CpxR,b1890,motA,repression,1
b3912,CpxR,b1902,ftnB,activation,1
b3912,CpxR,b2074,mdtA,activation,1
b3912,CpxR,b2075,mdtB,activation,1
b3912,CpxR,b2076,mdtC,activation,1
b3912,CpxR,b2077,mdtD,activation,1
b3912,CpxR,b2078,baeS,activation,1
b3912,CpxR,b2079,baeR,activation,1
b3912,CpxR,b2215,ompC,activation,1
b3912,CpxR,b2470,acrD,activation,1
b3912,CpxR,b2570,rseC,repression,0
b3912,CpxR,b2571,rseB,repression,0
b3912,CpxR,b2572,rseA,repression,0
b3912,CpxR,b2573,rpoE,repression,0
b3912,CpxR,b2580,ung,repression,1
b3912,CpxR,b2617,bamE,repression,0
b3912,CpxR,b2665,kbp,activation,1
b3912,CpxR,b2666,yqaE,activation,1
b3912,CpxR,b2893,dsbC,activation,0
b3912,CpxR,b3057,bacA,activation,0
b3912,CpxR,b3095,yqjA,activation,1
b3912,CpxR,b3096,mzrA,activation,1
b3912,CpxR,b3363,ppiA,activation,1
b3912,CpxR,b3461,rpoH,activation,0
b3912,CpxR,b3688,yidQ,activation,0
b3912,CpxR,b3859,srkA,activation,1
b3912,CpxR,b3860,dsbA,activation,1
b3912,CpxR,b3911,cpxA,activation,1
b3912,CpxR,b3912,cpxR,activation,1
b3912,CpxR,b4159,mscM,repression,0
b3912,CpxR,b4160,psd,repression,0
b3912,CpxR,b4188,yjfN,,
b3912,CpxR,b4355,tsr,repression,1
b3912,CpxR,b4392,slt,activation,1
b3912,CpxR,b4484,cpxP,activation,1
b3912,CpxR,b4490,efeU,repression,1
b3912,CpxR,b4725,rseD,repression,0
b0080,Cra,b0070,setA,repression,0
b0080,Cra,b0112,aroP,activation,0
b0080,Cra,b0113,pdhR,repression,0
b0080,Cra,b0114,aceE,repression,0
b0080,Cra,b0115,aceF,repression,0
b0080,Cra,b0116,lpd,repression,0
b0080,Cra,b0118,acnB,repression,0
b0080,Cra,b0311,betA,activation,0
b0080,Cra,b0312,betB,activation,0
b0080,Cra,b0313,betI,activation,0
b0080,Cra,b0314,betT,activation,0
b0080,Cra,b0315,pdeL,repression,1
b0080,Cra,b0331,prpB,repression,0
b0080,Cra,b0333,prpC,repression,0
b0080,Cra,b0334,prpD,repression,0
b0080,Cra,b0335,prpE,repression,0
b0080,Cra,b0428,cyoE,repression,0
b0080,Cra,b0429,cyoD,repression,0
b0080,Cra,b0430,cyoC,repression,0
b0080,Cra,b0431,cyoB,repression,0
b0080,Cra,b0432,cyoA,repression,0
b0080,Cra,b0733,cydA,activation,1
b0080,Cra,b0734,cydB,activation,1
b0080,Cra,b0871,poxB,activation,0
b0080,Cra,b1037,csgG,activation,1
b0080,Cra,b1038,csgF,activation,1
b0080,Cra,b1039,csgE,activation,1
b0080,Cra,b1040,csgD,activation,1
b0080,Cra,b1136,icd,activation,1
b0080,Cra,b1241,adhE,repression,1
b0080,Cra,b1276,acnA,activation,0
b0080,Cra,b1530,marR,repression,0
b0080,Cra,b1531,marA,repression,0
b0080,Cra,b1532,marB,repression,0
b0080,Cra,b1676,pykF,repression,1
b0080,Cra,b1702,ppsA,activation,1
b0080,Cra,b1779,gapA,repression,1
b0080,Cra,b1780,yeaD,repression,1
b0080,Cra,b1817,manX,repression,0
b0080,Cra,b1818,manY,repression,0
b0080,Cra,b1819,manZ,repression,0
b0080,Cra,b1850,eda,repression,1
b0080,Cra,b1851,edd,repression,1
b0080,Cra,b1852,zwf,repression,0
b0080,Cra,b2097,fbaB,repression,0
b0080,Cra,b2167,fruA,repression,0
b0080,Cra,b2168,fruK,repression,0
b0080,Cra,b2169,fruB,repression,0
b0080,Cra,b2388,glk,repression,0
b0080,Cra,b2415,ptsH,unknown,1
b0080,Cra,b2416,ptsI,unknown,1
b0080,Cra,b2417,crr,unknown,1
b0080,Cra,b2712,hypF,repression,1
b0080,Cra,b2779,eno,repression,1
b0080,Cra,b2925,fbaA,repression,1
b0080,Cra,b2926,pgk,repression,1
b0080,Cra,b2927,epd,repression,1
b0080,Cra,b2980,glcC,repression,0
b0080,Cra,b3357,crp,activation,1
b0080,Cra,b3365,nirB,repression,0
b0080,Cra,b3366,nirD,repression,0
