regulator_id,regulator_name,target_id,target_name,effect,evidence
b1187,FadR,b1187,fadR,activation,0
b1187,FadR,b1288,fabI,activation,1
b1187,FadR,b1805,fadD,repression,1
b1187,FadR,b2316,accD,activation,1
b1187,FadR,b2323,fabB,activation,1
b1187,FadR,b2341,fadJ,repression,1
b1187,FadR,b2342,fadI,repression,1
b1187,FadR,b2344,fadL,repression,1
b1187,FadR,b3081,fadH,repression,1
b1187,FadR,b3255,accB,activation,1
b1187,FadR,b3256,accC,activation,1
b1187,FadR,b3495,uspA,repression,1
b1187,FadR,b3845,fadA,repression,0
b1187,FadR,b3846,fadB,repression,0
b1187,FadR,b4018,iclR,activation,1
b1384,FeaR,b1385,feaB,activation,1
b1384,FeaR,b1386,tynA,activation,1
b4293,FecI,b4287,fecE,,
b4293,FecI,b4288,fecD,,
b4293,FecI,b4289,fecC,,
b4293,FecI,b4290,fecB,,
b4293,FecI,b4291,fecA,,
b2731,FhlA,b2481,hyfA,activation,0
b2731,FhlA,b2482,hyfB,activation,0
b2731,FhlA,b2483,hyfC,activation,0
b2731,FhlA,b2484,hyfD,activation,0
b2731,FhlA,b2485,hyfE,activation,0
b2731,FhlA,b2486,hyfF,activation,0
b2731,FhlA,b2487,hyfG,activation,0
b2731,FhlA,b2488,hyfH,activation,0
b2731,FhlA,b2489,hyfI,activation,0
b2731,FhlA,b2490,hyfJ,activation,0
b2731,FhlA,b2491,hyfR,activation,0
b2731,FhlA,b2492,focB,activation,0
b2731,FhlA,b2712,hypF,activation,1
b2731,FhlA,b2713,hydN,activation,1
b2731,FhlA,b2717,hycI,activation,1
b2731,FhlA,b2718,hycH,activation,1
b2731,FhlA,b2719,hycG,activation,1
b2731,FhlA,b2720,hycF,activation,1
b2731,FhlA,b2721,hycE,activation,1
b2731,FhlA,b2722,hycD,activation,1
b2731,FhlA,b2723,hycC,activation,1
b2731,FhlA,b2724,hycB,activation,1
b2731,FhlA,b2725,hycA,activation,1
b2731,FhlA,b2726,hypA,activation,1
b2731,FhlA,b2727,hypB,activation,1
b2731,FhlA,b2728,hypC,activation,1
b2731,FhlA,b2729,hypD,activation,1
b2731,FhlA,b2730,hypE,activation,1
b2731,FhlA,b2731,fhlA,activation,1
b2731,FhlA,b4079,fdhF,activation,1
b3261,Fis,b0032,carA,activation,0
b3261,Fis,b0033,carB,activation,0
b3261,Fis,b0049,apaH,activation,0
b3261,Fis,b0050,apaG,activation,0
b3261,Fis,b0051,rsmA,activation,0
b3261,Fis,b0052,pdxA,activation,0
b3261,Fis,b0116,lpd,activation,1
b3261,Fis,b0118,acnB,repression,0
b3261,Fis,b0405,queA,activation,1
b3261,Fis,b0428,cyoE,activation,0
b3261,Fis,b0429,cyoD,activation,0
b3261,Fis,b0430,cyoC,activation,0
b3261,Fis,b0431,cyoB,activation,0
b3261,Fis,b0432,cyoA,activation,0
b3261,Fis,b0440,hupB,repression,1
b3261,Fis,b0809,glnQ,repression,0
b3261,Fis,b0812,dps,repression,1
b3261,Fis,b0894,dmsA,repression,0
b3261,Fis,b0895,dmsB,repression,0
b3261,Fis,b0896,dmsC,repression,0
b3261,Fis,b0903,pflB,repression,0
b3261,Fis,b0945,pyrD,repression,0
b3261,Fis,b0972,hyaA,repression,0
b3261,Fis,b0973,hyaB,repression,0
b3261,Fis,b0974,hyaC,repression,0
b3261,Fis,b0975,hyaD,repression,0
b3261,Fis,b0976,hyaE,repression,0
b3261,Fis,b0977,hyaF,repression,0
b3261,Fis,b0999,cbpM,repression,1
b3261,Fis,b1000,cbpA,repression,1
b3261,Fis,b1101,ptsG,unknown,1
b3261,Fis,b1109,ndh,unknown,1
b3261,Fis,b1182,hlyE,repression,0
b3261,Fis,b1223,narK,repression,0
b3261,Fis,b1224,narG,repression,0
b3261,Fis,b1225,narH,repression,0
b3261,Fis,b1226,narJ,repression,0
b3261,Fis,b1227,narI,repression,0
b3261,Fis,b1237,hns,activation,1
b3261,Fis,b1241,adhE,activation,1
b3261,Fis,b1274,topA,unknown,1
b3261,Fis,b1335,ogt,repression,1
b3261,Fis,b1421,trg,activation,0
b3261,Fis,b1480,sra,activation,0
b3261,Fis,b1492,gadC,repression,0
b3261,Fis,b1493,gadB,repression,0
b3261,Fis,b1530,marR,activation,1
b3261,Fis,b1531,marA,activation,1
b3261,Fis,b1532,marB,activation,1
b3261,Fis,b1552,cspI,repression,0
b3261,Fis,b1566,flxA,activation,0
b3261,Fis,b1732,katE,repression,0
b3261,Fis,b1739,osmE,repression,1
b3261,Fis,b1796,yoaG,repression,1
b3261,Fis,b1797,yeaR,repression,1
b3261,Fis,b2148,mglC,repression,0
b3261,Fis,b2149,mglA,repression,0
b3261,Fis,b2231,gyrA,repression,1
b3261,Fis,b2234,nrdA,activation,1
b3261,Fis,b2235,nrdB,activation,1
b3261,Fis,b2236,yfaE,activation,1
b3261,Fis,b2239,glpQ,activation,0
b3261,Fis,b2240,glpT,activation,0
b3261,Fis,b2241,glpA,activation,0
b3261,Fis,b2242,glpB,activation,0
b3261,Fis,b2243,glpC,activation,0
b3261,Fis,b2276,nuoN,activation,1
b3261,Fis,b2277,nuoM,activation,1
b3261,Fis,b2278,nuoL,activation,1
b3261,Fis,b2279,nuoK,activation,1
b3261,Fis,b2280,nuoJ,activation,1
b3261,Fis,b2281,nuoI,activation,1
b3261,Fis,b2282,nuoH,activation,1
b3261,Fis,b2283,nuoG,activation,1
b3261,Fis,b2284,nuoF,activation,1
b3261,Fis,b2285,nuoE,activation,1
b3261,Fis,b2286,nuoC,activation,1
b3261,Fis,b2287,nuoB,activation,1
b3261,Fis,b2288,nuoA,activation,1
b3261,Fis,b2400,gltX,repression,1
b3261,Fis,b2507,guaA,repression,1
b3261,Fis,b2508,guaB,repression,1
b3261,Fis,b2579,grcA,activation,0
b3261,Fis,b2781,mazG,activation,1
b3261,Fis,b2782,mazF,activation,1
b3261,Fis,b2783,mazE,activation,1
b3261,Fis,b2912,fau,unknown,1
b3261,Fis,b2957,ansB,repression,0
b3261,Fis,b2980,glcC,repression,0
b3261,Fis,b3073,patA,unknown,0
b3261,Fis,b3164,pnp,activation,0
b3261,Fis,b3165,rpsO,activation,0
b3261,Fis,b3166,truB,activation,0
b3261,Fis,b3167,rbfA,activation,0
b3261,Fis,b3168,infB,activation,0
b3261,Fis,b3169,nusA,activation,0
b3261,Fis,b3170,rimP,activation,0
b3261,Fis,b3221,yhcH,repression,0
b3261,Fis,b3222,nanK,repression,0
b3261,Fis,b3223,nanE,repression,0
b3261,Fis,b3224,nanT,repression,0
b3261,Fis,b3225,nanA,repression,0
b3261,Fis,b3230,rpsI,repression,0
b3261,Fis,b3231,rplM,repression,0
b3261,Fis,b3260,dusB,repression,1
b3261,Fis,b3261,fis,repression,1
b3261,Fis,b3357,crp,repression,1
b3261,Fis,b3365,nirB,repression,1
b3261,Fis,b3366,nirD,repression,1
b3261,Fis,b3367,nirC,repression,1
b3261,Fis,b3368,cysG,repression,1
b3261,Fis,b3516,gadX,repression,0
b3261,Fis,b3517,gadA,repression,0
b3261,Fis,b3556,cspA,activation,1
b3261,Fis,b3566,xylF,repression,0
b3261,Fis,b3567,xylG,repression,0
b3261,Fis,b3568,xylH,repression,0
b3261,Fis,b3569,xylR,repression,0
b3261,Fis,b3588,aldB,repression,1
b3261,Fis,b3599,mtlA,repression,0
b3261,Fis,b3600,mtlD,repression,0
b3261,Fis,b3601,mtlR,repression,0
b3261,Fis,b3699,gyrB,repression,1
b3261,Fis,b3700,recF,,
b3261,Fis,b3701,dnaN,,
b3261,Fis,b3702,dnaA,,
b3261,Fis,b3721,bglB,repression,1
b3261,Fis,b3722,bglF,repression,1
b3261,Fis,b3723,bglG,repression,1
b3261,Fis,b3845,fadA,activation,0
b3261,Fis,b3846,fadB,activation,0
b3261,Fis,b3868,glnG,activation,1
b3261,Fis,b3869,glnL,activation,1
b3261,Fis,b3870,glnA,activation,1
b3261,Fis,b3965,trmA,activation,0
b3261,Fis,b3980,tufB,activation,1
b3261,Fis,b4000,hupA,activation,1
b3261,Fis,b4032,malG,activation,0
b3261,Fis,b4033,malF,activation,0
b3261,Fis,b4034,malE,activation,0
b3261,Fis,b4067,actP,repression,1
b3261,Fis,b4068,yjcH,repression,1
b3261,Fis,b4069,acs,repression,1
b3261,Fis,b4070,nrfA,repression,1
b3261,Fis,b4071,nrfB,repression,1
b3261,Fis,b4072,nrfC,repression,1
b3261,Fis,b4073,nrfD,repression,1
b3261,Fis,b4074,nrfE,repression,1
b3261,Fis,b4075,nrfF,repression,1
b3261,Fis,b4076,nrfG,repression,1
b3261,Fis,b4111,proP,activation,1
b3261,Fis,b4122,fumB,repression,0
b3261,Fis,b4219,msrA,repression,0
b3261,Fis,b4376,osmY,repression,0
b3261,Fis,b4381,deoC,activation,0
b3261,Fis,b4382,deoA,activation,0
b3261,Fis,b4383,deoB,activation,0
b3261,Fis,b4384,deoD,activation,0
,FlhDC,b0652,gltL,activation,1
,FlhDC,b0653,gltK,activation,1
,FlhDC,b0654,gltJ,activation,1
,FlhDC,b0655,gltI,activation,1
,FlhDC,b1070,flgN,activation,0
,FlhDC,b1071,flgM,activation,0
,FlhDC,b1072,flgA,activation,0
,FlhDC,b1073,flgB,activation,1
,FlhDC,b1074,flgC,activation,1
,FlhDC,b1075,flgD,activation,1
,FlhDC,b1076,flgE,activation,1
,FlhDC,b1077,flgF,activation,1
,FlhDC,b1078,flgG,activation,1
,FlhDC,b1079,flgH,activation,1
,FlhDC,b1080,flgI,activation,1
,FlhDC,b1081,flgJ,activation,1
,FlhDC,b1082,flgK,activation,1
,FlhDC,b1083,flgL,activation,1
,FlhDC,b1194,ycgR,activation,0
,FlhDC,b1878,flhE,activation,1
,FlhDC,b1879,flhA,activation,1
,FlhDC,b1880,flhB,activation,1
,FlhDC,b1904,yecR,activation,1
,FlhDC,b1920,tcyJ,activation,1
,FlhDC,b1921,fliZ,activation,1
,FlhDC,b1922,fliA,activation,1
,FlhDC,b1924,fliD,activation,1
,FlhDC,b1925,fliS,activation,1
,FlhDC,b1926,fliT,activation,1
,FlhDC,b1937,fliE,activation,1
,FlhDC,b1938,fliF,activation,1
,FlhDC,b1939,fliG,activation,1
,FlhDC,b1940,fliH,activation,1
,FlhDC,b1941,fliI,activation,1
,FlhDC,b1942,fliJ,activation,1
,FlhDC,b1943,fliK,activation,1
,FlhDC,b1944,fliL,activation,1
,FlhDC,b1945,fliM,activation,1
,FlhDC,b1946,fliN,activation,1
,FlhDC,b1947,fliO,activation,1
,FlhDC,b1948,fliP,activation,1
,FlhDC,b1949,fliQ,activation,1
,FlhDC,b1950,fliR,activation,1
,FlhDC,b2148,mglC,repression,0
,FlhDC,b2149,mglA,repression,0
,FlhDC,b2150,mglB,repression,0
,FlhDC,b2194,ccmH,activation,0
,FlhDC,b2195,ccmG,activation,0
,FlhDC,b2196,ccmF,activation,0
,FlhDC,b2197,ccmE,activation,0
,FlhDC,b2198,ccmD,activation,0
,FlhDC,b2199,ccmC,activation,0
,FlhDC,b2200,ccmB,activation,0
,FlhDC,b2201,ccmA,activation,0
,FlhDC,b2202,napC,activation,0
,FlhDC,b2203,napB,activation,0
,FlhDC,b2204,napH,activation,0
,FlhDC,b2205,napG,activation,0
,FlhDC,b2206,napA,activation,0
,FlhDC,b2207,napD,activation,0
,FlhDC,b2208,napF,activation,0
,FlhDC,b2241,glpA,activation,0
,FlhDC,b2242,glpB,activation,0
,FlhDC,b2243,glpC,activation,0
,FlhDC,b2712,hypF,activation,0
,FlhDC,b2713,hydN,activation,0
,FlhDC,b2737,ygbK,activation,0
,FlhDC,b2822,recC,activation,0
,FlhDC,b2823,ppdC,activation,0
,FlhDC,b2824,ygdB,activation,0
,FlhDC,b2825,ppdB,activation,0
,FlhDC,b2826,ppdA,activation,0
,FlhDC,b3236,mdh,repression,0
,FlhDC,b3525,pdeH,activation,0
,FlhDC,b4070,nrfA,activation,0
,FlhDC,b4071,nrfB,activation,0
,FlhDC,b4072,nrfC,activation,0
,FlhDC,b4073,nrfD,activation,0
,FlhDC,b4074,nrfE,activation,0
,FlhDC,b4075,nrfF,activation,0
,FlhDC,b4076,nrfG,activation,0
b1922,FliA,b0154,hemL,activation,0
b1922,FliA,b0245,ykfI,activation,0
b1922,FliA,b0246,yafW,activation,0
b1922,FliA,b0247,ykfG,activation,0
b1922,FliA,b0248,yafX,activation,0
b1922,FliA,b0249,ykfF,activation,0
b1922,FliA,b0250,ykfB,activation,0
b1922,FliA,b0763,modA,activation,0
b1922,FliA,b0764,modB,activation,0
b1922,FliA,b0765,modC,activation,0
b1922,FliA,b1070,flgN,activation,0
b1922,FliA,b1071,flgM,activation,0
b1922,FliA,b1082,flgK,activation,0
b1922,FliA,b1083,flgL,activation,0
b1922,FliA,b1194,ycgR,activation,0
b1922,FliA,b1207,prs,activation,0
b1922,FliA,b1208,ispE,activation,0
b1922,FliA,b1209,lolB,activation,0
b1922,FliA,b1243,oppA,activation,0
b1922,FliA,b1244,oppB,activation,0
b1922,FliA,b1245,oppC,activation,0
b1922,FliA,b1246,oppD,activation,0
b1922,FliA,b1247,oppF,activation,0
b1922,FliA,b1421,trg,activation,0
b1922,FliA,b1566,flxA,activation,0
b1922,FliA,b1742,ves,activation,0
b1922,FliA,b1760,ynjH,activation,0
b1922,FliA,b1881,cheZ,activation,0
b1922,FliA,b1882,cheY,activation,0
b1922,FliA,b1883,cheB,activation,0
b1922,FliA,b1884,cheR,activation,0
b1922,FliA,b1885,tap,activation,0
b1922,FliA,b1886,tar,activation,0
b1922,FliA,b1887,cheW,activation,0
b1922,FliA,b1888,cheA,activation,0
b1922,FliA,b1889,motB,activation,0
b1922,FliA,b1890,motA,activation,0
b1922,FliA,b1915,yecF,activation,0
b1922,FliA,b1920,tcyJ,activation,0
b1922,FliA,b1921,fliZ,activation,0
b1922,FliA,b1922,fliA,activation,0
b1922,FliA,b1923,fliC,activation,0
b1922,FliA,b1924,fliD,activation,0
b1922,FliA,b1925,fliS,activation,0
b1922,FliA,b1926,fliT,activation,0
b1922,FliA,b1937,fliE,activation,0
b1922,FliA,b1938,fliF,activation,0
b1922,FliA,b1939,fliG,activation,0
b1922,FliA,b1940,fliH,activation,0
b1922,FliA,b1941,fliI,activation,0
b1922,FliA,b1942,fliJ,activation,0
b1922,FliA,b1943,fliK,activation,0
b1922,FliA,b1944,fliL,activation,0
b1922,FliA,b1945,fliM,activation,0
b1922,FliA,b1946,fliN,activation,0
b1922,FliA,b1947,fliO,activation,0
b1922,FliA,b1948,fliP,activation,0
b1922,FliA,b1949,fliQ,activation,0
b1922,FliA,b1950,fliR,activation,0
b1922,FliA,b2737,ygbK,activation,0
b1922,FliA,b2822,recC,activation,0
b1922,FliA,b2823,ppdC,activation,0
b1922,FliA,b2824,ygdB,activation,0
b1922,FliA,b2825,ppdB,activation,0
b1922,FliA,b2826,ppdA,activation,0
b1922,FliA,b3072,aer,activation,0
b1922,FliA,b3525,pdeH,activation,0
b1922,FliA,b4083,yjcS,activation,0
,FliA,b4109,rdcA,,
b1922,FliA,b4109,crfC,activation,0
b1922,FliA,b4110,yjcZ,activation,0
,FliA,b4110,rdcB,,
b1922,FliA,b4355,tsr,activation,0
b1922,FliA,b4504,ykfH,activation,0
b1922,FliA,b4660,yhiL,activation,0
b1921,FliZ,b1037,csgG,repression,1
b1921,FliZ,b1038,csgF,repression,1
b1921,FliZ,b1039,csgE,repression,1
b1921,FliZ,b1040,csgD,repression,1
b1921,FliZ,b1041,csgB,repression,0
b1921,FliZ,b1042,csgA,repression,0
b1921,FliZ,b1043,csgC,repression,0
b1921,FliZ,b1285,pdeR,repression,1
b1921,FliZ,b1492,gadC,repression,1
b1921,FliZ,b1493,gadB,repression,1
b1921,FliZ,b1891,flhC,repression,1
b1921,FliZ,b1892,flhD,repression,1
b1921,FliZ,b2127,mlrA,repression,1
b1921,FliZ,b3508,yhiD,repression,1
b1921,FliZ,b3509,hdeB,repression,1
b1921,FliZ,b3510,hdeA,repression,1
b1921,FliZ,b3512,gadE,repression,1
b1921,FliZ,b3513,mdtE,repression,1
b1921,FliZ,b3514,mdtF,repression,1
b1921,FliZ,b4045,yjbJ,,
b1921,FliZ,b4376,osmY,repression,1
b1334,Fnr,b0002,thrA,,
b1334,Fnr,b0034,caiF,activation,0
b1334,Fnr,b0035,caiE,activation,0
b1334,Fnr,b0036,caiD,activation,0
b1334,Fnr,b0037,caiC,activation,0
b1334,Fnr,b0038,caiB,activation,0
b1334,Fnr,b0039,caiA,activation,0
b1334,Fnr,b0040,caiT,activation,0
b1334,Fnr,b0041,fixA,activation,0
b1334,Fnr,b0042,fixB,activation,0
b1334,Fnr,b0043,fixC,activation,0
b1334,Fnr,b0044,fixX,activation,0
b1334,Fnr,b0112,aroP,,
b1334,Fnr,b0113,pdhR,unknown,0
b1334,Fnr,b0114,aceE,unknown,0
b1334,Fnr,b0115,aceF,unknown,0
b1334,Fnr,b0116,lpd,unknown,0
b1334,Fnr,b0167,glnD,unknown,0
b1334,Fnr,b0428,cyoE,repression,0
b1334,Fnr,b0429,cyoD,repression,0
b1334,Fnr,b0430,cyoC,repression,0
b1334,Fnr,b0431,cyoB,repression,0
b1334,Fnr,b0432,cyoA,repression,0
b1334,Fnr,b0450,glnK,unknown,0
b1334,Fnr,b0451,amtB,unknown,0
b1334,Fnr,b0585,fes,activation,0
b1334,Fnr,b0586,entF,activation,0
b1334,Fnr,b0587,fepE,activation,0
b1334,Fnr,b0602,ybdN,activation,0
b1334,Fnr,b0613,citG,repression,0
b1334,Fnr,b0614,citX,repression,0
b1334,Fnr,b0615,citF,repression,0
b1334,Fnr,b0616,citE,repression,0
b1334,Fnr,b0618,citC,repression,0
b1334,Fnr,b0619,dpiB,repression,0
b1334,Fnr,b0620,dpiA,repression,0
b1334,Fnr,b0621,dcuC,activation,0
b1334,Fnr,b0721,sdhC,repression,0
b1334,Fnr,b0722,sdhD,repression,0
b1334,Fnr,b0723,sdhA,repression,0
b1334,Fnr,b0724,sdhB,repression,0
b1334,Fnr,b0726,sucA,repression,0
b1334,Fnr,b0727,sucB,repression,0
b1334,Fnr,b0728,sucC,repression,0
b1334,Fnr,b0729,sucD,repression,0
b1334,Fnr,b0733,cydA,unknown,1
b1334,Fnr,b0734,cydB,unknown,1
b1334,Fnr,b0781,moaA,activation,0
b1334,Fnr,b0782,moaB,activation,0
b1334,Fnr,b0783,moaC,activation,0
b1334,Fnr,b0784,moaD,activation,0
b1334,Fnr,b0785,moaE,activation,0
b1334,Fnr,b0814,ompX,repression,0
b1334,Fnr,b0826,moeB,repression,1
b1334,Fnr,b0827,moeA,repression,1
b1334,Fnr,b0871,poxB,activation,1
b1334,Fnr,b0872,hcr,activation,1
b1334,Fnr,b0873,hcp,activation,1
b1334,Fnr,b0886,cydC,activation,0
b1334,Fnr,b0887,cydD,activation,0
b1334,Fnr,b0894,dmsA,activation,1
b1334,Fnr,b0895,dmsB,activation,1
b1334,Fnr,b0896,dmsC,activation,1
b1334,Fnr,b0897,ycaC,,
b1334,Fnr,b0903,pflB,activation,1
b1334,Fnr,b0904,focA,activation,1
b1334,Fnr,b0928,aspC,unknown,0
b1334,Fnr,b0933,ssuB,activation,0
b1334,Fnr,b0934,ssuC,activation,0
b1334,Fnr,b0935,ssuD,activation,0
b1334,Fnr,b0936,ssuA,activation,0
b1334,Fnr,b0937,ssuE,activation,0
b1334,Fnr,b1109,ndh,repression,1
b1334,Fnr,b1127,pepT,activation,0
b1334,Fnr,b1160,iraM,activation,0
b1334,Fnr,b1182,hlyE,activation,1
b1334,Fnr,b1210,hemA,repression,1
b1334,Fnr,b1211,prfA,repression,1
b1334,Fnr,b1212,prmC,repression,1
b1334,Fnr,b1220,ychO,repression,0
b1334,Fnr,b1221,narL,repression,1
b1334,Fnr,b1222,narX,repression,1
b1334,Fnr,b1223,narK,activation,1
b1334,Fnr,b1224,narG,activation,1
b1334,Fnr,b1225,narH,activation,1
b1334,Fnr,b1226,narJ,activation,1
b1334,Fnr,b1227,narI,activation,1
b1334,Fnr,b1241,adhE,activation,0
b1334,Fnr,b1256,ompW,unknown,1
b1334,Fnr,b1276,acnA,repression,0
b1334,Fnr,b1296,puuP,repression,0
b1334,Fnr,b1297,puuA,repression,0
b1334,Fnr,b1324,tpx,repression,0
b1334,Fnr,b1334,fnr,repression,1
b1334,Fnr,b1415,aldA,repression,0
b1334,Fnr,b1445,ortT,,
b1334,Fnr,b1474,fdnG,unknown,1
b1334,Fnr,b1475,fdnH,unknown,1
b1334,Fnr,b1476,fdnI,unknown,1
b1334,Fnr,b1537,ydeJ,activation,0
b1334,Fnr,b1541,ydfZ,,
b1334,Fnr,b1549,ydfO,,
b1334,Fnr,b1587,ynfE,activation,1
b1334,Fnr,b1588,ynfF,activation,1
b1334,Fnr,b1589,ynfG,activation,1
b1334,Fnr,b1590,ynfH,activation,1
b1334,Fnr,b1591,dmsD,activation,1
b1334,Fnr,b1593,ynfK,,
b1334,Fnr,b1611,fumC,repression,0
b1334,Fnr,b1612,fumA,repression,0
b1334,Fnr,b1669,ydhT,activation,1
b1334,Fnr,b1670,ydhU,activation,1
b1334,Fnr,b1671,ydhX,activation,1
b1334,Fnr,b1672,ydhW,activation,1
b1334,Fnr,b1673,ydhV,activation,1
b1334,Fnr,b1674,ydhY,activation,1
b1334,Fnr,b1716,rplT,repression,0
b1334,Fnr,b1761,gdhA,activation,0
b1334,Fnr,b1778,msrB,,
b1334,Fnr,b1852,zwf,repression,0
b1334,Fnr,b1854,pykA,,
b1334,Fnr,b1881,cheZ,activation,0
b1334,Fnr,b1882,cheY,activation,0
b1334,Fnr,b1883,cheB,activation,0
b1334,Fnr,b1884,cheR,activation,0
b1334,Fnr,b1885,tap,activation,0
b1334,Fnr,b1886,tar,activation,0
b1334,Fnr,b1904,yecR,activation,0
b1334,Fnr,b1988,nac,repression,0
b1334,Fnr,b2029,gnd,repression,0
b1334,Fnr,b2163,yeiL,repression,0
b1334,Fnr,b2194,ccmH,activation,1
b1334,Fnr,b2195,ccmG,activation,1
b1334,Fnr,b2196,ccmF,activation,1
b1334,Fnr,b2197,ccmE,activation,1
b1334,Fnr,b2198,ccmD,activation,1
b1334,Fnr,b2199,ccmC,activation,1
b1334,Fnr,b2200,ccmB,activation,1
b1334,Fnr,b2201,ccmA,activation,1
b1334,Fnr,b2202,napC,activation,1
b1334,Fnr,b2203,napB,activation,1
b1334,Fnr,b2204,napH,activation,1
b1334,Fnr,b2205,napG,activation,1
b1334,Fnr,b2206,napA,activation,1
b1334,Fnr,b2207,napD,activation,1
b1334,Fnr,b2208,napF,activation,1
b1334,Fnr,b2239,glpQ,activation,0
b1334,Fnr,b2240,glpT,activation,0
b1334,Fnr,b2241,glpA,activation,0
b1334,Fnr,b2242,glpB,activation,0
b1334,Fnr,b2243,glpC,activation,0
b1334,Fnr,b2276,nuoN,repression,1
b1334,Fnr,b2277,nuoM,repression,1
b1334,Fnr,b2278,nuoL,repression,1
b1334,Fnr,b2279,nuoK,repression,1
b1334,Fnr,b2280,nuoJ,repression,1
b1334,Fnr,b2281,nuoI,repression,1
b1334,Fnr,b2282,nuoH,repression,1
b1334,Fnr,b2283,nuoG,repression,1
b1334,Fnr,b2284,nuoF,repression,1
b1334,Fnr,b2285,nuoE,repression,1
b1334,Fnr,b2286,nuoC,repression,1
b1334,Fnr,b2287,nuoB,repression,1
b1334,Fnr,b2288,nuoA,repression,1
b1334,Fnr,b2296,ackA,activation,0
b1334,Fnr,b2343,yfcZ,,
b1334,Fnr,b2367,emrY,activation,0
b1334,Fnr,b2368,emrK,activation,0
b1334,Fnr,b2450,yffS,,
b1334,Fnr,b2481,hyfA,repression,0
b1334,Fnr,b2482,hyfB,repression,0
b1334,Fnr,b2483,hyfC,repression,0
b1334,Fnr,b2484,hyfD,repression,0
b1334,Fnr,b2485,hyfE,repression,0
b1334,Fnr,b2486,hyfF,repression,0
b1334,Fnr,b2487,hyfG,repression,0
b1334,Fnr,b2488,hyfH,repression,0
b1334,Fnr,b2489,hyfI,repression,0
b1334,Fnr,b2490,hyfJ,repression,0
b1334,Fnr,b2491,hyfR,repression,0
b1334,Fnr,b2492,focB,repression,0
b1334,Fnr,b2497,uraA,activation,0
b1334,Fnr,b2498,upp,activation,0
b1334,Fnr,b2499,purM,repression,1
b1334,Fnr,b2500,purN,repression,1
b1334,Fnr,b2503,pdeF,activation,1
b1334,Fnr,b2552,hmp,repression,1
b1334,Fnr,b2579,grcA,unknown,1
b1334,Fnr,b2580,ung,,
b1334,Fnr,b2606,rplS,repression,0
b1334,Fnr,b2607,trmD,repression,0
b1334,Fnr,b2608,rimM,repression,0
b1334,Fnr,b2609,rpsP,repression,0
b1334,Fnr,b2710,norV,repression,0
b1334,Fnr,b2711,norW,repression,0
b1334,Fnr,b2727,hypB,activation,1
b1334,Fnr,b2728,hypC,activation,1
b1334,Fnr,b2729,hypD,activation,1
b1334,Fnr,b2730,hypE,activation,1
b1334,Fnr,b2731,fhlA,activation,1
b1334,Fnr,b2732,ygbA,repression,0
b1334,Fnr,b2813,mltA,,
b1334,Fnr,b2866,xdhA,activation,0
b1334,Fnr,b2867,xdhB,activation,0
b1334,Fnr,b2868,xdhC,activation,0
b1334,Fnr,b2903,gcvP,activation,0
b1334,Fnr,b2904,gcvH,activation,0
b1334,Fnr,b2905,gcvT,activation,0
b1334,Fnr,b2917,scpA,,
b1334,Fnr,b2918,argK,,
b1334,Fnr,b2919,scpB,,
b1334,Fnr,b2920,scpC,,
b1334,Fnr,b2957,ansB,activation,1
b1334,Fnr,b3071,nfeR,activation,0
b1334,Fnr,b3072,aer,activation,0
b1334,Fnr,b3091,uxaA,activation,0
b1334,Fnr,b3092,uxaC,activation,0
b1334,Fnr,b3113,tdcF,activation,0
b1334,Fnr,b3114,tdcE,activation,0
b1334,Fnr,b3115,tdcD,activation,0
b1334,Fnr,b3116,tdcC,activation,0
b1334,Fnr,b3117,tdcB,activation,0
b1334,Fnr,b3118,tdcA,activation,0
b1334,Fnr,b3124,garK,activation,0
b1334,Fnr,b3125,garR,activation,0
b1334,Fnr,b3126,garL,activation,0
b1334,Fnr,b3127,garP,activation,0
b1334,Fnr,b3128,garD,,
b1334,Fnr,b3212,gltB,repression,0
b1334,Fnr,b3213,gltD,repression,0
b1334,Fnr,b3214,gltF,repression,0
b1334,Fnr,b3230,rpsI,repression,0
b1334,Fnr,b3231,rplM,repression,0
b1334,Fnr,b3265,acrE,activation,0
b1334,Fnr,b3266,acrF,activation,0
b1334,Fnr,b3311,rpsQ,activation,0
b1334,Fnr,b3312,rpmC,activation,0
b1334,Fnr,b3313,rplP,activation,0
b1334,Fnr,b3314,rpsC,activation,0
b1334,Fnr,b3315,rplV,activation,0
b1334,Fnr,b3316,rpsS,activation,0
b1334,Fnr,b3317,rplB,activation,0
b1334,Fnr,b3318,rplW,activation,0
b1334,Fnr,b3319,rplD,activation,0
b1334,Fnr,b3320,rplC,activation,0
b1334,Fnr,b3321,rpsJ,activation,0
b1334,Fnr,b3365,nirB,activation,1
b1334,Fnr,b3366,nirD,activation,1
b1334,Fnr,b3367,nirC,activation,1
b1334,Fnr,b3368,cysG,activation,1
b1334,Fnr,b3408,feoA,activation,0
b1334,Fnr,b3409,feoB,activation,0
b1334,Fnr,b3410,feoC,activation,0
b1334,Fnr,b3416,malQ,activation,0
b1334,Fnr,b3417,malP,activation,0
b1334,Fnr,b3476,nikA,activation,1
b1334,Fnr,b3477,nikB,activation,1
b1334,Fnr,b3478,nikC,activation,1
b1334,Fnr,b3479,nikD,activation,1
b1334,Fnr,b3480,nikE,activation,1
b1334,Fnr,b3481,nikR,activation,1
b1334,Fnr,b3493,pitA,activation,0
b1334,Fnr,b3515,gadW,repression,0
