Node	AbsOutCoh	AbsInCoh	NodeLevel	Network	FracInCoh	FracOutCoh	Diff_InOutCoh	TotCoh
cg1620	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1624	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1628	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0411	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
aroP	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1151	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg1150	0.0	1.661671499285466	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.661671499285466
cg1153	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg1152	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
tsaD	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1156	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
aroA	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
aroC	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0415	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
aroG	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0142	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
cg1718	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1717	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1716	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1715	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1712	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1711	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2692	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
OasR	1.8393972058573929	0.9831748239573754	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.34832585796646487	0.6516741420335351	-0.30334828406707026	2.8225720298147685
cg2690	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3127	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg0399	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rpi	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rph	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0396	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0397	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg0390	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0391	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0409	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0405	0.0	1.581976706869343	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.581976706869343
cg0154	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0155	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0152	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0153	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0402	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0403	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0378	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3330	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rpmI	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rpmH	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rpmJ	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rpmC	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rpmB	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rpmD	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
lgt	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rpmF	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0710	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg0711	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0713	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
cg0714	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
cg0716	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
acyP	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0970	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0971	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0975	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0976	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0979	1.1036383235144358	0.9831748239573754	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.47113697033608337	0.5288630296639166	-0.05772605932783326	2.086813147471811
fabG	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2716	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2717	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2715	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1848	0.0	1.661671499285466	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.661671499285466
cg0575	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
ripA	15.0	1.581976706869343	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.09540338494227799	0.904596615057722	-0.8091932301154441	16.581976706869344
cg0570	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3373	1.1036383235144358	0.9831748239573754	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.47113697033608337	0.5288630296639166	-0.05772605932783326	2.086813147471811
cg3372	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3371	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3370	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0578	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0579	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3375	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
cg3374	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
cg0376	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0374	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0375	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3179	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg3178	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg0370	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3175	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3174	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3177	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3176	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3173	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3397	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
ackA	0.0	5.296445477963694	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	5.296445477963694
ung	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3398	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2159	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2154	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2155	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2156	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2157	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2151	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2621	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2265	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
oppA	0.0	4.544000496174588	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	4.544000496174588
hmuV	0.0	1.581976706869343	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.581976706869343
mfs	0.0	1.438217375102441	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.438217375102441
cg0662	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
gmk	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
gluQ	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2028	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3004	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3007	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2539	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2849	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3000	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3003	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
sufU	0.0	1.2490912514124577	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.2490912514124577
gluD	0.0	4.544000496174588	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	4.544000496174588
gluB	0.0	4.544000496174588	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	4.544000496174588
cg2025	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2026	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
rpmE2	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
sutR	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1946	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1947	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1944	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0467	0.0	1.581976706869343	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.581976706869343
cg1949	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1433	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1436	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1434	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2447	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2444	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg2443	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2440	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
prpC1	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
hrrA	144.86999618521259	3.702458492759484	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.024920221590095493	0.9750797784099046	-0.9501595568198091	148.57245467797208
clpB	0.0	1.7004332204596686	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.7004332204596686
cg2848	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
lppS	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
nadE	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2842	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
cg2840	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2841	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg4016	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
murI	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1388	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
murA	0.0	4.082754487549465	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	4.082754487549465
cg1386	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
murC	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
murE	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
murG	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1893	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1894	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1546	0.0	1.2557124646334685	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.2557124646334685
cg1545	0.0	1.2557124646334685	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.2557124646334685
cg1543	0.0	1.2557124646334685	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.2557124646334685
lysC	0.0	3.930941767818113	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	3.930941767818113
cg1362	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1360	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
dcd	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
amtR	36.0	3.930941767818113	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.09844350255185343	0.9015564974481466	-0.8031129948962932	39.93094176781811
lysG	1.0	1.0	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.5	0.5	0.0	2.0
ndk	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1098	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1099	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1768	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1769	0.0	4.983930120930392	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	4.983930120930392
rpmG	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1090	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1091	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1092	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1767	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1096	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
mraZ	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
mraY	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1165	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1166	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg1162	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
mcbR	2.57515608820035	0.9831748239573754	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.2763022462576959	0.7236977537423042	-0.44739550748460827	3.558330912157725
cg1169	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0389	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0388	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0382	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0380	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0387	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0384	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0419	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0418	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0144	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
cg0147	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
cg0410	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0417	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0416	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0143	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
cg0414	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
rplM	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
csoR	2.2072766470288716	0.9831748239573754	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.3081616607863501	0.6918383392136499	-0.3836766784272998	3.190451470986247
cg1884	0.0	0.9831748239573754	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.9831748239573754
pth1	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
pth2	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0707	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg0706	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg0704	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0702	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0700	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
arnA1	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0969	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0967	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0965	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0963	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0962	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0960	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2701	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2700	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2703	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2705	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2704	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg2708	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3142	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg0562	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0561	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3143	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
bca	0.0	5.823230134667695	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	5.823230134667695
cg3149	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg0360	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3140	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
pdxR	2.0	1.0	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.3333333333333333	0.6666666666666667	-0.3333333333333334	3.0
pdxS	0.0	2.3058890411492428	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.3058890411492428
pdxT	0.0	2.3058890411492428	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.3058890411492428
cg3146	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
cg3147	0.0	1.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	1.0
arnA2	0.0	2.0	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	2.0
cg2894	0.7357588823429572	0.3678794411714786	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.3333333333333333	0.6666666666666667	-0.3333333333333334	1.1036383235144358
cg2893	0.0	0.3678794411714786	Output	196627_v2020_s21_eStrong_regNetwork_Strong	1.0	0.0	1.0	0.3678794411714786
copR	8.0	1.0	Middle	196627_v2020_s21_eStrong_regNetwork_Strong	0.1111111111111111	0.8888888888888888	-0.7777777777777777	9.0
