Node	AbsOutCoh	AbsInCoh	NodeLevel	Network	FracInCoh	FracOutCoh	Diff_InOutCoh	TotCoh
flu	0.0	49.15479325449385	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	49.15479325449385
ccp	0.0	74.4279495087045	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	74.4279495087045
b4435	0.0	49.15479325449385	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	49.15479325449385
hemF	0.0	73.38286023409026	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	73.38286023409026
gor	0.0	68.77768633905157	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	68.77768633905157
rimK	0.0	48.838665722482475	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.838665722482475
qseB	1913.4506393556103	76.40442636906167	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.03839698060684458	0.9616030193931554	-0.9232060387863108	1989.855065724672
fimF	0.0	65.47403438390907	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	65.47403438390907
fimA	0.0	65.47403438390907	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	65.47403438390907
qseC	0.0	76.40442636906167	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	76.40442636906167
flhC	1895.3565763346296	58.12698574173913	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.029755554062587362	0.9702444459374127	-0.9404888918748253	1953.4835620763688
fimC	0.0	65.47403438390907	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	65.47403438390907
fimD	0.0	65.47403438390907	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	65.47403438390907
flhD	1895.3565763346296	58.12698574173913	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.029755554062587362	0.9702444459374127	-0.9404888918748253	1953.4835620763688
fimG	0.0	65.47403438390907	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	65.47403438390907
fimH	0.0	65.47403438390907	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	65.47403438390907
fimI	0.0	65.47403438390907	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	65.47403438390907
treR	2.0	42.46308659023135	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.9550188672587699	0.04498113274123006	0.9100377345175399	44.46308659023135
mlrA	1906.586250035722	72.34457311883443	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.036557403761851584	0.9634425962381484	-0.9268851924762969	1978.9308231545565
yhbE	0.0	75.64427653142613	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	75.64427653142613
rplU	0.0	75.64427653142613	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	75.64427653142613
rpmA	0.0	75.64427653142613	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	75.64427653142613
ibaG	0.0	74.66320366154869	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	74.66320366154869
obgE	0.0	75.64427653142613	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	75.64427653142613
pdhR	15.595222963033542	68.02502860428015	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.8134994493471537	0.18650055065284632	0.6269988986943074	83.62025156731369
ftsL	0.0	48.92751583427532	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.92751583427532
hha	0.0	50.61604151705771	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	50.61604151705771
ddlB	0.0	48.92751583427532	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.92751583427532
mraZ	6.253950499915136	49.44279060897952	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.8877142472718859	0.11228575272811414	0.7754284945437717	55.696741108894656
mraY	0.0	48.92751583427532	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.92751583427532
murC	0.0	48.92751583427532	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.92751583427532
murD	0.0	48.92751583427532	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.92751583427532
murE	0.0	48.92751583427532	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.92751583427532
murF	0.0	48.92751583427532	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.92751583427532
murG	0.0	48.92751583427532	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.92751583427532
rsmH	0.0	49.44279060897952	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	49.44279060897952
tomB	0.0	50.61604151705771	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	50.61604151705771
hemL	0.0	60.40136079862104	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	60.40136079862104
lpxC	0.0	48.92751583427532	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.92751583427532
ftsI	0.0	48.92751583427532	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.92751583427532
ftsW	0.0	48.92751583427532	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	48.92751583427532
ftsQ	0.0	64.8183589906117	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	64.8183589906117
slyA	1815.9368654034934	0.0	Input	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.0	1.0	-1.0	1815.9368654034934
cas1	0.0	47.69727323294511	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	47.69727323294511
cas2	0.0	47.69727323294511	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	47.69727323294511
casE	0.0	47.69727323294511	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	47.69727323294511
casD	0.0	47.69727323294511	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	47.69727323294511
casA	0.0	40.75112865942838	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	40.75112865942838
casC	0.0	40.75112865942838	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	40.75112865942838
casB	0.0	40.75112865942838	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	40.75112865942838
leuO	1768.6536532212233	60.36680131878943	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.033004989730402605	0.9669950102695974	-0.9339900205391949	1829.0204545400127
paaB	0.0	79.05976198104067	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.05976198104067
paaC	0.0	79.05976198104067	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.05976198104067
paaA	0.0	79.05976198104067	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.05976198104067
paaF	0.0	79.05976198104067	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.05976198104067
paaG	0.0	79.05976198104067	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.05976198104067
paaD	0.0	79.05976198104067	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.05976198104067
paaE	0.0	79.05976198104067	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.05976198104067
paaJ	0.0	79.05976198104067	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.05976198104067
paaK	0.0	79.05976198104067	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.05976198104067
paaH	0.0	79.05976198104067	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.05976198104067
paaI	0.0	79.05976198104067	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.05976198104067
IHF	827.3477592620202	76.95855419534841	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.0851023077579967	0.9148976922420033	-0.8297953844840067	904.3063134573686
pstS	0.0	76.5385183737219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	76.5385183737219
envZ	0.0	36.17184572818552	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	36.17184572818552
pstC	0.0	76.5385183737219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	76.5385183737219
pstA	0.0	76.5385183737219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	76.5385183737219
yjbE	0.0	73.27218111715914	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	73.27218111715914
ulaD	0.0	39.72179543719376	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	39.72179543719376
ulaE	0.0	39.72179543719376	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	39.72179543719376
ulaF	0.0	39.72179543719376	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	39.72179543719376
ulaG	0.0	79.32600046120442	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.32600046120442
ulaA	0.0	39.72179543719376	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	39.72179543719376
ulaB	0.0	39.72179543719376	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	39.72179543719376
ulaC	0.0	39.72179543719376	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	39.72179543719376
pspE	0.0	78.77794530330543	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.77794530330543
hycD	0.0	81.40431897147924	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	81.40431897147924
hycE	0.0	81.40431897147924	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	81.40431897147924
hycF	0.0	81.40431897147924	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	81.40431897147924
tdcF	0.0	83.35681524902336	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	83.35681524902336
hypD	0.0	77.86247833732054	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	77.86247833732054
hypA	0.0	80.40431897147924	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	80.40431897147924
hypC	0.0	77.86247833732054	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	77.86247833732054
hypB	0.0	77.86247833732054	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	77.86247833732054
hycC	0.0	81.40431897147924	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	81.40431897147924
hycB	0.0	81.40431897147924	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	81.40431897147924
pstB	0.0	76.5385183737219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	76.5385183737219
dppA	0.0	79.14066075262804	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.14066075262804
dppB	0.0	79.14066075262804	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.14066075262804
dppD	0.0	79.14066075262804	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.14066075262804
dppF	0.0	79.14066075262804	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.14066075262804
yeiL	1.0	74.97781397209212	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.9868382630702258	0.013161736929774182	0.9736765261404516	75.97781397209212
dppC	0.0	79.14066075262804	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.14066075262804
proX	0.0	38.17568733384023	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	38.17568733384023
proW	0.0	38.17568733384023	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	38.17568733384023
atoE	0.0	79.32600046120442	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.32600046120442
cysH	0.0	80.50854019379952	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	80.50854019379952
b4441	0.0	78.38252382084526	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.38252382084526
cysJ	0.0	79.50854019379952	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.50854019379952
folA	0.0	81.97492574677122	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	81.97492574677122
yjbG	0.0	73.27218111715914	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	73.27218111715914
cysI	0.0	79.50854019379952	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.50854019379952
yjbF	0.0	73.27218111715914	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	73.27218111715914
dcuD	0.0	78.32600046120442	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.32600046120442
hipA	4.878057832409219	74.08395156930209	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.9382227242015514	0.061777275798448605	0.8764454484031028	78.9620094017113
atoB	0.0	79.32600046120442	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.32600046120442
sodB	0.0	39.91581531006908	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	39.91581531006908
uspB	0.0	70.62593671063983	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	70.62593671063983
rpoH	1701.5564329222027	73.39207807201348	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.04134884906092503	0.9586511509390749	-0.9173023018781499	1774.9485109942161
yadV	0.0	76.66965627552231	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	76.66965627552231
atoD	0.0	79.32600046120442	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.32600046120442
htrE	0.0	76.66965627552231	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	76.66965627552231
sgbH	0.0	79.50140013424219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.50140013424219
pspH	0.0	78.77794530330543	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.77794530330543
pspG	0.0	78.77794530330543	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.77794530330543
rtcB	0.0	79.0007913413393	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.0007913413393
rtcA	0.0	79.0007913413393	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.0007913413393
pspD	0.0	78.77794530330543	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.77794530330543
pspC	0.0	78.77794530330543	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.77794530330543
pspB	0.0	78.77794530330543	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.77794530330543
pspA	0.0	78.77794530330543	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.77794530330543
tyrP	0.0	34.13547927601861	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	34.13547927601861
sgbU	0.0	79.50140013424219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.50140013424219
yjbH	0.0	73.27218111715914	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	73.27218111715914
sgbE	0.0	79.50140013424219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.50140013424219
proV	0.0	38.17568733384023	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	38.17568733384023
tcyJ	0.0	74.94232726779953	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	74.94232726779953
phoU	0.0	76.5385183737219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	76.5385183737219
fliZ	1843.237112499707	74.57444782662806	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.038885180050712835	0.9611148199492872	-0.9222296398985743	1917.8115603263352
fhlA	30.0	60.034421293638	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.6667941041997917	0.3332058958002083	0.33358820839958336	90.03442129363799
ihfA	903.8936122305943	70.62593671063983	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.07247257049627308	0.9275274295037269	-0.8550548590074538	974.5195489412341
ihfB	903.8936122305943	75.7128217064586	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.07728902045096583	0.9227109795490341	-0.8454219590980683	979.6064339370529
fliA	1886.2618013203012	74.57444782662806	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.03803196103655877	0.9619680389634412	-0.9239360779268824	1960.8362491469293
tdcE	0.0	83.35681524902336	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	83.35681524902336
tdcD	0.0	83.35681524902336	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	83.35681524902336
tdcG	0.0	83.35681524902336	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	83.35681524902336
tdcA	7.0	83.35681524902336	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.9225293633832932	0.07747063661670683	0.8450587267665863	90.35681524902336
hycA	0.0	81.40431897147924	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	81.40431897147924
tdcC	0.0	83.35681524902336	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	83.35681524902336
tdcB	0.0	83.35681524902336	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	83.35681524902336
mtr	0.0	43.67837722234734	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	43.67837722234734
hycH	0.0	81.40431897147924	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	81.40431897147924
hycI	0.0	81.40431897147924	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	81.40431897147924
ibpB	0.0	78.28405328967523	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.28405328967523
yiaK	0.0	79.50140013424219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.50140013424219
atoA	0.0	79.32600046120442	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.32600046120442
yiaM	0.0	79.50140013424219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.50140013424219
yiaL	0.0	79.50140013424219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.50140013424219
yiaO	0.0	79.50140013424219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.50140013424219
yiaN	0.0	79.50140013424219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.50140013424219
sdhX	2.0	68.84679553126158	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.9717700711090386	0.02822992889096143	0.9435401422180771	70.84679553126158
lyx	0.0	79.50140013424219	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	79.50140013424219
b4408	0.0	80.56548968312505	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	80.56548968312505
glnH	0.0	78.0007913413393	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.0007913413393
gcd	0.0	77.34322649321652	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	77.34322649321652
fimB	0.0	68.40457645521094	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	68.40457645521094
hpt	0.0	38.72179543719376	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	38.72179543719376
glnP	0.0	78.0007913413393	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.0007913413393
paaZ	0.0	58.99165539766145	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	58.99165539766145
amiA	0.0	36.17184572818552	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	36.17184572818552
hipB	4.4703017147959505	74.08395156930209	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.9430928113003795	0.056907188699620526	0.886185622600759	78.55425328409804
plaR	3.6787944117147857	30.741538213515952	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.8931214741074827	0.10687852589251734	0.7862429482149653	34.420332625230735
hycG	0.0	81.40431897147924	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	81.40431897147924
sucA	0.0	68.84679553126158	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	68.84679553126158
sucC	0.0	68.84679553126158	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	68.84679553126158
sucB	0.0	68.84679553126158	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	68.84679553126158
sucD	0.0	68.84679553126158	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	68.84679553126158
hypE	0.0	77.86247833732054	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	77.86247833732054
sraG	1.0	75.67661642212137	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.9869582142945017	0.013041785705498299	0.9739164285890034	76.67661642212137
napC	0.0	70.64473878346169	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	70.64473878346169
yecR	0.0	63.128319379635116	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	63.128319379635116
dmsD	0.0	78.39506777331306	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	78.39506777331306
ompX	0.0	26.645192212125966	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	26.645192212125966
napA	0.0	70.64473878346169	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	70.64473878346169
gcvP	0.0	60.44312133732954	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	60.44312133732954
gcvT	0.0	60.44312133732954	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	60.44312133732954
gcvH	0.0	60.44312133732954	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	60.44312133732954
ygbA	0.0	58.12271203352347	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	58.12271203352347
ychO	0.0	58.12271203352347	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	58.12271203352347
acrF	0.0	57.95074477303983	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	57.95074477303983
rplT	0.0	71.27519570017736	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	71.27519570017736
rplS	0.0	71.27519570017736	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	71.27519570017736
cheR	0.0	70.75269219451768	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	70.75269219451768
nrdG	0.0	64.78647010580215	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	64.78647010580215
bcsZ	0.0	58.12271203352347	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	58.12271203352347
cheZ	0.0	70.75269219451768	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	70.75269219451768
cheY	0.0	70.75269219451768	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	70.75269219451768
ytfE	0.0	58.56002264193657	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	58.56002264193657
sdhA	0.0	75.1077748060957	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	75.1077748060957
bcsB	0.0	58.12271203352347	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	58.12271203352347
cheB	0.0	70.75269219451768	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	70.75269219451768
trmD	0.0	71.27519570017736	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	71.27519570017736
pepT	0.0	58.12271203352347	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	58.12271203352347
ccmH	0.0	71.38508321376332	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	71.38508321376332
b4699	19.245021566261986	74.45438843987267	Middle	511145_v2022_sRDB22_eStrong_regNetwork_Strong	0.794608935477801	0.20539106452219902	0.589217870955602	93.69941000613466
ccmE	0.0	71.38508321376332	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	71.38508321376332
ccmD	0.0	71.38508321376332	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	71.38508321376332
ccmF	0.0	71.38508321376332	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	71.38508321376332
dcuS	0.0	77.5782031264434	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	77.5782031264434
nikD	0.0	60.56838370526855	Output	511145_v2022_sRDB22_eStrong_regNetwork_Strong	1.0	0.0	1.0	60.56838370526855
