Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
DRX019539	DRR021386	2016-04-18 10:58:11	2016-04-18 11:04:19	10480809	838464720	0	80	480		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/DRR021386/DRR021386.1	GAII05_8	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina Genome Analyzer IIx	DRP003075	PRJDB2960	2	317559	DRS026983	SAMD00018587	simple	83333	Escherichia coli K-12	SAMD00018587							no					KEIO-IAB	DRA002329		public	18D5C81DB13951E6EDC96FD429797BD1	F20CB8A6A2D36C20CB85BE9F4EE4E2B5		
DRX019542	DRR021389	2016-04-18 10:58:11	2016-04-18 11:04:26	20217934	2021793400	0	100	956		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/DRR021389/DRR021389.1	GAII08_10	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina Genome Analyzer IIx	DRP003075	PRJDB2960	2	317559	DRS026976	SAMD00018590	simple	83333	Escherichia coli K-12	SAMD00018590							no					KEIO-IAB	DRA002332		public	446DF5A768534E78D3AB37E24F79FA07	5D83358C7D1902FBAFC4D91563A6C7D6		
DRX019545	DRR021392	2016-04-18 10:58:11	2016-04-18 11:03:44	37715105	1357743780	0	36	766		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/DRR021392/DRR021392.1	GAII06_2	RNA-Seq	RT-PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina Genome Analyzer IIx	DRP003075	PRJDB2960	2	317559	DRS026975	SAMD00018593	simple	83333	Escherichia coli K-12	SAMD00018593							no					KEIO-IAB	DRA002335		public	6BDF36EF5230432C8963226C06961438	A702D36D24F9B9463A0E18AC817EC9F1		
DRX021104	DRR023050	2021-08-08 13:10:53	2021-08-08 13:09:26	15144738	3059237076	15144738	202	1823		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023050	BHY187-1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200394	SAMD00019994	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019994							no					UTGSFSCB-ML	DRA002514		public	E07A0DA4F6F9AFEB4EB7E14186A59E60	3246E38592E8B36BBD55F1653192301A		
DRX021105	DRR023051	2021-08-08 13:10:53	2021-08-08 13:11:37	14421218	2913086036	14421218	202	1725		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023051	BHY187-2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200394	SAMD00019994	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019994							no					UTGSFSCB-ML	DRA002514		public	5863F88938EC7C4B0A60CA5F92023404	4470DE9884845BF0E037D647DC25DB16		
DRX021106	DRR023052	2021-08-08 13:10:53	2021-08-08 13:12:17	8195758	1655543116	8195758	202	988		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023052	BHY188-1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200395	SAMD00019995	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019995							no					UTGSFSCB-ML	DRA002514		public	3531667BEFB88B282AE5E177839168F5	F82884AAF614B8B02C776895EFB1AE4D		
DRX021107	DRR023053	2021-08-08 13:10:53	2021-08-08 13:10:18	12529904	2531040608	12529904	202	1507		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023053	BHY188-2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200395	SAMD00019995	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019995							no					UTGSFSCB-ML	DRA002514		public	0642D227562569DD67C4BA042C405CF5	2CF9FE56C6D6843AFB3D50F3B14734AA		
DRX021108	DRR023054	2021-08-08 13:10:53	2021-08-08 13:10:05	7137702	1441815804	7137702	202	855		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023054	BHY189-1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200396	SAMD00019996	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019996							no					UTGSFSCB-ML	DRA002514		public	692A2AF439672C6E10E7CBB2A21376AD	83F1ACC94759D9239F303092A3740B0A		
DRX021109	DRR023055	2021-08-08 13:10:53	2021-08-08 13:09:38	6240969	1260675738	6240969	202	754		https://sra-download.ncbi.nlm.nih.gov/traces/dra1/DRR/000022/DRR023055	BHY189-2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200396	SAMD00019996	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019996							no					UTGSFSCB-ML	DRA002514		public	914CCFADD20F13B359D514485B3EE649	1FCE59223D45AC73F230F80003AD531D		
DRX021110	DRR023056	2021-08-08 13:10:53	2021-08-08 13:11:28	26732510	5399967020	26732510	202	3217		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023056	BHY193-1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200397	SAMD00019997	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019997							no					UTGSFSCB-ML	DRA002514		public	28E7C4D9D7901AE9961988890C293B1B	D9051AA727B47ABA5CEFD4302F8C7CFA		
DRX021111	DRR023057	2021-08-08 13:10:53	2021-08-08 13:12:45	12074885	2439126770	12074885	202	1538		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023057	BHY212-1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200398	SAMD00019998	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019998							no					UTGSFSCB-ML	DRA002514		public	E87D75995A32785B3067603B1E08E4D3	E89ED5FB1946BA86661B5C0A543EAA28		
DRX021112	DRR023058	2021-08-08 13:10:53	2021-08-08 13:11:20	10215725	2063576450	10215725	202	1249		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023058	BHY212-2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200398	SAMD00019998	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019998							no					UTGSFSCB-ML	DRA002514		public	7F15ACF0D91399F450DDC470489863BD	8DF0255B51858BD4434393820EC4B680		
DRX021113	DRR023059	2021-08-08 13:10:53	2021-08-08 13:11:57	20385699	4117911198	20385699	202	2593		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000022/DRR023059	BHY193-2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200397	SAMD00019997	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00019997							no					UTGSFSCB-ML	DRA002514		public	F510E0B2C0833B740E1B27C989883585	76BD412944B5AE0ECB7D458FBF6D0402		
DRX031195	DRR034562	2021-08-08 13:31:56	2021-08-08 13:26:21	26592329	5318465800	26592329	200	3471		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034562	BHY187_exp_SS replicate2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200436	SAMD00029363	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029363							no					UTGSFSCB-ML	DRA003540		public	D6FF9C242FF352361F365ECADD3198D3	8806606F407FAF7129B107F7FCEA3326		
DRX031196	DRR034563	2021-08-08 13:31:56	2021-08-08 13:30:23	26117419	5223483800	26117419	200	3410		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034563	BHY187_exp_SS replicate1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200436	SAMD00029363	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029363							no					UTGSFSCB-ML	DRA003540		public	1AE27455620462CA5FB6AD8BB4C758FA	4EB87DC3F93355B15FFF75D462DB16D9		
DRX031197	DRR034564	2021-08-08 13:31:56	2021-08-08 13:27:36	19594506	3918901200	19594506	200	2556		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034564	BHY193_exp_SS replicate1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200438	SAMD00029365	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029365							no					UTGSFSCB-ML	DRA003540		public	26DAD86B88613017FFCB60F8BC82B891	B8C9A63BB87AE2D0BAF1607DD02460F8		
DRX031198	DRR034565	2021-08-08 13:31:56	2021-08-08 13:27:10	17681516	3536303200	17681516	200	2308		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034565	BHY193_exp_SS replicate3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200438	SAMD00029365	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029365							no					UTGSFSCB-ML	DRA003540		public	5DAC8FF86C907BED73FDF4A5948B3910	EBFAB44C6E9E59A4DBF527F3E24C290B		
DRX031199	DRR034566	2021-08-08 13:31:56	2021-08-08 13:27:54	21509141	4301828200	21509141	200	2797		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034566	BHY212_exp_SS replicate1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200440	SAMD00029367	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029367							no					UTGSFSCB-ML	DRA003540		public	DFB61132D85EE685087A359405F682B7	48E602B30E6FB4EE6A3DF28CB697BBD1		
DRX031200	DRR034567	2021-08-08 13:31:56	2021-08-08 13:26:49	16742873	3348574600	16742873	200	2193		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034567	BHY212_exp_SS replicate2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200440	SAMD00029367	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029367							no					UTGSFSCB-ML	DRA003540		public	D2DD731E654E6DA78DC18995C8F5394D	8B70ABF43D82087DA231938CAD2727B7		
DRX031201	DRR034568	2021-08-08 13:31:56	2021-08-08 13:27:51	21842790	4368558000	21842790	200	2845		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034568	BHY193_exp_SS replicate2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200438	SAMD00029365	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029365							no					UTGSFSCB-ML	DRA003540		public	557C76B29EF198422DF31E9049D14FBE	52ACA7D7F25840A3911CE366BB2C89EB		
DRX031202	DRR034569	2021-08-08 13:31:57	2021-08-08 13:27:05	29379411	5875882200	29379411	200	3807		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034569	BHY187_exp_SS replicate3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200436	SAMD00029363	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029363							no					UTGSFSCB-ML	DRA003540		public	7A997C6C74AE5E24EE6DE887921F35AC	82AFDD4BA67DBB7B69BD8A810D46F8F8		
DRX031203	DRR034570	2021-08-08 13:31:57	2021-08-08 13:28:04	26565222	5313044400	26565222	200	3459		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034570	BHY212_exp_SS replicate3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200440	SAMD00029367	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029367							no					UTGSFSCB-ML	DRA003540		public	9B25472502340FA885E0206FF30AEEC1	E9B7F82E1979A09A77206B2789576452		
DRX031204	DRR034571	2021-08-08 13:31:57	2021-08-08 13:26:19	8414098	1682819600	8414098	200	1097		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034571	BHY187_stat_SS replicate 1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200437	SAMD00029364	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029364							no					UTGSFSCB-ML	DRA003540		public	64E79CA9E8C595ECB94DD46125704AC4	929C4EEFC59DCBBD7ED53BB917B8EBB0		
DRX031205	DRR034572	2021-08-08 13:31:57	2021-08-08 13:25:59	6558511	1311702200	6558511	200	860		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034572	BHY193_stat_SS replicate 2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200439	SAMD00029366	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029366							no					UTGSFSCB-ML	DRA003540		public	3C1842E548A59B263172033DD9912C4E	ACA1ECB6BD7F9EF48C8B6841E113309C		
DRX031206	DRR034573	2021-08-08 13:31:57	2021-08-08 13:27:45	13646328	2729265600	13646328	200	1778		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034573	BHY212_stat_SS replicate 1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200441	SAMD00029368	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029368							no					UTGSFSCB-ML	DRA003540		public	5CC6009E86E9903F4C8293D886AD992B	662EA32F5F4C70CF4C2A7C92B923E588		
DRX031207	DRR034574	2021-08-08 13:31:57	2021-08-08 13:28:17	17680351	3536070200	17680351	200	2300		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034574	BHY187_stat_SS replicate 2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200437	SAMD00029364	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029364							no					UTGSFSCB-ML	DRA003540		public	B78DC0CB8C62576368A306CE3C9CB2D7	E09486DA91775316C0F94910844620CE		
DRX031208	DRR034575	2021-08-08 13:31:57	2021-08-08 13:30:27	24906114	4981222800	24906114	200	3261		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034575	BHY212_stat_SS replicate 3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200441	SAMD00029368	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029368							no					UTGSFSCB-ML	DRA003540		public	457A873F653C9E8B3B06E2F76D8424BF	F6C7B367D761896DB6FFE6D2128189FD		
DRX031209	DRR034576	2021-08-08 13:31:57	2021-08-08 13:25:39	18056867	3611373400	18056867	200	2359		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034576	BHY187_stat_SS replicate 3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200437	SAMD00029364	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029364							no					UTGSFSCB-ML	DRA003540		public	F37C3D93B7386474A67EAF50FE9D9551	67CD622429E460FEAB6F4826555F0088		
DRX031210	DRR034577	2021-08-08 13:31:58	2021-08-08 13:29:19	21056572	4211314400	21056572	200	2751		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034577	BHY193_stat_SS replicate 3	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200439	SAMD00029366	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029366							no					UTGSFSCB-ML	DRA003540		public	9EE700FDB8079F3D7B9643D096879186	831AED9F601CFB2E1782FF0CC08B82C0		
DRX031211	DRR034578	2021-08-08 13:31:58	2021-08-08 13:29:28	32583175	6516635000	32583175	200	4272		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034578	BHY212_stat_SS replicate 2	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200441	SAMD00029368	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029368							no					UTGSFSCB-ML	DRA003540		public	C14F72120776258B9480EF882EC5D897	097CB4F5263A584C5AB8C43057D2338B		
DRX031212	DRR034579	2021-08-08 13:31:58	2021-08-08 13:26:42	19598872	3919774400	19598872	200	2568		https://sra-download.ncbi.nlm.nih.gov/traces/dra2/DRR/000033/DRR034579	BHY193_stat_SS replicate 1	RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP007589	PRJDB3140		753011	DRS200439	SAMD00029366	simple	511145	Escherichia coli str. K-12 substr. MG1655	SAMD00029366							no					UTGSFSCB-ML	DRA003540		public	A31B9624D8415C009AE2CA7723E9F728	BCA2563F2693CC18C89623AA3F28C802		
DRX083338	DRR089608	2019-03-17 16:37:20	2019-06-14 09:06:18	282202409	56440481800	282202409	200	42674		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR089608/DRR089608.1	Escherichia coli MY205_E1	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	284	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090633	SAMD00076819	simple	562	Escherichia coli	SAMD00076819							no					AIST	DRA005649		public	FD78FAE14ABCAFC0B6649E64867F4F37	C61A17C82A0C64B76A1582714CC71315		
DRX083339	DRR089609	2019-03-17 16:37:20	2019-06-14 03:48:52	251403043	50280608600	251403043	200	36535		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR089609/DRR089609.1	Escherichia coli MY205_E2	RNA-Seq	other	TRANSCRIPTOMIC	PAIRED	257	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090634	SAMD00076820	simple	562	Escherichia coli	SAMD00076820							no					AIST	DRA005649		public	5AAB38F9095DD2114930C7A232D54A55	3299AA82FF2A88045C0D74D52C534A23		
DRX083340	DRR089610	2019-03-17 16:37:20	2019-06-13 21:37:05	13871403	2774280600	13871403	200	1666		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR089610/DRR089610.1	Escherichia coli MY205_71	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	184	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090635	SAMD00076821	simple	562	Escherichia coli	SAMD00076821							no					AIST	DRA005649		public	7BCD7B8968AACCD7E00FCB5ABBCD7958	1FA388E584A19771E49975A318CBDFFC		
DRX083341	DRR089611	2019-03-17 16:37:20	2019-06-14 00:51:32	15829928	3165985600	15829928	200	1881		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR089611/DRR089611.1	Escherichia coli MY205_11	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	189	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090636	SAMD00076822	simple	562	Escherichia coli	SAMD00076822							no					AIST	DRA005649		public	77EF4FC9B18460F750299F058993A690	CB373C8D0214BDFA77BD41166A926539		
DRX083342	DRR089612	2019-03-17 16:37:20	2019-06-13 21:33:53	10731193	2146238600	10731193	200	1289		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR089612/DRR089612.1	Escherichia coli MY205_12	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	183	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090637	SAMD00076823	simple	562	Escherichia coli	SAMD00076823							no					AIST	DRA005649		public	D0E682398B001A9DC57F308F68A1564E	157085609F336EC0A69D34033AC841F7		
DRX083343	DRR089613	2019-03-17 16:37:20	2019-06-13 21:21:03	9782350	1956470000	9782350	200	1196		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR089613/DRR089613.1	Escherichia coli MY205_61	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	184	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090638	SAMD00076824	simple	562	Escherichia coli	SAMD00076824							no					AIST	DRA005649		public	C3410E939EB48F9E2B1E8C0F1E614A4A	6E902D4B872AB9DD284967907AFAC7C5		
DRX083344	DRR089614	2019-03-17 16:37:20	2019-06-13 21:45:03	21253405	4250681000	21253405	200	2526		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR089614/DRR089614.1	Escherichia coli MY205_72	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	188	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090639	SAMD00076825	simple	562	Escherichia coli	SAMD00076825							no					AIST	DRA005649		public	EE14D1CF13028C58023F2FDA4E3C0E44	3897C2D46BF4D13A6CB564FAAE208641		
DRX083345	DRR089615	2019-03-17 16:37:20	2019-06-13 21:30:57	10737814	2147562800	10737814	200	1271		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR089615/DRR089615.1	Escherichia coli MY205_81	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	180	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090640	SAMD00076826	simple	562	Escherichia coli	SAMD00076826							no					AIST	DRA005649		public	5667F713B0632A6F2EFE17EDC980AEFD	BA4D067195D1CD067B93F37E0D825B9B		
DRX083346	DRR089616	2019-03-17 16:37:21	2019-06-13 21:32:04	9817140	1963428000	9817140	200	1188		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR089616/DRR089616.1	Escherichia coli MY205_82	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	185	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090641	SAMD00076827	simple	562	Escherichia coli	SAMD00076827							no					AIST	DRA005649		public	0A480372DEE5D50CC7AC17ABB44719D9	D567C49C925075420A386E201537BCD3		
DRX083347	DRR089617	2019-03-17 16:37:21	2019-06-13 21:34:22	9888115	1977623000	9888115	200	1184		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR089617/DRR089617.1	Escherichia coli MY205_E1	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	195	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090642	SAMD00076828	simple	562	Escherichia coli	SAMD00076828							no					AIST	DRA005649		public	E235DAA3CCC32E87D7A98FE619AF6EA7	8C55ECE7F2BA6ADBD4758FA1E70A5B25		
DRX083348	DRR089618	2019-03-17 16:37:21	2019-06-13 21:52:52	22785430	4557086000	22785430	200	2728		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/DRR089618/DRR089618.1	Escherichia coli MY205_E2	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	186	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090643	SAMD00076829	simple	562	Escherichia coli	SAMD00076829							no					AIST	DRA005649		public	963C4C48701E99E4638E001F44A54703	4BC60D4A7A0A4B00C1B33AEBB12C06E6		
DRX083349	DRR089619	2019-03-17 16:37:21	2019-06-13 21:27:22	8204640	1640928000	8204640	200	975		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR089619/DRR089619.1	Escherichia coli MY205_62	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	186	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090644	SAMD00076830	simple	562	Escherichia coli	SAMD00076830							no					AIST	DRA005649		public	1F1EB8DF20D0A498763B715EB0A24A08	253FD55E616B655256BE90CE1E14E81C		
DRX083350	DRR089620	2019-03-17 16:37:21	2019-06-13 21:19:20	8925140	1785028000	8925140	200	1013		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/DRR089620/DRR089620.1	Escherichia coli MY205_92	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	175	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090645	SAMD00076831	simple	562	Escherichia coli	SAMD00076831							no					AIST	DRA005649		public	9D65C88D465E7E0A56EE10B6EF816124	D7535848D45277635AB5A1A7F8382366		
DRX083351	DRR089621	2019-03-17 16:37:21	2019-06-13 21:26:07	11044730	2208946000	11044730	200	1242		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/DRR089621/DRR089621.1	Escherichia coli MY205_91	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC	PAIRED	177	0	ILLUMINA	Illumina HiSeq 2500	DRP004898	PRJDB5627		527729	DRS090646	SAMD00076832	simple	562	Escherichia coli	SAMD00076832							no					AIST	DRA005649		public	B25684A18D7294533B31DF4FB0171F92	5CFFC18493010EFE8F6058AE8A6BDF76		
