Experiment	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	BioSample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	R1	R2
SRX581902	SRR1363664	2017-05-30 17:57:05	2014-06-09 18:24:57	6235541	311777050	0	50	205		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363664/SRR1363664.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630527	SAMN02847841	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406491							no					GEO	SRA169709		public	B90436BD7173F8CD31FCF65B03D55CDC	5AE0AE102B0E5E291CD59569BE9729EB		
SRX581903	SRR1363665	2017-05-30 17:57:05	2014-06-09 18:25:42	4989537	249476850	0	50	166		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363665/SRR1363665.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630528	SAMN02847843	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406492							no					GEO	SRA169709		public	7E5964EFD7020C4E0B668AB684C1DF3E	5709B67E94E9E4A29E86D039B389F347		
SRX581904	SRR1363666	2017-05-30 17:57:05	2014-06-09 18:24:21	11661	583050	0	50	0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363666/SRR1363666.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630529	SAMN02847865	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406493							no					GEO	SRA169709		public	6A12B9D390DA5E38E205F78FF48ADA54	809283EAEB3E6BBFC3BA04D6FA152D0B		
SRX581905	SRR1363667	2017-05-30 17:57:05	2014-06-09 18:24:41	2859184	142959200	0	50	96		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363667/SRR1363667.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630530	SAMN02847839	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406494							no					GEO	SRA169709		public	EF406DD2A834D9199858040CBFD813B3	E6FDB48CDFF29BCB29000476E8F3B5E1		
SRX581906	SRR1363668	2017-05-30 17:57:05	2014-06-09 18:25:09	6639692	331984600	0	50	221		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363668/SRR1363668.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630531	SAMN02847846	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406495							no					GEO	SRA169709		public	F65D3EDD472F78F202A04B7026BD8127	4FC2632A365D12DFD8357FF3866EFE78		
SRX581907	SRR1363669	2017-05-30 17:57:05	2014-06-09 18:24:34	1770160	88508000	0	50	59		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363669/SRR1363669.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630532	SAMN02847842	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406496							no					GEO	SRA169709		public	51BC39DB9D519A3BED98CCFD72565DF4	4943715FB13A1AF8BCD4533D6F63E19E		
SRX581908	SRR1363670	2017-05-30 17:57:05	2014-06-09 18:24:45	3708593	185429650	0	50	124		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363670/SRR1363670.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630534	SAMN02847844	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406497							no					GEO	SRA169709		public	278279876DB04BA9058BDB18A7C0EFF3	5CE948EEFB907EAEE47322152ED5B52C		
SRX581909	SRR1363671	2017-05-30 17:57:05	2014-06-09 18:24:51	2784706	139235300	0	50	93		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363671/SRR1363671.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630533	SAMN02847845	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406498							no					GEO	SRA169709		public	CD59F4CD1CA1BB48AEC9FB02B6EAC2D5	79E62025EE639517BDA56421F8417050		
SRX581910	SRR1363672	2017-05-30 17:57:05	2014-06-09 18:24:45	1512338	75616900	0	50	50		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363672/SRR1363672.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630535	SAMN02847863	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406499							no					GEO	SRA169709		public	6C1E2DA6B4D5A338C2DC713B88625DBA	AA5E11DB17765E67D1CBF33D4191C54A		
SRX581911	SRR1363673	2017-05-30 17:57:05	2014-06-09 18:25:35	8749988	437499400	0	50	292		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363673/SRR1363673.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630536	SAMN02847848	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406500							no					GEO	SRA169709		public	83ED10A75916C29C48E3302CA451558C	FEB9DFAB53DFD46B23D51FAB9C2C1229		
SRX581912	SRR1363674	2017-05-30 17:57:05	2014-06-09 18:24:56	3689301	184465050	0	50	123		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363674/SRR1363674.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630537	SAMN02847854	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406501							no					GEO	SRA169709		public	2DE54866878D3F6849D67FA76E9551F4	07E560971B5255B76A0A8003AE39DA12		
SRX581913	SRR1363675	2017-05-30 17:57:05	2014-06-09 18:25:41	6784001	339200050	0	50	227		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363675/SRR1363675.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630538	SAMN02847853	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406502							no					GEO	SRA169709		public	B18C141E16D6A8C1B712A9CDDB4F2D2A	9B318F986AF429F6C800A5BCB315C2E9		
SRX581914	SRR1363676	2017-05-30 17:57:05	2014-06-09 18:26:50	4728679	236433950	0	50	157		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363676/SRR1363676.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630540	SAMN02847850	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406503							no					GEO	SRA169709		public	FBB0E92C65EC80DE9507AB6C046F20FA	06BEE31024D708BA6988E4971679F4EC		
SRX581915	SRR1363677	2017-05-30 17:57:05	2014-06-09 18:27:58	20052	1002600	0	50	0		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363677/SRR1363677.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630539	SAMN02847855	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406504							no					GEO	SRA169709		public	F0C812E7A2A51D4EC7B2DF7D402FAAAA	22210288FD56CA01E6D305B5FBF517F8		
SRX581916	SRR1363678	2017-05-30 17:57:05	2014-06-09 18:28:07	1414567	70728350	0	50	45		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363678/SRR1363678.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630541	SAMN02847849	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406505							no					GEO	SRA169709		public	43FA61A8AA1604555C7D3B3AE7A47BE3	E46308201D080408E55E34D6B77416C4		
SRX581917	SRR1363679	2017-05-30 17:57:05	2014-06-09 18:28:13	1940926	97046300	0	50	65		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363679/SRR1363679.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630543	SAMN02847852	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406506							no					GEO	SRA169709		public	88796BAF46A8644509A317245A923BFA	958997011EB385BB11770CBCD3772697		
SRX581918	SRR1363680	2017-05-30 17:57:05	2014-06-09 18:28:07	1371729	68586450	0	50	46		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363680/SRR1363680.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630542	SAMN02847851	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406507							no					GEO	SRA169709		public	C483F9307D07B5B18BD3A188F5146EE3	E35D5142E9263D480765D8A2522495A8		
SRX581919	SRR1363681	2017-05-30 17:57:05	2014-06-09 18:28:15	2257269	112863450	0	50	75		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363681/SRR1363681.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630544	SAMN02847859	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406508							no					GEO	SRA169709		public	9121CBFA880EB3FB87D37F430ED8F96D	F619B616F6823BB00BFA30483FDA15FF		
SRX581920	SRR1363682	2017-05-30 17:57:05	2014-06-09 18:28:13	2297453	114872650	0	50	76		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363682/SRR1363682.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630545	SAMN02847868	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406509							no					GEO	SRA169709		public	CF9608A2511C64BAA8320646BB833D84	364259F25346AC6AE08440E2635405E1		
SRX581921	SRR1363683	2017-05-30 17:57:05	2014-06-09 18:28:36	5320352	266017600	0	50	177		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363683/SRR1363683.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630546	SAMN02847856	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406510							no					GEO	SRA169709		public	05D8F3EB10D3F3F8961829BB97EE576B	9CB72893B07E2821C50ECD0BFD6DD77E		
SRX581922	SRR1363684	2017-05-30 17:57:05	2014-06-09 18:28:41	6533419	326670950	0	50	217		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363684/SRR1363684.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630550	SAMN02847869	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406511							no					GEO	SRA169709		public	A0C93058E1721E48083A9FA093664B7E	43F16A21C253A121AAB5083290B14DEB		
SRX581923	SRR1363685	2017-05-30 17:57:05	2014-06-09 18:28:42	5416491	270824550	0	50	176		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363685/SRR1363685.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630547	SAMN02847862	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406512							no					GEO	SRA169709		public	7CF90EB433B3DA3FC13FFF312B324CE9	411FA5B16F2884A43D7FDA8875A1875A		
SRX581924	SRR1363686	2017-05-30 17:57:05	2014-06-09 18:28:44	6902507	345125350	0	50	233		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363686/SRR1363686.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630548	SAMN02847861	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406513							no					GEO	SRA169709		public	E8689096D5A16B7B7A3D805A639CAB9F	1A3712B35789FCA7B70240A4B9D05D9C		
SRX581925	SRR1363687	2017-05-30 17:57:05	2014-06-09 18:28:48	7001721	350086050	0	50	232		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363687/SRR1363687.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630549	SAMN02847864	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406514							no					GEO	SRA169709		public	8BE7650B165DB2FB80DC164379CB263B	B47A5A88F94648F92023D98D5B649318		
SRX581926	SRR1363688	2017-05-30 17:57:05	2014-06-09 18:30:24	6335127	316756350	0	50	220		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363688/SRR1363688.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630551	SAMN02847858	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406515							no					GEO	SRA169709		public	8C8D79B7ABA07E1CF059C905C2C8D89E	E1DBE6F335ACA3A6C9A781A2C8A55E72		
SRX581927	SRR1363689	2017-05-30 17:57:05	2014-06-09 18:31:00	12392418	619620900	0	50	428		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363689/SRR1363689.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630552	SAMN02847870	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406516							no					GEO	SRA169709		public	BBD78A1D7959B9E351D82C93E5810C56	6E2289B9B4110D05797864617BE174F7		
SRX581928	SRR1363690	2017-05-30 17:57:05	2014-06-09 18:30:33	8943862	447193100	0	50	311		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363690/SRR1363690.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630554	SAMN02847860	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406517							no					GEO	SRA169709		public	D9BEF1A10403C2C4BFCBDCCB25874BB3	D6E53A2A150EAC949D7F317A9B201365		
SRX581929	SRR1363691	2017-05-30 17:57:05	2014-06-09 18:32:29	24595087	1229754350	0	50	846		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363691/SRR1363691.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630553	SAMN02847857	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406518							no					GEO	SRA169709		public	EB5F0F9378072B7098EE507E01EB4CA2	7492CCEEB0C99396C5270DF1511473C4		
SRX581930	SRR1363692	2017-05-30 17:57:05	2014-06-09 18:30:27	8773198	438659900	0	50	303		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363692/SRR1363692.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630555	SAMN02847867	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406519							no					GEO	SRA169709		public	B58DE0C8E92EFAF85E85947D23535AFA	299986DE701FECC05DB44AB49B212677		
SRX581931	SRR1363693	2017-05-30 17:57:05	2014-06-09 18:31:00	14635874	731793700	0	50	505		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363693/SRR1363693.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630556	SAMN02847866	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406520							no					GEO	SRA169709		public	B9D0555B7D75D3DC697F26E1DF5F8DC3	3A7891088CC060EBF6CD4084C781B842		
SRX581932	SRR1363694	2017-05-30 17:57:05	2014-06-09 18:31:11	14212567	710628350	0	50	492		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363694/SRR1363694.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630557	SAMN02847872	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406521							no					GEO	SRA169709		public	0037D29FD0E324C5616460F0C6A2C835	5DD13A306CCAD66A17205822E922B3EF		
SRX581933	SRR1363695	2017-05-30 17:57:05	2014-06-09 18:30:55	12206749	610337450	0	50	425		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363695/SRR1363695.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043042	PRJNA251994	2	251994	SRS630558	SAMN02847871	simple	511145	Escherichia coli str. K-12 substr. MG1655	GSM1406522							no					GEO	SRA169709		public	CCECC9D9B72ECF1667AC8DC89764B9D0	CC21FA5B78630CDFE00F7CA548E94D14		
SRX582024	SRR1363864	2014-06-11 16:49:29	2014-06-09 18:59:55	10936293	557750943	0	51	355		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363864/SRR1363864.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043044	PRJNA251996	2	251996	SRS630573	SAMN02847883	simple	562	Escherichia coli	GSM1405877							no					GEO	SRA169711		public	7D314A1479BA812DAC212CA5DBEB7171	5B2F68CFA28480C912FB1387B40C35DB		
SRX582025	SRR1363865	2014-06-11 16:49:29	2014-06-09 19:00:36	11817352	602684952	0	51	369		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363865/SRR1363865.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043044	PRJNA251996	2	251996	SRS630574	SAMN02847879	simple	562	Escherichia coli	GSM1405878							no					GEO	SRA169711		public	266D812D0374A671DE3A06387EA2C303	18D105B6EBC7C253E6AE76F57CED959F		
SRX582026	SRR1363866	2014-06-11 16:49:29	2014-06-09 19:00:54	12567416	640938216	0	51	414		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363866/SRR1363866.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043044	PRJNA251996	2	251996	SRS630575	SAMN02847881	simple	562	Escherichia coli	GSM1405879							no					GEO	SRA169711		public	D630AAD216EB54EC6800F2C572D9FE9E	9E25549B878CA0EF845B3DF40C8582D0		
SRX582027	SRR1363867	2014-06-11 16:49:29	2014-06-09 19:02:14	14289439	728761389	0	51	464		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363867/SRR1363867.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043044	PRJNA251996	2	251996	SRS630576	SAMN02847880	simple	562	Escherichia coli	GSM1405880							no					GEO	SRA169711		public	B7B837D559BC6981F78C3DA22C8E4D03	87DED603C151CBCEF7A01EC4BFE3A90A		
SRX582028	SRR1363868	2014-06-11 16:49:29	2014-06-09 19:01:50	16402303	836517453	0	51	523		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363868/SRR1363868.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043044	PRJNA251996	2	251996	SRS630578	SAMN02847884	simple	562	Escherichia coli	GSM1405881							no					GEO	SRA169711		public	BAE148530DE5AD1860FCE92FF460AA0C	665B45367F258E2387A3C551D66CDAD7		
SRX582029	SRR1363869	2014-06-11 16:49:29	2014-06-09 19:01:56	12296827	627138177	0	51	397		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-6/SRR1363869/SRR1363869.1		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP043044	PRJNA251996	2	251996	SRS630577	SAMN02847882	simple	562	Escherichia coli	GSM1405882							no					GEO	SRA169711		public	D95FDFF06D562173B00BBC0515F6D914	5359B8751FC7CB356327B5711773C5C2		
SRX5835684	SRR9059783	2020-05-31 00:02:04	2019-05-15 12:42:07	10233456	593540448	0	58	207		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9059783/SRR9059783.1	EC-NDC120min-C-GTTTGCT.fastq.gz	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP198489	PRJNA542628		542628	SRS4761634	SAMN11634966	simple	562	Escherichia coli	Escherichia coli							no					BOSTON COLLEGE	SRA886802		public	F5EAC53EC160306F21EA18D099022AD9	BB26345705A611D5CFD4DB27CDE06B24		
SRX5835687	SRR9059780	2020-05-31 00:02:04	2019-05-15 12:40:44	5206711	301989238	0	58	105		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9059780/SRR9059780.1	EC-CIP120min-A-TGGTCCT.fastq.gz	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP198489	PRJNA542628		542628	SRS4761634	SAMN11634966	simple	562	Escherichia coli	Escherichia coli							no					BOSTON COLLEGE	SRA886802		public	6094304F42377D3D46ECC68CAC967B74	3AB8393313339F6A2108DB362C7C0C14		
SRX5835688	SRR9059779	2020-05-31 00:02:04	2019-05-15 12:41:37	9178482	532351956	0	58	186		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9059779/SRR9059779.1	EC-CIP120min-B-TGTTACT.fastq.gz	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP198489	PRJNA542628		542628	SRS4761634	SAMN11634966	simple	562	Escherichia coli	Escherichia coli							no					BOSTON COLLEGE	SRA886802		public	8F3160328BA630A45D99C7641242DB16	666A4863855651A61FA04F234AEB71DE		
SRX5835689	SRR9059778	2020-05-31 00:02:04	2019-05-15 12:41:52	9612688	557535904	0	58	195		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9059778/SRR9059778.1	EC-CIP120min-C-TTCCCGT.fastq.gz	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP198489	PRJNA542628		542628	SRS4761634	SAMN11634966	simple	562	Escherichia coli	Escherichia coli							no					BOSTON COLLEGE	SRA886802		public	B64693B63667500CECCF7A4310872D75	D49BE1E9C494195F6C653DFD53C042A3		
SRX5835690	SRR9059777	2020-05-31 00:02:04	2019-05-15 12:44:22	19528838	1132672604	0	58	396		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9059777/SRR9059777.1	EC-HICIP120min-A-AAGCAAT.fastq.gz	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP198489	PRJNA542628		542628	SRS4761634	SAMN11634966	simple	562	Escherichia coli	Escherichia coli							no					BOSTON COLLEGE	SRA886802		public	55EB0392D474035EE5FC9DBA814B7394	F35425140BBEC4691C0BFB272825B8D7		
SRX5835691	SRR9059776	2020-05-31 00:02:04	2019-05-15 12:42:49	13485735	782172630	0	58	273		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9059776/SRR9059776.1	EC-HICIP120min-B-AATTCAT.fastq.gz	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP198489	PRJNA542628		542628	SRS4761634	SAMN11634966	simple	562	Escherichia coli	Escherichia coli							no					BOSTON COLLEGE	SRA886802		public	84978CDE28B6303481AA6878A32CD66A	0B7CB5D8F81DCCEA2865B309BF84586B		
SRX5835692	SRR9059775	2020-05-31 00:02:04	2019-05-15 12:43:00	14294580	829085640	0	58	289		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9059775/SRR9059775.1	EC-HICIP120min-C-ACAGCCT.fastq.gz	RNA-Seq	PCR	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	NextSeq 500	SRP198489	PRJNA542628		542628	SRS4761634	SAMN11634966	simple	562	Escherichia coli	Escherichia coli							no					BOSTON COLLEGE	SRA886802		public	B284DC6F678D5A5EC306F645D730F9D0	304721F0F74250922C3FD5C2DA27588E		
