Gene_name	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component
Sauraur_010100001863	Sauraur_010100001863				map protein, programmed frameshift	Basal machinery
Sauraur_010100001878	Sauraur_010100001878				hypothetical protein	Basal machinery
Sauraur_010100001928	Sauraur_010100001928				phosphomethylpyrimidine kinase	Basal machinery
Sauraur_010100001943	Sauraur_010100001943				hypothetical protein	M12.7
Sauraur_010100001968	Sauraur_010100001968				UDP-N-acetylglucosamine 1-carboxyvinyltransferase	Basal machinery
Sauraur_010100001998	Sauraur_010100001998				S14 family endopeptidase ClpP	M4
Sauraur_010100002280	Sauraur_010100002280				hypothetical protein	Basal machinery
Sauraur_010100002340	Sauraur_010100002340				hydrolase	Basal machinery
Sauraur_010100002345	Sauraur_010100002345				hypothetical protein	Basal machinery
Sauraur_010100002410	Sauraur_010100002410				immunodominant antigen A	M12.7
Sauraur_010100002425	Sauraur_010100002425				secretory antigen	M12.7
Sauraur_010100002450	Sauraur_010100002450				squalene synthase	Basal machinery
Sauraur_010100002475	Sauraur_010100002475				hypothetical protein	Basal machinery
Sauraur_010100002485	Sauraur_010100002485				1-pyrroline-5-carboxylate dehydrogenase	Basal machinery
Sauraur_010100002520	Sauraur_010100002520				S14 family endopeptidase Clp	Basal machinery
Sauraur_010100002570	Sauraur_010100002570				LysR family transcriptional regulator	M12.6
Sauraur_010100002575	Sauraur_010100002575				hypothetical membrane protein	Intermodular
Sauraur_010100002580	Sauraur_010100002580				hypothetical membrane protein	Intermodular
Sauraur_010100002585	Sauraur_010100002585				pyruvate oxidase	Intermodular
Sauraur_010100002620	Sauraur_010100002620				hypothetical protein	Basal machinery
Sauraur_010100002840	Sauraur_010100002840				antibacterial protein	M12.1
Sauraur_010100002845	Sauraur_010100002845				antibacterial protein	M12.1
Sauraur_010100003087	Sauraur_010100003087				C56 family endopeptidase PfpI	Basal machinery
Sauraur_010100003142	Sauraur_010100003142				hypothetical protein	Basal machinery
Sauraur_010100003167	Sauraur_010100003167				possible peroxiredoxin	Basal machinery
Sauraur_010100003177	Sauraur_010100003177				Fur family transcriptional regulator	Global regulator
Sauraur_010100003212	Sauraur_010100003212				catalase	Basal machinery
Sauraur_010100003247	Sauraur_010100003247				LexA repressor	M10
Sauraur_010100003432	Sauraur_010100003432				hypothetical protein	Basal machinery
Sauraur_010100003437	Sauraur_010100003437				glucosamine-6-phosphate isomerase	Basal machinery
Sauraur_010100003527	Sauraur_010100003527				phosphate ABC superfamily ATP binding cassette transporter, ABC protein	Basal machinery
Sauraur_010100003532	Sauraur_010100003532				possible PnaS family phosphate:sodium (Na+) symporter	Basal machinery
Sauraur_010100003547	Sauraur_010100003547				di-trans, poly-cis-decaprenylcistransferase	Basal machinery
Sauraur_010100003622	Sauraur_010100003622				cell-wall hydrolase lytN	Basal machinery
Sauraur_010100003937	Sauraur_010100003937				glycerophosphodiester phosphodiesterase	Basal machinery
Sauraur_010100003992	Sauraur_010100003992				hypothetical protein	Basal machinery
Sauraur_010100004132	Sauraur_010100004132				alpha-hemolysin	M12.1
Sauraur_010100004157	Sauraur_010100004157				fibrinogen-binding protein	Basal machinery
Sauraur_010100004162	Sauraur_010100004162				hypothetical protein	Basal machinery
Sauraur_010100004187	Sauraur_010100004187				hypothetical protein	Basal machinery
Sauraur_010100004212	Sauraur_010100004212				succinate dehydrogenase iron-sulfur subunit	Basal machinery
Sauraur_010100004332	Sauraur_010100004332				LPXTG cell wall surface anchor protein	Basal machinery
Sauraur_010100004467	Sauraur_010100004467				accessory gene regulator protein A	M12.1
Sauraur_010100004472	Sauraur_010100004472				accessory gene regulator protein C	M12.1
Sauraur_010100004477	Sauraur_010100004477				accessory gene regulator protein D	M12.1
Sauraur_010100004482	Sauraur_010100004482				accessory gene regulator protein B	M12.1
Sauraur_010100004527	Sauraur_010100004527				CtsR family transcriptional regulator	M4
Sauraur_010100004627	Sauraur_010100004627				thioredoxin-disulfide reductase	M12.1
Sauraur_010100004697	Sauraur_010100004697				citrate (Si)-synthase	Intermodular
Sauraur_010100004702	Sauraur_010100004702				isocitrate dehydrogenase (NADP(+))	Basal machinery
Sauraur_010100004712	Sauraur_010100004712				response regulator	Basal machinery
Sauraur_010100004757	Sauraur_010100004757				immunoglobulin G-binding protein SBI	Basal machinery
Sauraur_010100004772	Sauraur_010100004772				gamma-hemolysin component A	Basal machinery
Sauraur_010100004782	Sauraur_010100004782				gamma hemolysin component C	Basal machinery
Sauraur_010100004867	Sauraur_010100004867				proline dehydrogenase	Basal machinery
Sauraur_010100004912	Sauraur_010100004912				catabolite control protein A	M12.10
Sauraur_010100004937	Sauraur_010100004937				formate--tetrahydrofolate ligase	Basal machinery
Sauraur_010100005157	Sauraur_010100005157				hypothetical protein	Basal machinery
Sauraur_010100005172	Sauraur_010100005172				staphylococcal exotoxin	Basal machinery
Sauraur_010100005232	Sauraur_010100005232				hypothetical protein	M7
Sauraur_010100005242	Sauraur_010100005242				possible PnaS family phosphate:sodium (Na+) symporter	Basal machinery
Sauraur_010100005257	Sauraur_010100005257				possible bifunctional GntR family transcriptional regulator/aminotransferase	M7
Sauraur_010100005292	Sauraur_010100005292				DNA-directed RNA polymerase sigma subunit FliA	Global regulator
Sauraur_010100005307	Sauraur_010100005307				anti-sigma B factor antagonist	M3
Sauraur_010100005312	Sauraur_010100005312				sigma factor B regulator	M3
Sauraur_010100005382	Sauraur_010100005382				sensor histidine kinase KdpD	Basal machinery
Sauraur_010100005466	Sauraur_010100005466				hypothetical protein	Basal machinery
Sauraur_010100005471	Sauraur_010100005471				hypothetical membrane protein	Basal machinery
Sauraur_010100005476	Sauraur_010100005476				ABC superfamily ATP binding cassette transporter, ABC protein	Basal machinery
Sauraur_010100005481	Sauraur_010100005481				ABC superfamily ATP binding cassette transporter, membrane protein	Basal machinery
Sauraur_010100005491	Sauraur_010100005491				selenocysteine lyase	Basal machinery
Sauraur_010100005496	Sauraur_010100005496				iron-sulfur (Fe-S) cluster formation protein IscU	Basal machinery
Sauraur_010100005611	Sauraur_010100005611				hypothetical protein	Basal machinery
Sauraur_010100005616	Sauraur_010100005616				C47 family staphopain protease	Basal machinery
Sauraur_010100005731	Sauraur_010100005731				enterotoxin	Basal machinery
Sauraur_010100005796	Sauraur_010100005796				possible competence protein comEA	Basal machinery
Sauraur_010100005816	Sauraur_010100005816				possible DNA-directed DNA polymerase III delta subunit	Basal machinery
Sauraur_010100005836	Sauraur_010100005836				S14 family endopeptidase ClpB	M4
Sauraur_010100005896	Sauraur_010100005896				staphylococcal accessory regulator U	M12.1
Sauraur_010100005901	Sauraur_010100005901				staphylococcal accessory regulator T	Global regulator
Sauraur_010100005996	Sauraur_010100005996				hypothetical membrane protein	Basal machinery
Sauraur_010100006036	Sauraur_010100006036				acetyltransferase, GNAT family protein	Basal machinery
Sauraur_010100006081	Sauraur_010100006081				M23 family lysostaphin	Intermodular
Sauraur_010100006121	Sauraur_010100006121				ESAT-6 family virulence protein	Basal machinery
Sauraur_010100006236	Sauraur_010100006236				glycine dehydrogenase (decarboxylating) subunit 1	Basal machinery
Sauraur_010100006241	Sauraur_010100006241				aminomethyltransferase	Basal machinery
Sauraur_010100006246	Sauraur_010100006246				shikimate kinase	Basal machinery
Sauraur_010100006261	Sauraur_010100006261				hypothetical protein	Basal machinery
Sauraur_010100006266	Sauraur_010100006266				competence protein ComGD	Basal machinery
Sauraur_010100006271	Sauraur_010100006271				competence protein ComGC	Basal machinery
Sauraur_010100006276	Sauraur_010100006276				competence protein ComGB	Basal machinery
Sauraur_010100006416	Sauraur_010100006416				capsular polysaccharide biosynthesis protein Cap5L	Basal machinery
Sauraur_010100006421	Sauraur_010100006421				capsular polysaccharide biosynthesis protein Cap5M	Basal machinery
Sauraur_010100006426	Sauraur_010100006426				capsular polysaccharide biosynthesis protein Cap5N	Basal machinery
Sauraur_010100006431	Sauraur_010100006431				capsular polysaccharide biosynthesis protein Cap5O	Basal machinery
Sauraur_010100006436	Sauraur_010100006436				capsular polysaccharide biosynthesis protein Cap5P	Basal machinery
Sauraur_010100006441	Sauraur_010100006441				hypothetical protein	Basal machinery
Sauraur_010100006446	Sauraur_010100006446				hypothetical membrane protein	Basal machinery
Sauraur_010100006451	Sauraur_010100006451				aldehyde dehydrogenase (NAD(+))	Basal machinery
Sauraur_010100006516	Sauraur_010100006516				possible holo-	Basal machinery
Sauraur_010100006586	Sauraur_010100006586				possible PTS family sucrose porter component IIBC	Basal machinery
Sauraur_010100006591	Sauraur_010100006591				RpiR family transcriptional regulator	Basal machinery
Sauraur_010100006706	Sauraur_010100006706				hypothetical protein	Basal machinery
Sauraur_010100006736	Sauraur_010100006736				formate C-acetyltransferase	Basal machinery
Sauraur_010100006741	Sauraur_010100006741				[formate-C-acetyltransferase]-activating enzyme	Basal machinery
Sauraur_010100006761	Sauraur_010100006761				coagulase precursor	M12.1
Sauraur_010100006826	Sauraur_010100006826				possible nitric oxide dioxygenase	M12.1
Sauraur_010100006836	Sauraur_010100006836				L-lactate dehydrogenase	M12.1
Sauraur_010100006926	Sauraur_010100006926				CDP-glycerol glycerophosphotransferase	Basal machinery
Sauraur_010100006998	Sauraur_010100006998				extracellular matrix protein-binding protein	Basal machinery
Sauraur_010100007048	Sauraur_010100007048				hypothetical protein	Basal machinery
Sauraur_010100007063	Sauraur_010100007063				hypothetical protein	Basal machinery
Sauraur_010100007073	Sauraur_010100007073				osmotically inducible protein OsmC	Basal machinery
Sauraur_010100007178	Sauraur_010100007178				DNA mismatch repair protein MutL	Basal machinery
Sauraur_010100007188	Sauraur_010100007188				MIP family major intrinsic protein channel protein	Basal machinery
Sauraur_010100007203	Sauraur_010100007203				possible S33 family lysophophospholipase	Basal machinery
Sauraur_010100007298	Sauraur_010100007298				response regulator	Global regulator
Sauraur_010100007303	Sauraur_010100007303				sensor histidine kinase	Basal machinery
Sauraur_010100007333	Sauraur_010100007333				ABC superfamily ATP binding cassette transporter, binding protein	M6
Sauraur_010100007338	Sauraur_010100007338				ABC superfamily ATP binding cassette transporter, membrane protein	M6
Sauraur_010100007343	Sauraur_010100007343				ABC superfamily ATP binding cassette transporter, ABC protein	M6
Sauraur_010100007348	Sauraur_010100007348				possible metal-dependent transcriptional regulator	M6
Sauraur_010100007448	Sauraur_010100007448				S-adenosylmethionine synthetase	Basal machinery
Sauraur_010100007543	Sauraur_010100007543				hypothetical protein	Basal machinery
Sauraur_010100007553	Sauraur_010100007553				hypothetical protein	Basal machinery
Sauraur_010100007558	Sauraur_010100007558				hypothetical protein	Basal machinery
Sauraur_010100007673	Sauraur_010100007673				aconitate hydratase	Intermodular
Sauraur_010100007733	Sauraur_010100007733				possible GntR family transcriptional regulator	Basal machinery
Sauraur_010100007833	Sauraur_010100007833				putative monovalent cation/H+ antiporter subunit G	Basal machinery
Sauraur_010100007838	Sauraur_010100007838				CPA3 family monovalent cation (K+ or Na+):proton (H+) antiporter-3, MnhF subunit	Basal machinery
Sauraur_010100007843	Sauraur_010100007843				hypothetical protein	Basal machinery
Sauraur_010100007848	Sauraur_010100007848				CPA3 family monovalent cation (K+ or Na+):proton (H+) antiporter-3, MnhD subunit	Basal machinery
Sauraur_010100007853	Sauraur_010100007853				CPA3 family monovalent cation (K+ or Na+):proton (H+) antiporter-3, MnhC subunit	Basal machinery
Sauraur_010100007858	Sauraur_010100007858				CPA3 family monovalent cation (K+ or Na+):proton (H+) antiporter-3, MnhB subunit	Basal machinery
Sauraur_010100007873	Sauraur_010100007873				possible bacteriophage integrase	Basal machinery
Sauraur_010100007903	Sauraur_010100007903				hypothetical protein	Global regulator
Sauraur_010100007925	Sauraur_010100007925				LPXTG-motif cell wall anchor domain	Basal machinery
Sauraur_010100007960	Sauraur_010100007960				hypothetical membrane protein	Basal machinery
Sauraur_010100008125	Sauraur_010100008125				triacylglycerol lipase	Basal machinery
Sauraur_010100008140	Sauraur_010100008140				FtsW/RodA/SpoVE family cell division protein	Basal machinery
Sauraur_010100008170	Sauraur_010100008170				glycosyltransferase	Basal machinery
Sauraur_010100008200	Sauraur_010100008200				hypothetical protein	Basal machinery
Sauraur_010100008205	Sauraur_010100008205				SIS domain protein	Basal machinery
Sauraur_010100008250	Sauraur_010100008250				hypothetical protein	Basal machinery
Sauraur_010100008275	Sauraur_010100008275				APC family amino acid-polyamine-organocation transporter	Basal machinery
Sauraur_010100008675	Sauraur_010100008675				possible 6-pyruvoyltetrahydropterin synthase	Basal machinery
Sauraur_010100008690	Sauraur_010100008690				hypothetical lipoprotein	Basal machinery
Sauraur_010100008695	Sauraur_010100008695				hypothetical membrane protein	Basal machinery
Sauraur_010100008700	Sauraur_010100008700				response regulator SaeR	Global regulator
Sauraur_010100008705	Sauraur_010100008705				sensor histidine kinase SaeS	Basal machinery
Sauraur_010100008755	Sauraur_010100008755				MFS family major facilitator transporter	M7
Sauraur_010100008800	Sauraur_010100008800				possible MarR family transcriptional regulator	Global regulator
Sauraur_010100008820	Sauraur_010100008820				hypothetical protein	Basal machinery
Sauraur_010100008825	Sauraur_010100008825				hypothetical protein	Basal machinery
Sauraur_010100008830	Sauraur_010100008830				hypothetical protein	Basal machinery
Sauraur_010100008840	Sauraur_010100008840				hypothetical protein	Basal machinery
Sauraur_010100008905	Sauraur_010100008905				transcriptional antiterminator	Basal machinery
Sauraur_010100008965	Sauraur_010100008965				transcriptional regulator CzrA	M2
Sauraur_010100008970	Sauraur_010100008970				hypothetical protein	Basal machinery
Sauraur_010100008975	Sauraur_010100008975				mannose-6-phosphate isomerase	Basal machinery
Sauraur_010100008980	Sauraur_010100008980				hypothetical membrane protein	Basal machinery
Sauraur_010100008995	Sauraur_010100008995				Dps family stress protein	Basal machinery
Sauraur_010100009010	Sauraur_010100009010				heat shock transcriptional repressor HrcA	M4
Sauraur_010100009025	Sauraur_010100009025				chaperone DnaK	M4
Sauraur_010100009130	Sauraur_010100009130				short chain dehydrogenase	Basal machinery
Sauraur_010100009155	Sauraur_010100009155				recombination protein RecA	M10
Sauraur_010100009160	Sauraur_010100009160				possible hydrolase	Basal machinery
Sauraur_010100009255	Sauraur_010100009255				leukotoxin LukE	Basal machinery
Sauraur_010100009330	Sauraur_010100009330				S1B family serine protease SplA	Basal machinery
Sauraur_010100009335	Sauraur_010100009335				peptidase S1 and S6 chymotrypsin/Hap	Basal machinery
Sauraur_010100009340	Sauraur_010100009340				S1B family serine protease SplC	Basal machinery
Sauraur_010100009561	Sauraur_010100009561				MFS family major facilitator transporter	Basal machinery
Sauraur_010100009726	Sauraur_010100009726				DNA-directed RNA polymerase sigma subunit RpoD	Basal machinery
Sauraur_010100009736	Sauraur_010100009736				hypothetical protein	Basal machinery
Sauraur_010100009751	Sauraur_010100009751				ABC transporter ATP-binding protein	M11
Sauraur_010100009766	Sauraur_010100009766				Fur family transcriptional regulator	M11
Sauraur_010100009956	Sauraur_010100009956				capsular polysaccharide biosynthesis protein Cap5A	Basal machinery
Sauraur_010100009961	Sauraur_010100009961				capsular polysaccharide synthesis enzyme CapB	Basal machinery
Sauraur_010100009966	Sauraur_010100009966				capsular polysaccharide biosynthesis protein Cap5C	Basal machinery
Sauraur_010100009981	Sauraur_010100009981				capsular polysaccharide biosynthesis protein CapE	Basal machinery
Sauraur_010100009986	Sauraur_010100009986				capsular polysaccharide biosynthesis protein Cap5F	Basal machinery
Sauraur_010100009991	Sauraur_010100009991				capsular polysaccharide biosynthesis protein Cap5G	Basal machinery
Sauraur_010100009996	Sauraur_010100009996				capsular polysaccharide biosynthesis protein Cap5H	Basal machinery
Sauraur_010100010001	Sauraur_010100010001				capsular polysaccharide biosynthesis protein Cap5I	Basal machinery
Sauraur_010100010006	Sauraur_010100010006				capsular polysaccharide synthesis enzyme Cap5J	Basal machinery
Sauraur_010100010026	Sauraur_010100010026				formate dehydrogenase alpha subunit	Basal machinery
Sauraur_010100010031	Sauraur_010100010031				hypothetical protein	Basal machinery
Sauraur_010100010071	Sauraur_010100010071				secretory antigen SsaA	M12.7
Sauraur_010100010081	Sauraur_010100010081				D-octopine dehydrogenase	Basal machinery
Sauraur_010100010086	Sauraur_010100010086				NhaC family sodium:proton (Na+:H) antiporter	Basal machinery
Sauraur_010100010096	Sauraur_010100010096				secretory antigen SsaA	M12.7
Sauraur_010100010171	Sauraur_010100010171				hypothetical protein	Basal machinery
Sauraur_010100010226	Sauraur_010100010226				I57 family staphostatin B	Basal machinery
Sauraur_010100010231	Sauraur_010100010231				C47 family staphopain B	Basal machinery
Sauraur_010100010256	Sauraur_010100010256				transcriptional regulator, MarR family protein	Basal machinery
Sauraur_010100010266	Sauraur_010100010266				autolysin	M12.7
Sauraur_010100010521	Sauraur_010100010521				hypothetical protein	Global regulator
Sauraur_010100010536	Sauraur_010100010536				glutamate dehydrogenase	Basal machinery
Sauraur_010100010541	Sauraur_010100010541				ornithine--oxo-acid transaminase	Basal machinery
Sauraur_010100010651	Sauraur_010100010651				D-alanine transfer protein DltD	Basal machinery
Sauraur_010100010656	Sauraur_010100010656				D-alanine--poly(phosphoribitol) ligase	Basal machinery
Sauraur_010100010661	Sauraur_010100010661				membrane bound O-acyl transferase MBOAT family protein	Basal machinery
Sauraur_010100010666	Sauraur_010100010666				long-chain-fatty-acid--CoA ligase	Basal machinery
Sauraur_010100010671	Sauraur_010100010671				hypothetical protein	Basal machinery
Sauraur_010100010926	Sauraur_010100010926				MFS family major facilitator transporter	M7
Sauraur_010100010931	Sauraur_010100010931				hypothetical protein	Basal machinery
Sauraur_010100011003	Sauraur_010100011003				transcriptional regulator Spx	M12.1
Sauraur_010100011252	Sauraur_010100011252				truncated beta-hemplysin	Basal machinery
Sauraur_010100011257	Sauraur_010100011257				possible leukocidin subunit	Basal machinery
Sauraur_010100011392	Sauraur_010100011392				S-adenosylmethionine:tRNA ribosyltransferase-isomerase	Basal machinery
Sauraur_010100011707	Sauraur_010100011707				peptide chain release factor RF1	Basal machinery
Sauraur_010100011752	Sauraur_010100011752				hypothetical protein	Basal machinery
Sauraur_010100011772	Sauraur_010100011772				oligopeptide transporter membrane permease domain	Basal machinery
Sauraur_010100011812	Sauraur_010100011812				methicillin resistance protein FemA	Basal machinery
Sauraur_010100011907	Sauraur_010100011907				possible DNA-binding protein	Global regulator
Sauraur_010100012152	Sauraur_010100012152				possible acetyltransferase	Basal machinery
Sauraur_010100012207	Sauraur_010100012207				hemin DNA-binding response regulator	M8
Sauraur_010100012324	Sauraur_010100012324				putative ferrichrome-binding lipoprotein precursor	Basal machinery
Sauraur_010100012339	Sauraur_010100012339				urease gamma subunit	Basal machinery
Sauraur_010100012344	Sauraur_010100012344				urease beta subunit	Basal machinery
Sauraur_010100012349	Sauraur_010100012349				urease alpha subunit	Basal machinery
Sauraur_010100012354	Sauraur_010100012354				urease accessory protein UreE	Basal machinery
Sauraur_010100012359	Sauraur_010100012359				urease accessory protein UreF	Basal machinery
Sauraur_010100012374	Sauraur_010100012374				urease accessory protein	Basal machinery
Sauraur_010100012399	Sauraur_010100012399				cell division and morphogenesis protein ScdA	Basal machinery
Sauraur_010100012404	Sauraur_010100012404				sensor histidine kinase LytS	Basal machinery
Sauraur_010100012409	Sauraur_010100012409				response regulator LytR	M12.11
Sauraur_010100012414	Sauraur_010100012414				murein hydrolase regulator LrgA	Intermodular
Sauraur_010100012419	Sauraur_010100012419				murein hydrolase regulator LrgB	Intermodular
Sauraur_010100012584	Sauraur_010100012584				lipase precursor	Basal machinery
Sauraur_010100012634	Sauraur_010100012634				hypothetical protein	Basal machinery
Sauraur_010100012654	Sauraur_010100012654				possible transcriptional regulator	M9
Sauraur_010100012659	Sauraur_010100012659				MATE family multi-antimicrobial extrusion protein	M9
Sauraur_010100012704	Sauraur_010100012704				repressor of toxins Rot	Global regulator
Sauraur_010100012873	Sauraur_010100012873				nitrite reductase (NAD(P)H) large subunit	Intermodular
Sauraur_010100012893	Sauraur_010100012893				nitrate reductase alpha subunit	Intermodular
Sauraur_010100012898	Sauraur_010100012898				nitrate reductase beta subunit	Intermodular
Sauraur_010100012903	Sauraur_010100012903				nitrate reductase delta subunit	Intermodular
Sauraur_010100012908	Sauraur_010100012908				nitrate reductase gamma subunit	Intermodular
Sauraur_010100012923	Sauraur_010100012923				transcriptional regulator	M12.5
Sauraur_010100012958	Sauraur_010100012958				hypothetical protein	Global regulator
Sauraur_010100013083	Sauraur_010100013083				phosphoribosylformylglycinamidine cyclo-ligase	Basal machinery
Sauraur_010100013098	Sauraur_010100013098				hypothetical protein	Basal machinery
Sauraur_010100013133	Sauraur_010100013133				peroxiredoxin subunit C	Basal machinery
Sauraur_010100013148	Sauraur_010100013148				hypothetical protein	Basal machinery
Sauraur_010100013243	Sauraur_010100013243				hypothetical protein	Basal machinery
Sauraur_010100013418	Sauraur_010100013418				dehydrogenase	Basal machinery
Sauraur_010100013453	Sauraur_010100013453				formimidoylglutamase	Basal machinery
Sauraur_010100013603	Sauraur_010100013603				transcriptional regulator TcaR	M12.2
Sauraur_010100013788	Sauraur_010100013788				ABC superfamily ATP binding cassette transporter, ABC protein	M7
Sauraur_010100013808	Sauraur_010100013808				iron (Fe3+) ABC superfamily ATP binding cassette transporter, ABC protein	Basal machinery
Sauraur_010100013813	Sauraur_010100013813				iron (Fe3+) ABC superfamily ATP binding cassette transporter, membrane protein	Basal machinery
Sauraur_010100013818	Sauraur_010100013818				ferrichrome transport permease	Basal machinery
Sauraur_010100013823	Sauraur_010100013823				hypothetical protein	Basal machinery
Sauraur_010100013873	Sauraur_010100013873				response regulator	Global regulator
Sauraur_010100013903	Sauraur_010100013903				possible LysM domain protein	M12.7
Sauraur_010100013918	Sauraur_010100013918				possible staphylococcal accessory protein X	M12.1
Sauraur_010100014013	Sauraur_010100014013				chaperone GroEL	M4
Sauraur_010100014018	Sauraur_010100014018				chaperone GroES	M4
Sauraur_010100014288	Sauraur_010100014288				hypothetical protein	Basal machinery
Sauraur_010100014463	Sauraur_010100014463				hypothetical protein	M12.1
Sauraur_010100014468	Sauraur_010100014468				NADH dehydrogenase (ubiquinone)	Basal machinery
Sauraur_010100014603	Sauraur_010100014603				hypothetical protein	Basal machinery
Sauraur_010100014655	Sauraur_010100014655				LPXTG family cell wall surface anchor protein	M12.2
Sauraur_010100014660	Sauraur_010100014660				possible isochorismatase hydrolase	Basal machinery
Sauraur_010100014670	Sauraur_010100014670				possible bacteriophage infection protein	Basal machinery
Sauraur_010100014690	Sauraur_010100014690				immunodominant antigen B	Basal machinery
Sauraur_010100014695	Sauraur_010100014695				M04 family aureolysin	M12.1
Sauraur_010100014725	Sauraur_010100014725				arginine/ornithine antiporter	M12.1
Sauraur_010100014730	Sauraur_010100014730				carbamate kinase	M12.1
Sauraur_010100014735	Sauraur_010100014735				transcriptional regulator	M12.1
Sauraur_010100014782	Sauraur_010100014782				intercellular adhesion protein C	Intermodular
Sauraur_010100014797	Sauraur_010100014797				intercellular adhesion protein D	Intermodular
Sauraur_010100014802	Sauraur_010100014802				N-glycosyltransferase PgaC	Intermodular
Sauraur_010100014807	Sauraur_010100014807				Ica operon transcriptional regulator R	M12.1
Sauraur_010100014842	Sauraur_010100014842				hypothetical protein	Basal machinery
Sauraur_010100014857	Sauraur_010100014857				hypothetical protein	Basal machinery
Sauraur_010100014862	Sauraur_010100014862				hypothetical protein	Basal machinery
Sauraur_010100014932	Sauraur_010100014932				fibronectin-binding protein B	Basal machinery
Sauraur_010100014992	Sauraur_010100014992				acetyltransferase, GNAT family protein	Basal machinery
Sauraur_010100015072	Sauraur_010100015072				hypothetical protein	Basal machinery
Sauraur_010100015107	Sauraur_010100015107				putative gluconate permease	Basal machinery
Sauraur_010100015122	Sauraur_010100015122				fibronectin-binding protein A	Basal machinery
Sauraur_010100015302	Sauraur_010100015302				possible LysM family autolysin	M12.7
Sauraur_010100015367	Sauraur_010100015367				carbamoyl-phosphate synthase (glutamine-hydrolyzing), small subunit	Basal machinery
Sauraur_010100015552	Sauraur_010100015552				possible decarboxylase	Basal machinery
Sauraur_010100015672	Sauraur_010100015672				ABC superfamily ATP binding cassette transporter, ABC protein	Basal machinery
Sauraur_010100015677	Sauraur_010100015677				ABC superfamily ATP binding cassette transporter, membrane protein	Basal machinery
Sauraur_010100015682	Sauraur_010100015682				general substrate transporter involved in chloramphenicol resistance	Basal machinery
Sauraur_010100015687	Sauraur_010100015687				carboxylesterase	Basal machinery
Sauraur_010100015817	Sauraur_010100015817				ferritin	Intermodular
USA300HOU_0017	USA300HOU_0017	5775116		purA	adenylosuccinate synthetase	Basal machinery
USA300HOU_0022	USA300HOU_0022	5776919			beta-lactamase	Basal machinery
USA300HOU_0096	USA300HOU_0096	5777383			hypothetical protein	Basal machinery
USA300HOU_0108	USA300HOU_0108	5774875		plc	phosphatidylinositol diacylglycerol-lyase	Basal machinery
USA300HOU_0115	USA300HOU_0115	5775076			major facilitator transporter	M7
USA300HOU_0116	USA300HOU_0116	5775092			PnaS family phosphate:sodium (Na+) symporter	Basal machinery
USA300HOU_0119	USA300HOU_0119	5777100			transcription regulator GntR	M7
USA300HOU_0122	USA300HOU_0122	5775424		spa	immunoglobulin G binding protein A	Intermodular
USA300HOU_0123	USA300HOU_0123	5775596		sarH1	staphylococcal accessory regulator H1	M12.2
