PreSplitGroup,Group,Node
2,325,Rv3096
2,326,Rv0082
2,327,Rv1672c
2,328,Rv0323c
2,329,ruvC
2,330,PE_PGRS10
2,331,grpE
2,332,ftsZ
2,333,rsdA
2,334,Rv3728
2,335,Rv3005c
2,336,Rv3811
2,337,PE_PGRS57
2,338,Rv2148c
3,339,PE_PGRS38
2,340,Rv2809
2,341,Rv1424c
2,342,nuoB
2,343,qcrB
2,344,rpmD
2,345,ino1
2,346,Rv3655c
29,347,Rv3833
2,348,Rv2324
1,349,Rv2803
1,350,gcvP
1,351,Rv2646
1,352,Rv2645
1,353,lpqR
1,354,Rv2311
1,355,Rv2312
1,356,Rv1773c
2,357,Rv1774
1,358,Rv3160c
2,359,Rv3161c
1,360,Rv2017
2,361,Rv2016
30,362,Rv3173c
1,363,tcrA
2,364,Rv2280
2,365,nadE
31,366,Rv0603
2,367,Rv0095c
2,368,esxR
2,369,pstS3
2,370,Rv0466
2,371,pstC2
2,372,Rv0464c
3,373,Rv1049
1,374,Rv0688
1,375,vapC3
1,376,vapB3
1,377,Rv0175
1,378,lexA
1,379,Rv1050
1,380,Rv1277
1,381,Rv1780
32,382,Rv1176c
33,383,virS
34,384,Rv1460
1,385,dhaA
1,386,Rv1567c
1,387,xseB
1,388,Rv2567
1,389,Rv1401
1,390,ephD
1,391,otsA
1,392,Rv3753c
1,393,modA
1,394,hemA
1,395,folP2
5,396,ppe23
1,397,nlhH
1,398,rplM
1,399,Rv1856c
1,400,Rv2576c
5,401,Rv3162c
5,402,fadE29
1,403,menB
5,404,pks4
1,405,Rv0998
1,406,Rv1637c
1,407,uvrA
1,408,Rv2232
5,409,Rv0272c
1,410,Rv3603c
1,411,cysK1
1,412,vapC47
1,413,ponA2
1,414,fecB
5,415,trcS
1,416,gpgS
1,417,Rv1691
1,418,ctpI
1,419,Rv1360
1,420,efpA
5,421,papA3
1,422,Rv0431
1,423,cobN
1,424,Rv3816c
1,425,Rv0810c
1,426,metB
1,427,blaC
5,428,mmpL10
1,429,fbiC
1,430,purB
1,431,Rv2778c
1,432,ansA
5,433,Rv1414
2,434,Rv1191
2,435,Rv2507
2,436,pknF
2,437,nuoE
2,438,gltA2
2,439,Rv0225
