,YieP,GlpR,YgbI,efeU-repair,ydcI-KO,BW25113,proVWX,DhaR/Mlc,ArgR,YneJ,NarL,e14-deletion,MalT,OxyR,Crp-2,AtoC,PurR-1,yheO-KO,CsqR,MetJ,entC-menF-KO,uncharacterized-6,PurR-2,Cbl+CysB,GlcC,Crp-1,YiaJ,GcvA,XylR,fur-KO,RpoH,GadEWX,translation,PrpR,GadWX,fimbriae,CecR,uncharacterized-4,ArcA-1,nitrate-related,Fnr,CdaR,Pyruvate,SrlR+GutM,NagC/TyrR,CpxR,thrA-KO,Lrp,deletion-1,Leu/Ile,deletion-2,Fur-1,uncharacterized-5,Thiamine,CysB,FliA,PuuR,NikR,NtrC+RpoN,RcsAB,His-tRNA,Fur-2,Copper,AllR/AraC/FucR,Cra,ArcA-2,EvgA,uncharacterized-2,Zinc,SoxS,Nac,Tryptophan,curli,gadWX-KO,flu-yeeRS,uncharacterized-1,FadR/IclR,lipopolysaccharide,FlhDC,crp-KO,GntR/TyrR,purR-KO,RpoS,membrane,duplication-1,uncharacterized-3,ExuR/FucR,FecI,iron-related,RbsR,sgrT,insertion
b2341,-0.0070130041,-0.0001927304,0.0078202647,-0.0006005469,-0.0009354402,0.0293876886,0.0109784748,-0.0071821947,0.0047385371,0.001574951,-0.0070418493,-0.0013779718,0.0017168918,0.0049575136,0.000715248,0.0003521741,0.0013550617,0.004287199,-0.0013986449,0.0043218235,0.0175660876,-0.010345814,0.0025095855,-0.0107852057,-0.0024260765,0.0339667875,-0.0015958913,-0.0008516518,0.0045143781,-0.0048745248,-0.0219455912,-0.0111369152,-0.0056945391,-0.0046588333,0.001454239,0.0051033976,0.0100814969,0.000352907,0.0206962044,-0.0042966661,0.0037466127,0.0049607064,0.0090212138,-0.0010555623,0.0100093083,-0.0045144665,0.0019631077,0.0054786546,0.0001287099,0.0077943714,-0.004860145,0.0021897929,-0.0005591797,-0.0084528135,-0.0076619747,-0.0017131313,0.004251858,-0.0044850781,-0.0053078833,-0.0004491956,0.0039375033,-0.0154021763,0.0046518578,-0.0025969387,-0.0143353498,0.0070451702,-0.0066011151,-0.0034938162,-0.0043047504,0.0050266666,0.0044741484,-0.0153065436,0.0048279604,-0.005749163,0.009949663,-0.0053196212,0.1613285235,0.0117923249,0.0017447614,-0.0060624346,-0.0021342286,0.005204724,0.0079513361,0.0087441773,0.0052764049,0.0094673799,0.0032385659,-0.0120618206,-0.0147007492,-0.0009049992,0.0011082349,-0.0030274621
b2342,0.0032011519,0.0018020553,0.0118094027,0.0215824797,-0.0147850934,0.0379649746,0.0231356989,0.0008629802,-0.0083240962,-0.0082065364,0.0047598888,0.0111056653,0.0051937818,-0.0009411723,-0.0113037985,-0.0014204367,0.0156165987,0.0078642457,-0.0069602646,0.0112619913,0.0013993101,-0.0157379549,-0.004184752,-0.0201916426,0.0035935426,0.046129887,-0.0022208068,-0.0033762516,-0.0020319142,-0.0123529135,-0.0186673512,-0.0073470148,-0.0069120354,-4.56449e-05,-0.0083461772,0.0054266959,0.0004428662,0.0186402438,0.0425139528,-0.0186770642,-0.0120420616,-0.0025870648,0.0065531158,-0.00561793,0.0137692329,-0.0132575481,-0.0070178882,0.0073330182,0.0009247881,0.0075903591,-0.0030606957,-0.0046342662,0.0027602781,-0.017989138,-0.0102260651,-0.0053398434,0.0023183547,0.0125044283,-0.0063184959,0.0019226353,0.0143790674,-0.013637337,0.0056642769,0.0016508518,-0.0088887391,-0.0101276862,-0.0056205064,0.003007321,0.0017523045,0.0049985752,0.0079826027,-0.00948495,-0.0010848838,-0.0030463528,0.0058981925,-0.006443047,0.1625170577,-0.001137132,0.0047131616,0.0060283166,0.0046272885,0.0051169952,0.0162884477,-0.0014489307,0.0156010753,0.0291187356,0.0010611,-0.0132248092,-0.0153885063,0.0022005403,-0.0122531872,-0.0116550266
b2343,0.0100345628,-0.0090213923,0.0123184185,0.0114904531,0.0043476244,-0.008553984,-0.0082905713,0.0088143351,-0.0135762742,0.0092740161,0.0105443428,0.0363201495,-0.0013399871,-0.0100803236,-0.0015357749,0.0070748617,0.02639076,-0.0059664641,0.001554348,-0.0175197993,-0.0021746058,0.0069029631,-0.0111358845,0.0120080459,-0.0080862323,-0.0014625396,-0.0008900988,0.0322628186,-0.0070203136,-0.0109163153,0.0021533813,-0.0026526085,-0.0153225465,0.0005677146,0.0214080309,0.0071189155,-0.0083864632,0.0843206574,0.0210964366,0.0042284542,0.0566616399,-0.0186138084,-0.016039198,-0.0063822803,-0.0433958582,-0.0187980491,-0.0070047256,0.0028982736,-0.0059527649,0.0100925725,0.001227941,-0.0109789932,-0.0352766425,-0.0184722314,0.0083872837,0.0033270304,-0.0059688957,-2.7932000000000003e-05,-0.0083766918,-0.0082651156,0.0103598829,-0.0158091566,0.0010173394,0.007043435,0.0134909384,-0.0271807962,-0.004035447,-0.0015556508,0.0039835174,-0.0231763781,0.0005465727,0.0010956321,-0.0070338808,0.0087961825,-0.0114093783,-0.0030176771,-0.0170581632,0.0053645113,-0.0020337083,-0.0151852591,-0.0117941489,-0.00526267,0.0004035874,-0.0346736089,-0.005215465,-0.0043885096,0.0115635077,0.0158849439,-0.0239455922,-0.0108180785,-0.01927791,-0.0268573111
b2344,0.0075464752,-0.0075382987,0.0155598334,0.0053864611,0.0086038716,-0.0181531444,-0.0025549631,0.0214750045,0.0101632124,-0.006352244,-0.0058135715,0.017070043,0.0076101756,0.0091478758,-0.0140607044,-0.0041783257,0.0058265804,0.012827784,0.0103508671,0.0005915186,0.0075159775,-0.0035966527,-0.003809547,-0.0106911402,0.0069661085,0.0139871528,-0.0075689854,0.0139125391,-0.0043839077,-0.0186326261,0.0106926066,-0.0022586729,-0.0041733396,0.0034643387,0.0048861032,0.0048865027,-0.0172591889,-0.0087890469,0.0121811887,-0.0027981463,-0.0038784275,-0.0063633407,-0.0053910147,-0.0031878907,0.0051828414,0.0121815211,0.0103723473,-0.0029104983,0.0097826155,-0.0157628944,-0.0066988046,-0.007522761,0.0158883354,0.002623588,-0.0030840769,0.0103196066,0.0238559096,0.0238656744,-0.0042660663,0.0011678063,0.0054869844,-0.0049565341,-0.0008572466,-9.73654e-05,-0.0065820228,-0.0450524774,-0.0108579972,-0.0090880776,-0.007403627,0.0007524746,-0.0144103297,0.0046522825,-0.0133322026,-0.0005955048,-0.0141152826,-0.0070398922,0.0194777236,0.0065836211,-0.0154728455,-0.016909422,0.0021276556,0.0013329311,-0.0361025987,-0.0172492784,-0.026135609,-0.0091232512,-0.0093671416,-0.0037217236,-0.0004351752,0.0368360126,0.0026908164,0.0082310232
b2345,0.0016691478,0.007127259,-0.0064285906,-0.0082768719,-0.0047879952,0.0006789664,0.0081413798,0.0069396945,0.0080579584,0.0095589622,-0.0012329173,0.0221876658,-0.0018345935,-0.0042458342,-0.0069983254,-0.0038896373,0.0054067495,0.0286240034,0.006729669,-0.0051248217,-0.0262730337,0.0199471076,0.0274854161,-0.0058692353,0.0068387334,-0.0028370809,0.0148170288,0.0220942162,-0.018017688,0.0114421103,0.0041859706,-0.000422747,-0.0279523325,0.0043012077,-8.498590000000001e-05,-0.0071859085,0.0025874986,-0.0205338688,0.0104196469,0.002519222,0.0097948599,-0.0043397114,0.0107997004,-0.0263385502,0.010365437,0.0009372887,-0.0053579224,-0.0126160165,-0.0124459026,-0.0238009813,-0.0053232161,0.0083532969,-0.0213332596,0.00175499,0.0110850881,-0.0139645928,0.0045830147,0.0043039565,-0.0003384871,-0.0059085809,-0.0012281463,0.01061245,-0.0026176668,-0.0073566888,0.0104980238,0.0091698975,-0.0111510402,-0.0049548628,0.0118963975,0.0070876181,0.0071167608,-0.0110958929,0.0035073566,0.0099461063,-0.0138803834,-0.0079198425,0.006045598,0.0550453075,0.0129810831,0.0087838063,-0.0046985627,0.0080280379,-0.0073814727,-0.0046062052,0.0005371645,0.0243071991,0.0085380711,0.0111363099,-0.0073250564,0.0084881682,0.0090274755,-0.0059533216
b2346,0.0036051581,-0.0026249669,-0.0025871826,0.0133039506,-0.0020009842,0.0013231756,0.0020644171,0.0024884075,-0.0064440486,-0.0039071584,-0.0029912892,-0.0202086558,0.0005131102,-0.0033021281,-0.0081192441,-9.46482e-05,-0.0054745108,-0.0007000308,-0.0027415135,-0.0007518808,-0.0112163941,0.0080032423,-0.0094753903,-0.0004798773,-0.007791818,0.0018822259,0.0033866997,-0.0033937831,-0.0018342721,-0.002983623,-0.0015849999,-0.0039201972,0.0093141626,-0.0138129979,0.0090839556,0.0023228608,-0.0027185809,-0.005156457,0.0068750949,-0.0005614534,-0.0011782959,-0.005085423,0.0059509903,-0.0066433886,-0.0030187314,0.0002341288,0.0123933852,-0.0040963201,-0.00329985,-0.01218901,-0.0030845116,-0.0050528801,0.0111295257,0.0036823198,-0.0032450101,-0.0007695112,-0.0072392914,0.0001766618,-0.0035584224,0.0038132688,-0.0021443185,-0.0033075131,-0.0067059764,0.0009296906,0.0026559147,0.0004889955,-0.0167759227,-0.0067620686,-0.0046386585,0.0092757753,0.0024218074,-0.0071715446,-0.0082883639,-0.0038483969,0.0067008613,-0.0112562916,-0.000109482,-0.0026457004,-0.0008958486,-0.0014385512,-0.0007223633,0.0041968284,-0.002526734,0.0108566356,-0.0143441219,-0.0237171545,-0.0019529321,0.0028185045,-0.0062630929,0.0021787407,-0.0046844606,0.0006419322
b2347,-0.0055427459,-0.0009749049,-0.0021285184,-0.0035322662,0.0082616114,0.0056651912,2.19341e-05,-0.0018360258,0.0032372557,0.0161658158,-0.0007412665,0.0021820325,0.0035389784,0.0034611278,-0.0088471198,-0.0055868443,0.001922683,0.0029945917,-0.0104881483,0.0090173279,-0.0123365386,0.013733203,0.0048428731,-0.0007284961,0.0038638446,0.0022682689,-0.0038043426,-0.0151922335,0.0149821363,-0.0110731281,0.0013902958,0.0017495794,-0.010067144,-0.0012769834,0.0045944195,-0.0113718736,-0.0128054591,-0.0036269364,0.0089559632,-0.0114161857,0.0078633468,0.004705644,-0.0065244622,-0.0090360566,0.0038327492,-0.0141046711,0.0004694836,0.0039678263,-0.0122798136,-0.001915512,0.0005843474,-0.001828736,-0.0119420581,-0.0021046358,-0.0066430747,0.0011707937,-0.003873101,-0.0087679651,0.0022383453,0.0151132472,0.0098989196,0.0079940362,-0.0002978756,0.0046379454,0.0099159747,0.0017747533,0.0030475741,-0.0014982184,-0.002599056,-0.008477907,-0.0012878394,-0.0003255147,0.0031539704,0.0002085592,-0.0085986292,0.0081154141,0.0063675098,0.0111353658,-0.0053787748,-0.0049411925,-0.0093217037,-0.0302557112,0.0484864286,0.0009161397,0.0023536654,0.0047849225,-0.0040537696,0.0017403815,-0.0016395068,0.0116306922,0.0206196274,0.0095793047
b2349,-0.0050036669,-0.008463323,0.0068742565,0.001060445,-0.0004022863,-0.0036440819,-0.0157141859,0.0012203193,-0.0041861187,0.0009627751,0.0050824485,-0.0028950539,-0.0061005411,-0.0038985836,-0.005715597,-0.0134216037,-0.0036897857,-0.0011008101,0.0035961362,-0.0053694997,0.0064124506,-0.0052122035,0.0070259674,-0.0082479392,-0.0091320955,0.0065075768,0.0071548161,-0.0087895473,-0.0046981111,0.0046316811,0.0268702239,-0.0011591762,-0.0053062381,0.0004988746,-0.002287281,-0.002887348,0.0007121966,-0.0141929665,-0.0005923824,-0.0015076052,0.0038337998,0.0021586406,-0.0047558355,-0.0004476846,0.0023794101,-0.0081611156,-0.0053631031,0.0003114826,-4.205e-05,-0.0119429009,0.0008584621,-0.0006850172,0.0205363087,-0.0064040174,0.0048989817,-0.0007395332,0.0112148693,-0.0133983853,-0.0063460354,-0.0014782336,-0.0037074566,-0.004366703,0.002595207,-0.0033071241,-0.0076246557,-0.0023576143,-0.0006726971,-0.0093677493,-0.0050427843,0.0078383887,0.0048404005,-0.0160743347,0.0179507598,0.0051164653,0.0083433408,-0.0110284225,0.0033609176,-0.0075520561,-0.0033183436,0.0064418586,-0.0034765505,0.0099293687,-0.0069316785,0.0066638388,-0.0073772197,-0.0392602512,0.0009952865,0.0011686855,-0.0031713456,-0.0106423255,0.0027087483,0.0107613503
b2350,0.0153888499,-0.0023853297,0.0104729588,-0.0086590696,0.0003132399,0.000963534,-0.0020023299,0.0045822343,0.0119750808,0.0018187008,-0.0042602462,-0.002876079,0.0031299724,-0.0161981593,0.0090032875,-0.0098487581,-0.0071997137,-0.0076909758,-0.0018807225,-0.0064149244,-0.008149791,0.0026940598,-0.0088178232,-0.0079826348,-0.0018802082,-0.0066806026,-0.0039793376,0.0150918052,0.0046891802,-0.0183859222,-0.0218981688,-0.0062465059,-0.0002419431,0.0142608634,-0.0078229876,-0.0068702173,0.0113677765,0.0214108785,-0.0097589148,-0.0025294553,-0.0016462123,-0.0010117434,-0.0043381925,-0.0039734276,0.0059027564,-0.022218428,-0.0040696297,-0.0026047298,0.0043978922,0.003586669,-0.0101898282,0.0035068019,0.0244129551,-0.0003691471,0.0029413864,0.0067414391,0.0023203508,-0.0089261641,0.0032157788,0.0121532418,0.0062905891,0.0011818231,-0.0007002243,0.0022188752,0.0102020313,-0.0047740127,-0.0057656629,-0.0054286258,-0.0050112218,0.0068101299,0.0044587037,-0.0182270653,0.0127191692,-0.007968055,-0.0117052659,0.0003295578,-0.0164827039,-0.0152579738,-0.0120188744,-0.0039496652,-0.0031875695,0.0055626487,-0.0040176504,0.0197991846,0.0023436698,0.0101028191,-0.0210924753,0.0044331185,-0.0101936909,-0.005744913,-0.0010702569,-0.0219061213
b2351,-0.0001743994,-0.0003687413,0.0096039903,0.0098706864,0.0114059082,-0.0040801778,-0.0012966453,-0.0033541711,0.0062309443,0.0105498468,-0.0028478518,0.0070016912,0.0022584235,-0.0158508912,-0.0041388543,0.0044807009,-0.0045305653,-0.0096717849,-0.0032503229,-0.003753109,0.0057890754,0.0048138228,-0.0125983931,-0.0106058381,-0.0068599391,-0.0039426345,0.0039356146,0.0209398604,0.003568619,-0.0042160774,-0.0038012809,9.91366e-05,0.006942991,0.0039767432,-0.0047955044,0.0044973653,0.0146378505,-0.0131245024,0.0053552246,0.0018866638,0.0041683188,-0.0030265621,-0.0023451023,0.0085905615,-0.0205953789,-0.00284438,0.0135695523,-0.0190643703,-0.0021902125,-0.0155431828,-0.0068923324,-0.0008314529,0.0331185332,-0.0030110583,-0.0010959131,0.0099275319,-0.002836294,-0.0120025398,0.0008975062,-0.0020326355,0.0059299124,-0.0110946689,-0.0032201815,0.0045294467,0.0097690988,0.0014492314,0.0085827955,-0.0111862561,0.0031980914,-0.0081155163,0.0021039642,-0.0123810124,0.0052117844,-0.0044265667,0.002196094,0.0048471926,0.0077376004,0.0397965625,-0.0062644602,0.0085342891,0.0050101159,0.016761177,-0.0019489934,-0.0037299172,-0.0098474382,0.0174087449,0.0011949165,0.008565558,-0.002995826,-0.0113898828,0.0053833911,-0.005049661
b2352,-0.0064023161,0.011303344,0.0081714098,0.0286485844,0.0272710966,-0.0033521941,0.0030381291,0.0229510855,-2.43175e-05,0.0332828059,-0.0002923756,-0.0208888263,0.0030677076,-0.0519315748,0.0067541105,0.0118949614,-0.0155765606,-0.0003943449,-0.0022078144,-0.0072437743,0.00569294,-0.0020114346,0.0101840864,-0.0007143581,0.0016921043,-0.00916672,0.0012675952,0.049552604,-0.0118217259,0.0022521719,0.0060332755,0.0006581481,0.0211591211,-0.0019829639,0.0079317095,0.0058782281,0.0220111658,-0.0129158748,0.0043302138,0.0285481626,-0.0060842913,-0.0092362381,0.0111143771,-0.0013344191,-0.0701239725,0.0234906238,0.0193953913,-0.0477230153,-0.0029282713,-0.0407837495,-0.0112661944,-0.0021887059,-0.0087529323,0.0001275802,0.0124440323,-0.0009745085,-0.0035831525,-0.0085596255,0.0164184493,-0.012689736,0.0076028765,-0.0101840345,-0.0025415138,0.0050969756,0.018029224,-0.0199631637,0.0168200266,-0.0201270761,0.0076290772,0.0126588969,0.015556713,-0.0060103789,-0.0045997818,-0.011673756,-0.0044568988,0.0103403966,0.01070941,0.1499184057,0.0110072566,0.0375646532,0.007934426,0.0440070283,-0.0191363264,-0.0241998814,-0.04204693,-0.0053913692,-0.0193561974,0.0348179101,0.0222251962,-0.0193325433,-0.0036140097,0.0070770771
b2354,-0.0016514244,0.00126989,0.0165966054,-0.0276463051,0.0002596254,-0.0137148655,-0.0020687729,-0.0001578781,0.0028393029,0.0022187254,-0.0019694689,0.0118003474,-0.0197543874,0.0104126159,-0.007573099,-0.0048244108,0.0026185379,0.0207012736,-0.0113371206,-0.0017650759,-0.0032612471,0.0415896038,-0.005479783,0.0030356096,-0.0012709084,0.0178145738,0.0100887413,0.027153408,0.0063463572,-0.0072660349,0.0057124464,-0.0113117426,-0.0019453791,0.0110733448,0.0023250333,0.0080143373,0.0091994444,0.0016030251,-0.0064012119,0.0162646617,-0.0160234865,-0.000311995,-0.0013288676,0.0022418848,0.0184494591,0.0094151766,-0.0098428662,-0.0082429528,-0.0032591152,0.0087370102,-0.0096689207,0.0073163547,0.0103865944,-0.0081184393,-0.0054465909,-0.0002154115,-0.0020538849,-0.0025945742,0.0141704731,0.018426593,-0.014045373,-0.0061019637,0.0066364146,-0.0072010867,-0.0044368499,0.008241008,-0.0068127206,-0.0129191769,0.0059653127,-0.0304687959,-0.0109241694,0.0098654835,0.0125961772,-0.0012672446,-0.0178747983,-0.0122030658,0.0206603411,-0.0101807591,-0.0060405611,0.0048249826,-0.0168239129,-0.0065056297,-0.0091483949,-0.0203912308,-0.0199912973,0.0102146743,0.0141421595,0.0047722346,-0.0008656848,0.0108023425,-0.0136999086,0.0441917119
b2360,-0.0074885692,0.0107671055,0.0060751515,0.0141356531,-0.0188042326,0.0065988917,-0.0149875898,-0.0019334731,0.0024846465,-0.0039212437,-0.0006026475,0.0067278772,-0.0113758818,-0.0070488058,-0.0055766381,0.0212400792,-0.0096899284,0.0041262062,0.0142215344,0.0148385197,-0.0215597593,-0.0092123061,0.0090098543,-0.0048958352,0.0059288533,-0.0070091492,-0.0039529145,-0.0019900529,-0.0104311305,0.002904614,0.0100333799,-0.0063148606,0.0017228262,-0.006512137,-0.0162035553,0.0073242006,-0.0009807535,0.0068810269,-0.0017029082,-0.0024477866,-0.0042293631,0.0036658057,-0.0184150769,-0.0008835067,-0.0121439083,-0.0135236305,-0.0004727797,0.0064047343,0.0206946068,-0.0095129458,0.0103903027,-0.0008938755,-0.0271926661,0.0003925644,-0.0089941026,-0.0024040454,0.0164826254,0.0176369412,-0.0004660504,0.0021693808,-0.0199416503,-0.0104724582,-0.0118785397,0.0100132033,0.0035755457,-0.0197434678,0.0073858467,0.0097369046,0.0094039173,-0.0093664823,-0.0080066198,-0.0052983526,0.0189584684,0.0091984007,0.0002219216,-0.0112353986,0.0081262208,-0.0099017955,0.0062270773,0.0083256354,0.005556184,-0.001681302,-0.005383496,-0.0070688556,-0.0174428242,0.0018612098,0.0033164855,-0.0184512443,-0.0082002819,0.0186248557,-0.0253480529,0.0012392951
b2364,0.0005791605,0.0003200246,0.005628565,-0.0061039541,0.0020886915,-0.0015912075,-0.0017010448,0.0026062744,0.0057349757,-0.0026462908,0.0055107383,0.0071451782,0.0013364971,0.0154264221,-0.0105971273,-0.004909369,0.0043070253,0.0103278458,0.0072538275,-0.0025672732,0.0025229594,0.0162538694,-0.0004967907,0.017013889,0.0021479801,0.0055249416,0.0093847653,-0.0042749873,-0.0030446411,-0.0032063858,-0.007846411,-0.0029905577,-0.0015859341,-0.0117109335,-0.0108563126,0.0085655837,-0.0061151848,-0.0272048987,-0.0028942073,-0.0086858992,0.0035310335,0.0025118613,0.0007539945,0.0071161538,0.0085951407,0.0081165108,-0.0008928492,-0.0087030535,0.0050624543,-0.0057203918,-0.0048861486,-0.0064908024,-0.0136524274,-0.0029218266,-0.0035083462,-0.0054514044,-0.0057546685,-0.0048188766,0.0018262349,0.0113274282,-0.0134165107,0.0088378542,0.0019802658,-0.0003779926,-0.0081485873,-0.000997207,-0.0093950033,-0.0129614265,-0.0090266741,-0.0066154635,0.0012526559,-0.0037032858,0.0002412235,-0.0007077101,0.0030456169,0.001074139,-0.0023900873,0.0046460148,-0.0042606067,0.0188415631,-0.0202858352,-0.0054874712,-0.0119422444,-0.0054343038,-0.0001341353,-0.0085973986,-2.1332e-06,0.0090992888,-0.0064401014,0.0169315911,0.0055798469,0.0014176629
b2365,0.0007978534,-0.0040973539,0.0077847771,0.0052785064,0.0120725328,0.0002875975,-0.009255749,0.0087992681,0.013543388,0.0196571243,-0.0036294923,-0.0069005445,0.0080369467,0.0097411726,-0.0103055871,0.0017389663,-0.0068876081,-0.0014661251,0.0082494667,0.0004183376,0.001454089,0.0163235999,-0.0072045783,0.0052296468,0.0228850682,-0.0245644791,0.0039759994,-0.0138420726,0.0049700908,0.0077552623,-0.0017592761,0.0073017605,0.0034473779,-0.0144445643,0.0007967187,0.0033006695,0.006949579,0.0286991011,-0.0183695809,3.42225e-05,-0.0006390261,0.001368209,0.0034898177,-0.0043364525,-0.0016437347,-0.0149739212,0.0053013379,0.0085449644,-0.0003530282,0.0180747149,0.0016351025,0.0018184642,-0.0333353312,0.0058073045,0.0044604987,0.0038158415,-0.0065278896,-0.0068521886,-0.0026125394,-0.0020403594,-0.0030905774,0.0098643581,-0.0003782096,-0.0094431132,-0.0051629485,0.0046536862,-0.0068872677,-0.0037023012,-0.0006239898,-0.0231176931,0.0186597091,-0.0030804515,0.0057731797,-0.0277478548,-0.0035017582,0.0031373037,-0.0054924143,-0.0080577426,-0.0150275123,-0.0108690417,0.0004048808,0.0098775102,-0.0110670902,-0.0122792224,-0.0029128843,-0.0071275423,-0.0069829274,-0.0031212971,0.0019970273,0.0217518069,0.0100500782,0.0276540971
b2366,-0.0061883907,-0.0035925247,-0.0072693357,0.0055332781,-0.0039024971,-0.0143853254,-0.0111824441,0.0016658953,-0.0057714856,0.0049065508,0.0051715066,-0.0107106489,-0.0038462054,-0.0086250158,-0.0008311055,-0.0020798973,-0.0038535351,0.0075464005,0.0042572894,0.0079488069,-0.0070364089,0.0092684031,-0.0023111707,0.0088827115,0.0038222865,-0.0181925932,-0.0052429677,0.0039941703,-0.0026821942,-0.0065170714,0.001826587,-0.0011728237,0.0094573243,-0.010136539,0.0028725555,0.0002771309,-0.0004073566,-0.0115911506,-0.0102102149,0.0060710551,-0.0099773323,0.0062749909,0.0148168867,0.0061937127,0.0035305034,0.0001450612,0.0080064328,-0.0070507471,-0.0101172043,-0.0056914356,0.0017366911,-0.0034671889,-0.0221755409,0.0016334552,-0.0106808852,-0.006507317,0.0031261832,0.0021700861,-0.0031583892,-0.005486099,0.007512431,0.002559136,-0.0037832533,-0.0046285253,0.0002131346,-0.0174482118,-0.0055942545,-0.0060637322,-0.001631998,-0.0054639152,-0.0075996952,-0.0048227422,0.0008944883,-0.0028314218,-0.0007471453,-0.006862629,0.0045238164,0.0013470996,-0.001815516,0.0035653054,-0.0029936751,-0.0013688499,-0.0039909555,-0.0076978281,-0.0232049981,-0.0074199324,0.0022019131,-0.0018526849,-0.0062461718,0.0044081015,0.0130243688,-9.06009e-05
b2367,0.026102256,-0.0014314082,-0.0002559741,0.0070023169,-0.0111984782,0.0056528713,-0.0066133119,-0.0092491466,0.0048784846,-0.0205349167,0.0158137482,0.0166054544,0.0032369403,0.009458636,-0.0117610859,0.0169491772,0.0045485826,-0.0181962843,-9.31064e-05,-0.0076416773,-0.0180492857,-0.0183075311,0.0025354554,0.0129320199,-0.0012919237,0.0048424506,-0.0051001819,0.0193330515,-0.000870815,-0.0005370685,0.0031432999,-0.0073896192,-0.0005504888,-0.0020242048,-0.0001842665,0.00497767,-0.0064301828,-0.0067672184,0.0173241917,0.0108628525,-0.0045561737,-0.0175025027,-0.01740485,-0.0012440418,0.0144532605,-0.0077764638,-0.0074495519,0.0102202134,-0.0013271178,0.0066442851,-0.0013033954,-0.0046755961,-0.0126914771,0.0023072064,0.0031266504,-0.0119753914,0.0135224842,0.0077974191,-0.0039845441,-0.0056281808,-0.0055581169,-0.0131590732,-0.0001853912,0.0022815102,-0.0072970959,0.0030939076,0.1403486451,-0.0249200247,-0.0068794208,0.0004750411,0.012071084,-0.001716631,0.0042945348,0.0145235061,-0.0350288727,-0.0308028424,0.0059890197,0.0120741314,0.0086897355,0.0099498298,0.0022686527,0.0031829953,-0.0075237058,-0.0005599051,-0.0259648171,0.0267550807,-0.0020519147,0.00907219,-0.028317672,-0.0011388202,-0.0276709591,0.0076460778
b2368,0.0121795757,-0.0014822672,-0.0023643605,-0.0300674345,-0.0152539004,-0.0170264965,-0.0130255476,-0.007166176,-0.0019970711,-0.0054515531,0.0042351127,0.010429123,-0.0001036782,0.0064476233,0.0069569419,0.0082704962,0.008226694,-0.0245909715,-0.0042544038,-0.0147645145,-0.0058324146,-0.0162981795,0.0191978694,0.0038663009,-0.0134165927,-0.0022171391,0.0088762077,0.0112091903,-0.0144858336,-0.0038306998,0.0176915809,-0.0088593407,-0.0069436094,0.0002227934,-0.0126838173,0.0049240319,0.012894002,-0.0197787144,-0.0041521597,0.0200026261,-0.0066443388,0.0077634483,-0.0280885192,0.0031805214,0.0164418838,-0.0082819884,-0.0145319056,0.0063656429,0.0146189062,0.0006319639,0.0203583967,0.0050191533,0.02465212,-0.0036065082,0.0067330764,0.0035545905,0.0161032012,-0.0159845466,-0.0048205195,0.0027998152,0.0121407583,-0.027769884,0.0132223198,-0.0144334143,-0.0207352267,-0.0159861611,0.168250544,-0.0232290522,-0.0077443845,0.0111155907,0.0115861303,-0.0164779739,-0.01620922,0.007487142,-0.0087470163,0.0037416596,-0.0227473243,0.009601039,-0.0140035676,-0.0010607602,-5.31899e-05,0.008836309,0.005176227,0.0361935382,-0.0076451462,-0.0062410797,-0.0053497857,-0.0033916697,-0.0049903595,-0.0093358709,-0.003553422,0.0056195291
