Network,Graph_Type,Topology_Class,MAN_Code,Count,Proportion,Empirical_P_Value_Count,Empirical_P_Value_Proportion,Z_Score_Count,Z_Score_Proportion,Random_Proportion_1,Random_Proportion_2,Random_Proportion_3,Random_Proportion_4,Random_Proportion_5,Random_Proportion_6,Random_Proportion_7,Random_Proportion_8,Random_Proportion_9,Random_Proportion_10,Random_Proportion_11,Random_Proportion_12,Random_Proportion_13,Random_Proportion_14,Random_Proportion_15,Random_Proportion_16,Random_Proportion_17,Random_Proportion_18,Random_Proportion_19,Random_Proportion_20,Random_Proportion_21,Random_Proportion_22,Random_Proportion_23,Random_Proportion_24,Random_Proportion_25,Random_Proportion_26,Random_Proportion_27,Random_Proportion_28,Random_Proportion_29,Random_Proportion_30,Random_Proportion_31,Random_Proportion_32,Random_Proportion_33,Random_Proportion_34,Random_Proportion_35,Random_Proportion_36,Random_Proportion_37,Random_Proportion_38,Random_Proportion_39,Random_Proportion_40,Random_Proportion_41,Random_Proportion_42,Random_Proportion_43,Random_Proportion_44,Random_Proportion_45,Random_Proportion_46,Random_Proportion_47,Random_Proportion_48,Random_Proportion_49,Random_Proportion_50
83332_v2018_s15-16_regNetwork,Topo,Cyclic,120C,1.0,6.781040211568454e-05,0.02,0.02,6.444880092449485,6.444880092449485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.280139778683751e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83332_v2018_s15-16_regNetwork,Topo,Complete,100,4.0,0.0002712416084627382,0.0,0.0,4.526482348827751,4.526482348827751,0.0,7.02000702000702e-05,7.104290991759022e-05,0.0,0.0,7.133176403452457e-05,0.00014404033129276198,0.0,0.0,7.061149555147578e-05,0.0001479727730097662,0.0,7.448234768359899e-05,7.27431439586819e-05,0.0,0.0,0.0,0.0,7.668711656441718e-05,0.0,7.280139778683751e-05,0.0,0.0,0.0,0.0,0.0,0.00021530070331563083,0.0,0.0,0.0,7.253209545223762e-05,0.0,6.91754288876591e-05,7.06713780918728e-05,0.0,7.28279076542131e-05,0.0,0.0,0.0,7.15307582260372e-05,0.0001477650535648319,7.044734061289187e-05,7.31047591198187e-05,0.0,7.559721802237678e-05,0.0,7.05965407695023e-05,6.888950124001103e-05,0.0,7.064641469445426e-05
83332_v2018_s15-16_regNetwork,Topo,Feed-Forward,120D,1.0,6.781040211568454e-05,0.06,0.06,3.7387933813996064,3.7387933813996064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.934812760055478e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.253209545223762e-05,0.0,0.0,7.06713780918728e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83332_v2018_s15-16_regNetwork,Topo,Feed-Forward,021D,13947.0,0.9457516783074523,0.0,0.0,2.5378844862769356,2.5378844862769356,0.9339115475593147,0.9396279396279397,0.9394003978402955,0.936604870956016,0.9369769303544138,0.9376560382338255,0.9420237666546634,0.9395149578855648,0.9395464209780298,0.9338370286682671,0.9365196803788103,0.9405785185738844,0.9369134515119917,0.939623190514294,0.9377271456527817,0.9393302406494636,0.9376193073356968,0.944160272804774,0.9293711656441718,0.9377253814147017,0.9363715783343041,0.9370485036119711,0.9337968784673423,0.9297379690788996,0.9430417793808236,0.9347638868953638,0.9351944883019951,0.9398727232828615,0.9366202215076813,0.9355898314767209,0.9330528758975847,0.9336923076923077,0.9355285002767018,0.9360424028268551,0.9355657384561156,0.9379506226786105,0.9315048293150483,0.9391550133888724,0.9399684044233807,0.9415593705293276,0.9355005541189509,0.9376541035575907,0.934278821551283,0.9321257689678742,0.9363471424251587,0.9400519405569182,0.9391457818566891,0.943579498484431,0.9395768296912939,0.929565524549629
83332_v2018_s15-16_regNetwork,Topo,Feed-Forward,030T,7.0,0.0004746728148097918,0.14,0.14,0.9432892514655877,0.9432892514655877,0.00021503834850548347,0.0002808002808002808,0.0,0.0003635041802980734,0.0005094243504839531,0.00035665882017262284,0.00036010082823190496,0.00043566656985187334,0.00028348688873139615,0.00021183448665442736,0.00036993193252441554,0.00044846401076313624,0.00044689408610159393,0.0002909725758347276,0.0002096729102599944,0.00021745433458973616,0.0004090537223888737,0.00042625745950554135,0.0003834355828220859,0.00027739251040221914,0.00014560279557367502,0.0002948547840188707,0.00029587987277165473,0.00021775422806126152,0.0002254283137962128,0.00021530070331563086,0.00021530070331563086,0.00021944261575597982,0.0006430868167202571,0.000499857183661811,0.0003626604772611881,0.0008461538461538461,0.0006225788599889319,0.0002826855123674912,0.0,0.0003641395382710655,0.0002949200029492,0.0004462957453138947,0.0005026569007611662,0.0002145922746781116,0.0003694126339120798,0.00028178936245156747,0.00043862855471891223,0.00047846889952153106,0.0003023888720895071,0.00028855864954552014,0.0004235792446170138,0.0002066685037200331,0.00027748872702046477,0.00021193924408336278
83332_v2018_s15-16_regNetwork,Topo,Feed-Forward,111U,12.0,0.0008137248253882145,0.22,0.22,0.3750678068867768,0.3750678068867768,0.0,0.0006318006318006318,0.00042625745950554135,0.0,0.0,0.0003566588201726229,0.0009362621534029529,0.0,0.0006378454996456413,0.0018358988843383704,0.0017756732761171944,7.474400179385604e-05,0.0,0.00036371571979340947,0.0,0.0,0.0,0.0004973003694231316,0.0027607361963190185,0.0007628294036061027,0.0008736167734420501,0.0007371369600471767,0.0,0.002104957537925528,0.0,0.0019377063298406773,0.001578871824314626,0.0,0.0,0.0,0.0006527888590701386,0.0,0.0002767017155506364,0.0006360424028268552,0.0,0.00021848372296263927,0.0006635700066357001,0.0,0.0,0.000357653791130186,0.0018470631695603988,0.0,0.0005848380729585496,0.0,0.000982763834290898,0.0,7.05965407695023e-05,0.0007577845136401213,0.0,0.001978099611444719
83332_v2018_s15-16_regNetwork,Topo,Feed-Forward,111D,1.0,6.781040211568454e-05,0.42,0.42,0.1863478395330414,0.1863478395330414,0.0,7.02000702000702e-05,0.00021312872975277067,0.0,0.0,7.133176403452457e-05,0.00021606049693914295,0.0,7.087172218284904e-05,7.061149555147578e-05,0.0001479727730097662,0.0,0.0,7.27431439586819e-05,0.0,0.0,0.0,0.0,7.668711656441718e-05,0.0,0.00014560279557367502,0.00014742739200943535,0.0,7.258474268708717e-05,0.0,0.0003588345055260514,0.0,0.0,0.0,0.0,0.0,0.0,0.00020752628666297732,7.06713780918728e-05,0.0,0.0,0.0001474600014746,0.0,0.0,7.15307582260372e-05,7.388252678241596e-05,0.0,0.0,0.0,0.0,0.0,7.05965407695023e-05,0.00013777900248002206,0.0,0.00014129282938890852
83332_v2018_s15-16_regNetwork,Topo,Feed-Forward,021U,58.0,0.003933003322709704,0.44,0.44,0.15625755884685744,0.15625755884685744,0.003440613576087736,0.004352404352404353,0.004333617504973004,0.004216648491457651,0.004002619896659632,0.004279905842071474,0.0031688872884407635,0.004429276793494046,0.0030474840538625087,0.0036011862731252647,0.003699319325244155,0.004260408102249794,0.0030537762550275583,0.0037099003418927766,0.0035644394744199052,0.003479269353435779,0.003204254158712844,0.0029838022165387893,0.004677914110429449,0.004438280166435506,0.004368083867210251,0.0036119711042311665,0.0038464383460315114,0.00486317776003484,0.002554854223023745,0.004593081670733457,0.003373044351944883,0.004242557237948943,0.002929617720614505,0.003570408454727221,0.003626604772611881,0.004153846153846154,0.0038046485888212503,0.004028268551236749,0.004088826224885442,0.004296846551598572,0.0045712600457126,0.004388574828919964,0.004236679592129829,0.00407725321888412,0.00421130402659771,0.0038041563930961606,0.0038014474742305727,0.003691045796308954,0.003931055337163592,0.0033184244697734818,0.003459230497705612,0.0037200330669605952,0.0038848421782865074,0.003673613564111621
83332_v2018_s15-16_regNetwork,Topo,Complex,201,0.0,0.0,1.0,1.0,-0.1414213562373095,-0.1414213562373095,0.0,0.0,0.0,0.0,0.0,0.0,7.202016564638099e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83332_v2018_s15-16_regNetwork,Topo,Feed-Forward,120U,0.0,0.0,1.0,1.0,-0.25005878830806305,-0.25005878830806305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.39863865048831e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.258474268708717e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.064641469445426e-05
83332_v2018_s15-16_regNetwork,Topo,Cyclic,030C,0.0,0.0,1.0,1.0,-0.3120119565371802,-0.3120119565371802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.514277126540426e-05,0.00014353380221042057,0.0,0.0,0.0,7.140816909454442e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.388252678241596e-05,7.044734061289187e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83332_v2018_s15-16_regNetwork,Topo,Feed-Forward,021C,80.0,0.005424832169254764,0.98,0.98,-1.753221969396722,-1.753221969396722,0.014981004945882016,0.008845208845208846,0.00966183574879227,0.012359142130134497,0.011280110617858961,0.011127755189385833,0.006121714079942384,0.008277664827185595,0.009142452161587527,0.014404745092501059,0.009026339153595738,0.006278496150683908,0.01102338745717265,0.008583690987124463,0.011671792004473021,0.009133082052768918,0.013498772838832834,0.0056123898834896276,0.013496932515337423,0.01144244105409154,0.010046592894583576,0.010393631136665193,0.013980323988460684,0.01618639761922044,0.005184851217312894,0.011195636572412803,0.012415673891201379,0.008046229244385927,0.013790639514112184,0.013710368466152527,0.014506419090447522,0.011,0.015080243497509685,0.012296819787985866,0.01473387381036306,0.010487218702206686,0.015114650151146502,0.007066349300803332,0.0075398535114174926,0.0075107296137339056,0.010343553749538234,0.012187389926030292,0.013597485196286278,0.019343814080656187,0.008844874508618083,0.009017457798297504,0.010801270737733851,0.005924497106640948,0.008949011446409989,0.017520310844224656
83332_v2018_s15-16_regNetwork,Topo,Feed-Forward,010,636.0,0.04312741574557537,1.0,1.0,-3.191789127221652,-3.191789127221652,0.04745179557021002,0.04612144612144612,0.04589371980676328,0.046455834242093784,0.04723091478058365,0.046080319566302874,0.04695714800144041,0.04734243392390357,0.047271438695960316,0.04596808360401074,0.048239124001183784,0.04835936916062486,0.04848800834202294,0.04728304357314323,0.04682694995806542,0.047839953609741956,0.045268611944368695,0.046319977266268825,0.04915644171779141,0.045284327323162274,0.047903319743739084,0.047766475011057054,0.04808047932539389,0.04674457429048414,0.04891794409377818,0.0467920195205971,0.04700732022391273,0.047619047619047616,0.04601643444087174,0.04655812624964296,0.04765358671212011,0.0503076923076923,0.04441062534587714,0.046501766784452295,0.045611561508635885,0.046609860898696384,0.047703310477033106,0.04894376673609045,0.04775240557231079,0.046137339055793994,0.04743258219431105,0.0459316660796055,0.04722567439140288,0.0443609022556391,0.04951617780465679,0.0473236185254653,0.04595834804094599,0.0456048498208873,0.047311827956989246,0.04676792652772872
224308_v2022_sSW22_regNetwork,Topo,Complete,100,12.0,6.005314703512609e-05,0.0,0.0,6.06777496839878,6.06777496839878,2.6242999679835403e-05,1.432603183244273e-05,1.9443904335990668e-05,1.4556393896018825e-05,1.974099810486418e-05,1.933114247052001e-05,1.002229961664704e-05,2.0161696808403396e-05,9.726774893248646e-06,2.443482255431861e-05,9.839178625368354e-06,2.976840183373355e-05,2.427408353197625e-05,1.552417372585344e-05,1.004162252536765e-05,1.5581582569402965e-05,9.607347699520593e-06,1.483576804771183e-05,1.9571865443425077e-05,5.055305037105939e-06,2.009555436098649e-05,9.717748009076376e-06,2.530197912080683e-05,1.475767891226068e-05,1.5407924809326928e-05,1.5162619089737435e-05,0.0,9.435876144689724e-06,2.8798387290311743e-05,9.209163117301715e-06,1.8920133386940377e-05,1.5575434424825166e-05,5.014617610334124e-06,1.9955300127713922e-05,1.4608919232155206e-05,1.4945374655633659e-05,4.779178076954325e-06,4.861094232311693e-06,2.411288689127017e-05,1.5284754985377586e-05,2.9642804209278197e-05,5.080990996483954e-06,1.0365970591741432e-05,0.0,1.9890304968100924e-05,4.998450480351091e-06,1.4651012873356644e-05,9.743502301902418e-06,1.0289442003560147e-05,4.990069761175261e-06
224308_v2022_sSW22_regNetwork,Topo,Feed-Forward,111U,2265.0,0.011335031502880049,0.0,0.0,4.331182420823579,4.331182420823579,0.005888929128155064,0.004574779498493379,0.003149912502430488,0.002464882699725855,0.002630487997473152,0.002503382949932341,0.0026458870987948187,0.0008719933869634469,0.0025192346973513993,0.004745242540048674,0.004634253132548495,0.0034829030145468254,0.002932309290662731,0.0027633029232019125,0.0005974765402593751,0.0009660581193029838,0.0007637841421118871,0.002794069648985728,0.004687461773700306,0.000662244959860878,0.0024315620776793655,0.00024294370022690944,0.0083698946931629,0.0008165915664784243,0.003061041062119617,0.0003386318263374694,8.960841124286866e-05,0.0021466618229169124,0.004602942235234827,0.00032232070910556004,0.0027812596078802356,0.005425442991314099,0.002301709483143363,0.0037216634738186463,0.00238612347458535,0.003028929263541755,0.002246213696168533,0.0022798531949541844,0.0027778045698743235,0.005201911613356838,0.007959092930191198,2.0323963985935816e-05,0.0029024717656876003,0.0,0.005077000343107761,4.498605432315983e-05,0.0050936688089703265,0.0006430711519255596,0.002726702130943439,0.0005788480922963303
224308_v2022_sSW22_regNetwork,Topo,Feed-Forward,120D,3.0,1.5013286758781522e-05,0.0,0.0,4.210540044845705,4.210540044845705,0.0,0.0,4.860976083997667e-06,0.0,0.0,9.665571235260005e-06,0.0,1.0080848404201698e-05,0.0,0.0,0.0,9.922800611244517e-06,4.85481670639525e-06,5.174724575284481e-06,0.0,5.193860856467655e-06,4.8036738497602965e-06,0.0,0.0,0.0,0.0,0.0,1.0120791648322731e-05,4.919226304086893e-06,5.13597493644231e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9888250319284805e-06,4.869639744051735e-06,0.0,0.0,0.0,0.0,0.0,4.940467368213033e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224308_v2022_sSW22_regNetwork,Topo,Complex,210,1.0,5.004428919593841e-06,0.02,0.02,3.229635371444923,3.229635371444923,1.0497199871934161e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224308_v2022_sSW22_regNetwork,Topo,Feed-Forward,120U,101.0,0.0005054473208789779,0.0,0.0,3.228310112031895,3.228310112031895,0.0003516561957097944,0.0003199480442578877,0.000160412210771923,0.00015041607025886118,8.389924194567277e-05,0.0002513048521167601,7.015609731652928e-05,3.0242545212605094e-05,3.4043712126370255e-05,0.00036163537380391546,0.00033453207326252405,0.00012899640794617872,0.00019419266825581,0.00014489228810796544,2.5104056313419123e-05,4.67447477082089e-05,4.803673849760297e-05,0.00011868614438169464,0.0003669724770642202,1.0110610074211879e-05,0.0,5.8306488054458264e-05,0.00014675147890067962,3.443458412860825e-05,7.703962404663466e-05,5.054206363245812e-06,4.978245069048259e-06,0.00017928164674910476,5.759677458062349e-05,1.841832623460343e-05,0.00023177163399001964,0.0003115086884965033,0.0002055993220236991,0.0001546535759897829,0.00016556775129775899,9.465403948567984e-05,0.00011947945192385813,0.00017499939236322097,0.00010609670232158874,0.00012737295821147986,0.0003902969220888296,5.080990996483954e-06,1.5548955887612148e-05,0.0,0.0003082997270055643,1.9993801921404365e-05,0.00022953253501592076,1.9487004603804837e-05,5.659193101958081e-05,2.4950348805876306e-05
224308_v2022_sSW22_regNetwork,Topo,Feed-Forward,030T,321.0,0.001606421683189623,0.0,0.0,2.2429612995980848,2.2429612995980848,0.0008765161893065025,0.0011126551389863855,0.0010110830254715147,0.001261554137654965,0.001090690145293746,0.0011550357626135704,0.0015484452907719676,0.001234903929514708,0.0008899999027322511,0.0010311495117922454,0.0012544952747344652,0.0013098096806842764,0.0011700108262412553,0.001324729491272827,0.0012401403818829047,0.001355597683538058,0.0013402250040831227,0.0010929015795147715,0.0011743119266055045,0.0009706185671243404,0.0012007093730689428,0.0014090734613160746,0.001229676185271212,0.0014019794966647647,0.0012994016589199045,0.001283768416264436,0.0009956490138096517,0.0011606127657968362,0.0009071491996448199,0.0014043973753885114,0.0008230258023319064,0.0010954722212127032,0.0008675288465878034,0.001257183908045977,0.0009057529923936227,0.0010710851836537457,0.0007742268484666007,0.001093746202270131,0.0008535961959509641,0.0014265771319685746,0.0009683316041697544,0.0011076560372335021,0.0015756275299446975,0.0012172761536110828,0.0010193781296151724,0.0011696374124021552,0.0010939422945439629,0.0013348598153606313,0.0013067591344521387,0.0015469216259643309
