Gene_name	Locus_tag	NCBI_gene_ID	Uniprot_ID	Synonyms	Product_function	NDA_component
SpyM50320	SpyM50320	4962945			ABC transporter ATP-binding protein	Basal machinery
SpyM50321	SpyM50321	4962946			ABC transporter ATP-binding protein	Basal machinery
SpyM50322	SpyM50322	4962947			ABC transporter ATP-binding protein	Basal machinery
SpyM50323	SpyM50323	4962948			hypothetical protein	Basal machinery
SpyM50324	SpyM50324	4962949			hypothetical protein	Basal machinery
SpyM50325	SpyM50325	4962950			ABC transporter ATP-binding protein	Basal machinery
SpyM50534	SpyM50534	4963089			streptococcal phage DNAse	Basal machinery
SpyM50536	SpyM50536	4963091			putative RNA methyltransferase	Basal machinery
SpyM50550	SpyM50550	4963105			response regulator protein	Basal machinery
SpyM50578	SpyM50578	4963126			acetyltransferase (GNAT) family protein	Basal machinery
SpyM50580	SpyM50580	4963127			C4-dicarboxylate anaerobic carrier protein	Basal machinery
SpyM50581	SpyM50581	4964000			hypothetical protein	Basal machinery
SpyM50582	SpyM50582	4963128		arcC	carbamate kinase	Basal machinery
SpyM50593	SpyM50593	4963134		dpr	Dps-like peroxide resistance protein Dpr	Basal machinery
SpyM50612	SpyM50612	4963146		clpE	putative ATP-dependent Clp protease ATP-binding subunit	Basal machinery
SpyM50613	SpyM50613	4963147			hypothetical protein	Basal machinery
SpyM50693	SpyM50693	4963216			putative cation-transporting ATPase	Basal machinery
SpyM50711	SpyM50711	4963228		comEA	putative competence protein	Basal machinery
SpyM50712	SpyM50712	4963229		comEC	putative competence protein	Basal machinery
SpyM50714	SpyM50714	4964063		sodA	superoxide dismutase	Basal machinery
SpyM50721	SpyM50721	4964315			competence protein CoiA-like family protein	Basal machinery
SpyM50750	SpyM50750	4964103			putative lipoprotein	Basal machinery
SpyM50800	SpyM50800	4963285		malD	putative maltose/maltodextrin ABC transport system permease protein	Basal machinery
SpyM50801	SpyM50801	4963286		malC	putative maltose/maltodextrin ABC transport system permease protein	Basal machinery
SpyM50803	SpyM50803	4964267			LacI family transcriptional repressor	Global regulator
SpyM50805	SpyM50805	4963287		glgP	putative glycogen phosphorylase	Basal machinery
SpyM50820	SpyM50820	4963295		cfa	cAMP factor	Basal machinery
SpyM50906	SpyM50906	4963351			SMF family protein	Basal machinery
SpyM50931	SpyM50931	4963367		pbuX	putative xanthine permease	Basal machinery
SpyM50983	SpyM50983	4963396			sugar phosphotransferase system (PTS),mannose/fructose family IID protein	Basal machinery
SpyM50984	SpyM50984	4963397			sugar phosphotransferase system (PTS),mannose/fructose family IIC protein	Basal machinery
SpyM50985	SpyM50985	4963398			sugar phosphotransferase system (PTS),mannose/fructose family IIB protein	Basal machinery
SpyM50986	SpyM50986	4963399			sugar phosphotransferase system (PTS),mannose/fructose family IIA protein	Basal machinery
SpyM50997	SpyM50997	4963406			hypothetical protein	Basal machinery
SpyM51004	SpyM51004	4964233		acoL	dihydrolipoamide dehydrogenase	Basal machinery
SpyM51006	SpyM51006	4963979		pdhC	branched-chain alpha-keto acid dehydrogenase subunit E2	Basal machinery
SpyM51007	SpyM51007	4964347		pdhB	putative pyruvate dehydrogenase E1 component,beta subunit	Basal machinery
SpyM51008	SpyM51008	4964346		pdhA	putative pyruvate dehydrogenase E1 component,alpha subunit	Basal machinery
SpyM51017	SpyM51017	4963421		fbpS	fibronectin/fibrinogen-binding protein	M1.1
SpyM51021	SpyM51021	4964307		speH	streptococcal exotoxin H precursor	Basal machinery
SpyM51025	SpyM51025	4964551		lys	putative phage lysin protein	Basal machinery
SpyM51114	SpyM51114	4964447		clpL	putative ATP-dependent protease ATP-binding subunit ClpL	Basal machinery
SpyM51127	SpyM51127	4964310			sensor histidine kinase	Basal machinery
SpyM51128	SpyM51128	4963498			response regulator protein	M1.2
SpyM51167	SpyM51167	4964410		pyrP	uracil permease	Basal machinery
SpyM51239	SpyM51239	4963559		sagI	ABC-2 type transporter protein	Basal machinery
SpyM51240	SpyM51240	4964517		sagH	ABC-2 type transporter protein	Basal machinery
SpyM51241	SpyM51241	4964516		sagG	ABC transporter ATP-binding protein	Basal machinery
SpyM51242	SpyM51242	4964515		sagF	hypothetical protein	Basal machinery
SpyM51243	SpyM51243	4964514		sagE	CAAX amino terminal protease family protein	Basal machinery
SpyM51244	SpyM51244	4964513			streptolysin S biosynthesis protein	Basal machinery
SpyM51245	SpyM51245	4963560		sagC	streptolysin S biosynthesis protein	Basal machinery
SpyM51246	SpyM51246	4964512		sagB	streptolysin S biosynthesis protein	Basal machinery
SpyM51247	SpyM51247	4964511			streptolysin S precursor	M1.1
SpyM51261	SpyM51261	4963569		adcA	zinc-binding protein AdcA precursor	Basal machinery
SpyM51387	SpyM51387	4964257			major facilitator superfamily protein	Basal machinery
SpyM51415	SpyM51415	4963693			UDP-glucose 6-dehydrogenase	Basal machinery
SpyM51416	SpyM51416	4963694			hypothetical protein	Basal machinery
SpyM51417	SpyM51417	4963695			glycosyltransferase	Basal machinery
SpyM51418	SpyM51418	4963696			hypothetical protein	Basal machinery
SpyM51419	SpyM51419	4963697			S-adenosylmethionine synthetase	Basal machinery
SpyM51420	SpyM51420	4963698			hypothetical protein	Basal machinery
SpyM51421	SpyM51421	4963699			hypothetical protein	Basal machinery
SpyM51422	SpyM51422	4963700			hypothetical protein	Basal machinery
SpyM51429	SpyM51429	4964074		covR	response regulator protein	Global regulator
SpyM51446	SpyM51446	4963716		alsA	catabolite control protein A	Global regulator
SpyM51483	SpyM51483	4963738			myosin-crossreactive antigen	Basal machinery
SpyM51495	SpyM51495	4963745		mtsC	metal cation ABC transporter membrane protein	Basal machinery
SpyM51496	SpyM51496	4964291		mtsB	metal cation ABC transporter ATP-binding protein	Basal machinery
SpyM51498	SpyM51498	4964289		scaR	metal-dependent transcriptional regulator	Global regulator
SpyM51512	SpyM51512	4963756		nrdE	ribonucleotide-diphosphate reductase subunit alpha	Basal machinery
SpyM51514	SpyM51514	4964324		nrdF	ribonucleotide-diphosphate reductase subunit beta	Basal machinery
SpyM51534	SpyM51534	4964298		fhuC	ferrichrome transport ATP-binding protein	Basal machinery
SpyM51535	SpyM51535	4964143		fhuD	putative ferrichrome-binding protein precursor	Basal machinery
SpyM51537	SpyM51537	4964142		fhuG	ferrichrome transport permease	Basal machinery
SpyM51572	SpyM51572	4963789		csrS	sensor histidine kinase	Basal machinery
SpyM51573	SpyM51573	4964081		csrR	response regulator protein	Global regulator
SpyM51595	SpyM51595	4963808		comX2	putative competence-specific global transcription modulator 2	Global regulator
SpyM51653	SpyM51653	4964091		msmK	multiple sugar-binding transport ATP-binding protein	Basal machinery
SpyM51659	SpyM51659	4964430		scl	collagen-like surface protein	Basal machinery
SpyM51662	SpyM51662	4963843			PTS system, glucose-specific IIABC component	Basal machinery
SpyM51671	SpyM51671	4963851			topology modulation protein	Basal machinery
SpyM51673	SpyM51673	4964544		dppA	dipeptide-binding extracellular protein	Basal machinery
SpyM51674	SpyM51674	4964109		dppB	dipeptide transport system permease protein DppB	Basal machinery
SpyM51675	SpyM51675	4964110		dppC	dipeptide transport system permease protein DppC	Basal machinery
SpyM51676	SpyM51676	4964111		dppD	dipeptide transport system ATP-binding protein DppD	Basal machinery
SpyM51677	SpyM51677	4964112		dppE	dipeptide transport system ATP-binding protein DppF	Basal machinery
SpyM51680	SpyM51680	4963854		lmb	laminin binding protein	Basal machinery
SpyM51683	SpyM51683	4964118		mga		Global regulator
SpyM51686	SpyM51686	4963856		isp	immunogenic secreted protein	Basal machinery
SpyM51698	SpyM51698	4963866		speB		Intermodular
SpyM51699	SpyM51699	4964547			hypothetical protein	Basal machinery
SpyM51701	SpyM51701	4963868		ropB	transcriptional regulator	Global regulator
SpyM51702	SpyM51702	4964445		sdbII	streptococcal phage-like DNAse	Basal machinery
SpyM51709	SpyM51709	4963871			sugar phosphotransferase system (PTS),lactose/cellobiose-specific family IIA protein	Basal machinery
SpyM51725	SpyM51725	4964082		csp	cold shock protein	Basal machinery
SpyM51726	SpyM51726	4964599		ahpC	alkyl hydroperoxide reductase subunit C	Basal machinery
SpyM51727	SpyM51727	4963993		ahpF	NADH dehydrogenase	Basal machinery
SpyM51814	SpyM51814	4964535		sdhA	putative L-serine dehydratase, alpha chain	Basal machinery
SpyM51815	SpyM51815	4964534			putative transglycosylase protein	Basal machinery
SpyM51824	SpyM51824	4963949		hasA	hyaluronan synthase	Basal machinery
SpyM51825	SpyM51825	4964211		hasB	UDP-glucose 6-dehydrogenase	Basal machinery
SpyM51826	SpyM51826	4964212		hasC1	UTP--glucose-1-phosphate uridylyltransferase 1	Basal machinery
SpyM51837	SpyM51837	4963956		htrA	serine protease	Basal machinery
SpyM5s02	SpyM5s02	4964136			notfproduct	M1.1
arcA	SpyM50577	4964002	P58827	sagP	arginine deiminase	Basal machinery
arcB	SpyM50579	4963999	A2RDJ1		ornithine carbamoyltransferase	Basal machinery
aroE.2	aroE.2				shikimate 5-dehydrogenase	Basal machinery
asnA	SpyM50584	4963129	A2RDJ5		asparagine synthetase AsnA	Basal machinery
cinA	SpyM51759	4964423	A2RGU9		competence damage-inducible protein A	Basal machinery
clpP	SpyM51530	4963765	A2RG72		ATP-dependent Clp protease proteolytic subunit	Basal machinery
codY	SpyM50333	4962957	A2RCV3		transcriptional repressor CodY	Global regulator
dnaK	SpyM50347	4964221	A2RCW6		molecular chaperone DnaK	Basal machinery
groL	SpyM51721	4963884	A2RGR1	groEL	chaperonin GroEL	Basal machinery
groS	SpyM51722	4964205	A2RGR2	groES	co-chaperonin GroES	Basal machinery
hrcA	SpyM50345	4962964	A2RCW4		heat-inducible transcription repressor	Global regulator
hslO	SpyM50102	4962812	A2RC73		Hsp33-like chaperonin	Basal machinery
hutI	SpyM51728	4963994	A2RGR8		imidazolonepropionase	Basal machinery
luxS	SpyM50442	4963014	A2RD59		S-ribosylhomocysteinase	M1.1
nrdI	SpyM51513	4964320	A2RG55		ribonucleotide reductase stimulatory protein	Basal machinery
nrdR	SpyM51571	4963788	A2RGB3		transcriptional regulator NrdR	Basal machinery
oppA of oppABCDF operon	oppA of oppABCDF operon				putative extracellular oligopeptide-binding protein	Basal machinery
pyrE	SpyM51104	4963491	A2RF04		orotate phosphoribosyltransferase	Basal machinery
pyrF	SpyM51105	4964413	A2RF05		orotidine 5'-phosphate decarboxylase	Basal machinery
recA	SpyM51758	4963903	A2RGU8		recombinase A	Basal machinery
rivRX	rivRX				putative regulatory protein-RofA related	Global regulator
rpsN	SpyM50261	4962909	A2RCN0		30S ribosomal protein S14	Basal machinery
scpA	SpyM51550	4964528	A2RG92		C5A peptidase precursor	Basal machinery
xpt	SpyM50932	4964342	A2REI4		xanthine phosphoribosyltransferase	Basal machinery
