TopoName,NumPreSplitGroups,NumGroups,NumNodes,AbsMeanCohVal,AbsMedianCohVal,CohMatMean,CohMatMedian,AbsMeanWalkVal,AbsMedianWalkVal,MeanCoh,MedianCoh,PreSplitMeanCoh,PreSplitMedianCoh
100226_v2019_sA22-DBSCR15_eStrong_regNetwork,53,146,294,0.8332442968575414,1.0,0.10910708583827985,0.5121659266579993,-125.23676266055575,-125.21423037636943,0.3527821167022607,0.3562920312625697,0.26665618747909736,0.27046430209757893
196627_v2020_s21_regNetwork_Strong,41,145,2240,0.8217516272577395,1.0,0.4132897648387639,0.9344756966007929,-300.9224826526398,-301.09141506499986,-0.2083819362908043,-0.20629090226949878,-0.23943854852219534,-0.2371117100993805
208964_v2020_sRPA20_regNetwork_Strong,91,199,799,0.9149367908976234,0.9865145947686823,0.07545099838548472,0.7597872225073418,-301.59573631104445,-302.5222462947425,0.03993321777420209,0.04316443186001091,0.002496266261406003,0.00567926376542143
224308_v2022_sSW22_regNetwork,114,198,2536,0.7808540037425798,0.8450135597768403,0.053334835090603036,0.19372261095664703,-301.5403996325912,-302.93041626978606,-0.18488170974439955,-0.18266503161487221,-0.21044503474500006,-0.20706909680438831
511145_v2022_sRDB22_eStrong_regNetwork_Strong,139,225,2303,0.7830286860478095,0.8987753363163506,-0.01400605260372811,-0.011478879306803379,-302.1553120306918,-305.11401864315246,-0.3379712484226181,-0.33230649369656673,-0.36981541774659793,-0.36313058466620585
83332_v2018_s15-16_regNetwork,34,439,820,0.9552873643774364,1.0,0.11557994021738481,0.837129048624983,-301.1790142749955,-301.16103928856586,0.9946297585074675,1.0,0.9916205889008374,1.0
